t_ns,t_bag_ns,left_pos_rad,right_pos_rad,left_vel_radps,right_vel_radps
1784885697238492644,1784885697247920568,200.179918557,199.794889326,0.19942453173869576,0.1986331645492565
1784885697288420575,1784885697292207710,200.549607978,200.172248652,0.19705043017037796,0.1986331645492565
1784885697338445290,1784885697350683426,200.796578919,200.422287555,0.19705043017037796,0.1986331645492565
1784885697388766427,1784885697392564949,201.167802321,200.7981129,0.1986331645492565,0.20021589892813504
1784885697438423081,1784885697442040331,201.417841224,201.049685784,0.1986331645492565,0.19784179735981722
1784885697488472904,1784885697494768105,201.670948089,201.299724687,0.19942453173869576,0.19784179735981722
1784885697538440367,1784885697541013703,202.045239453,201.678617994,0.19784179735981722,0.19942453173869576
1784885697588372168,1784885697598840952,202.293744375,201.930190878,0.1986331645492565,0.19942453173869576
1784885697638519070,1784885697643276888,202.668035739,202.307550204,0.20021589892813504,0.19942453173869576
1784885697688519307,1784885697691758034,202.921142604,202.559123088,0.1986331645492565,0.20021589892813504
1784885697738420168,1784885697743655125,203.171181507,202.810695972,0.19705043017037796,0.1986331645492565
1784885697788338434,1784885697791798150,203.540870928,203.183453355,0.1986331645492565,0.19942453173869576
1784885697838365834,1784885697848483091,203.79244381200002,203.431958277,0.19784179735981722,0.20021589892813504
1784885697888331964,1784885697891473482,204.17133711900001,203.80471566,0.19784179735981722,0.1986331645492565
1784885697938408486,1784885697950876277,204.427511946,204.054754563,0.19942453173869576,0.19784179735981722
1784885697988295905,1784885697992495039,204.806405253,204.424443984,0.20021589892813504,0.19705043017037796
1784885698038352045,1784885698041966740,205.057978137,204.666812982,0.2010072661175743,0.19942453173869576
1784885698088322124,1784885698094818188,205.31415296400002,204.918385866,0.2010072661175743,0.1986331645492565
1784885698138382339,1784885698142822515,205.683842385,205.29114324900002,0.19942453173869576,0.19705043017037796
1784885698188352862,1784885698197735072,205.93234730700001,205.539648171,0.19942453173869576,0.1986331645492565
1784885698238362881,1784885698242623359,206.30510469,205.91700749700001,0.20021589892813504,0.20021589892813504
1784885698288668377,1784885698301974370,206.55054165,206.165512419,0.1986331645492565,0.20021589892813504
1784885698338331331,1784885698343983973,206.920231071,206.544405726,0.1962590629809387,0.19942453173869576
1784885698388300207,1784885698393081355,207.165668031,206.799046572,0.19784179735981722,0.20021589892813504
1784885698438349164,1784885698447034469,207.414172953,207.046017513,0.19784179735981722,0.20021589892813504
1784885698488674010,1784885698492777991,207.788464317,207.427978782,0.20021589892813504,0.19942453173869576
1784885698538292563,1784885698550138217,208.041571182,207.67801768500001,0.20021589892813504,0.1986331645492565
1784885698588256402,1784885698592334831,208.415862546,208.055377011,0.19784179735981722,0.1986331645492565
1784885698638239609,1784885698641932609,208.662833487,208.308483876,0.20021589892813504,0.19942453173869576
1784885698688244276,1784885698694790259,208.914406371,208.556988798,0.20021589892813504,0.2010072661175743
1784885698738283827,1784885698741247759,209.290231716,208.932814143,0.1986331645492565,0.2010072661175743
1784885698788331729,1784885698798818771,209.543338581,209.187454989,0.19705043017037796,0.1986331645492565
1784885698838303938,1784885698840528173,209.916095964,209.561746353,0.19784179735981722,0.19784179735981722
1784885698888197157,1784885698891729345,210.166134867,209.808717294,0.1986331645492565,0.2010072661175743
1784885698938231561,1784885698944858181,210.422309694,210.055688235,0.1986331645492565,0.20021589892813504
1784885698988252152,1784885698991929024,210.802736982,210.426911637,0.19784179735981722,0.19784179735981722
1784885699038261691,1784885699047092181,211.051241904,210.675416559,0.1986331645492565,0.19705043017037796
1784885699088170765,1784885699090815092,211.430135211,211.046639961,0.2010072661175743,0.1986331645492565
1784885699138326195,1784885699151142440,211.683242076,211.295144883,0.2017986333070136,0.19942453173869576
1784885699188164222,1784885699192678444,212.055999459,211.669436247,0.20021589892813504,0.19784179735981722
1784885699238250865,1784885699242382120,212.307572343,211.916407188,0.19942453173869576,0.1986331645492565
1784885699288460417,1784885699295982657,212.553009303,212.167980072,0.1986331645492565,0.19942453173869576
1784885699338237138,1784885699342089172,212.922698724,212.546873379,0.19942453173869576,0.19942453173869576
1784885699388287859,1784885699398870019,213.171203646,212.796912282,0.19942453173869576,0.19942453173869576
1784885699438215745,1784885699441364430,213.543961029,213.174271608,0.1962590629809387,0.1986331645492565
1784885699488108414,1784885699492417330,213.789397989,213.42277653,0.19942453173869576,0.19942453173869576
1784885699538120955,1784885699545291873,214.04250485400001,213.674349414,0.2010072661175743,0.20021589892813504
1784885699588128960,1784885699593237583,214.418330199,214.054776702,0.19942453173869576,0.1986331645492565
1784885699638161869,1784885699646868746,214.668369102,214.30481560500002,0.1986331645492565,0.1986331645492565
1784885699688286543,1784885699690795944,215.044194447,214.686776874,0.1986331645492565,0.1986331645492565
1784885699738149901,1784885699750931429,215.291165388,214.93067985300002,0.19784179735981722,0.20021589892813504
1784885699788070381,1784885699791892548,215.665456752,215.312641122,0.19942453173869576,0.20021589892813504
1784885699838104105,1784885699840020919,215.918563617,215.559612063,0.19705043017037796,0.1986331645492565
1784885699888072393,1784885699896299353,216.167068539,215.81118494700002,0.19705043017037796,0.1986331645492565
1784885699938107709,1784885699941813966,216.544427865,216.180874368,0.19784179735981722,0.19942453173869576
1784885699988088125,1784885699999977052,216.796000749,216.427845309,0.19942453173869576,0.19942453173869576
1784885700038147570,1784885700040420670,217.176428037,216.800602692,0.19942453173869576,0.19942453173869576
1784885700088043540,1784885700091070278,217.431068883,217.049107614,0.19942453173869576,0.19705043017037796
1784885700138081471,1784885700145003757,217.681107786,217.297612536,0.19942453173869576,0.19705043017037796
1784885700188082352,1784885700192219774,218.058467112,217.668835938,0.2017986333070136,0.1986331645492565
1784885700238119210,1784885700246930925,218.310039996,217.91734086,0.2017986333070136,0.20021589892813504
1784885700287991497,1784885700290827613,218.682797379,218.291632224,0.19942453173869576,0.1986331645492565
1784885700338062128,1784885700351813804,218.928234339,218.54627307,0.19784179735981722,0.19784179735981722
1784885700388074934,1784885700391975517,219.29792376,218.92363239600002,0.1986331645492565,0.19942453173869576
1784885700438058298,1784885700441045635,219.544894701,219.172137318,0.1986331645492565,0.1986331645492565
1784885700488232860,1784885700495928170,219.794933604,219.422176221,0.1986331645492565,0.19942453173869576
1784885700538042433,1784885700542085775,220.169224968,219.801069528,0.19705043017037796,0.1986331645492565
1784885700588027724,1784885700599016774,220.41466192800002,220.04957445,0.1986331645492565,0.1986331645492565
1784885700637986610,1784885700641012997,220.790487273,220.425399795,0.20021589892813504,0.20021589892813504
1784885700688313558,1784885700691102940,221.04052617600001,220.680040641,0.1986331645492565,0.1986331645492565
1784885700738066806,1784885700744432630,221.29209906,220.930079544,0.19942453173869576,0.1986331645492565
1784885700787956962,1784885700789730518,221.666390424,221.30743887,0.1986331645492565,0.20021589892813504
1784885700837990431,1784885700848114968,221.916429327,221.559011754,0.1986331645492565,0.1986331645492565
1784885700887941411,1784885700891433550,222.290720691,221.933303118,0.1986331645492565,0.20021589892813504
1784885700938021245,1784885700951351644,222.543827556,222.18180804,0.1986331645492565,0.20021589892813504
1784885700987920102,1784885700991846664,222.919652901,222.556099404,0.19705043017037796,0.19784179735981722
1784885701037913321,1784885701039922790,223.172759766,222.800002383,0.19942453173869576,0.19942453173869576
1784885701087967736,1784885701096922562,223.427400612,223.050041286,0.2010072661175743,0.19942453173869576
1784885701138000414,1784885701142020630,223.809361881,223.42433265,0.19942453173869576,0.19705043017037796
1784885701187888722,1784885701199004312,224.060934765,223.66976961,0.20021589892813504,0.19784179735981722
1784885701237993390,1784885701242279903,224.433692148,224.045594955,0.20021589892813504,0.19784179735981722
1784885701287973760,1784885701291022681,224.685265032,224.291031915,0.2010072661175743,0.1986331645492565
1784885701337937133,1784885701344150403,224.935303935,224.542604799,0.20021589892813504,0.20021589892813504
1784885701387866232,1784885701389848593,225.304993356,224.923032087,0.1986331645492565,0.19784179735981722
1784885701437977028,1784885701448848891,225.548896335,225.170003028,0.19705043017037796,0.19942453173869576
1784885701487850357,1784885701492386799,225.92165371800002,225.551964297,0.1986331645492565,0.20021589892813504
1784885701537927659,1784885701540724762,226.168624659,225.800469219,0.19784179735981722,0.1986331645492565
1784885701587818244,1784885701592780944,226.420197543,226.052042103,0.19705043017037796,0.1986331645492565
1784885701637864976,1784885701643374194,226.792954926,226.429401429,0.1986331645492565,0.1986331645492565
1784885701687792927,1784885701696525579,227.04452781,226.677906351,0.1986331645492565,0.1986331645492565
1784885701737910223,1784885701740641168,227.418819174,227.058333639,0.2010072661175743,0.19942453173869576
1784885701787844784,1784885701799933038,227.670392058,227.309906523,0.20021589892813504,0.20021589892813504
1784885701837904217,1784885701841829983,228.044683422,227.69033381100002,0.19784179735981722,0.19942453173869576
1784885701887791137,1784885701891844829,228.291654363,227.937304752,0.20021589892813504,0.20021589892813504
1784885701937873289,1784885701944503615,228.544761228,228.187343655,0.1986331645492565,0.20021589892813504
1784885701987798037,1784885701990982755,228.919052592,228.561635019,0.19705043017037796,0.19942453173869576
1784885702037851641,1784885702048105663,229.170625476,228.811673922,0.19705043017037796,0.19784179735981722
1784885702087861604,1784885702091808608,229.549518783,229.179829362,0.1986331645492565,0.19784179735981722
1784885702137773025,1784885702140415038,229.804159629,229.42833428400002,0.2010072661175743,0.19942453173869576
1784885702187765361,1784885702193995056,230.060334456,229.67530522500002,0.2010072661175743,0.1986331645492565
1784885702237743550,1784885702241715032,230.436159801,230.048062608,0.19942453173869576,0.19705043017037796
1784885702287724832,1784885702295867620,230.686198704,230.29656753,0.19942453173869576,0.19784179735981722
1784885702337805545,1784885702340700376,231.058956087,230.670858894,0.2010072661175743,0.1986331645492565
1784885702387734963,1784885702399950257,231.30899499,230.920897797,0.2010072661175743,0.20021589892813504
1784885702437882019,1784885702441968615,231.67715043,231.298257123,0.1986331645492565,0.1986331645492565
1784885702487729319,1784885702489805390,231.925655352,231.549830007,0.19784179735981722,0.19942453173869576
1784885702537781220,1784885702545339958,232.171092312,231.79986891000001,0.19705043017037796,0.19942453173869576
1784885702587696067,1784885702591587004,232.543849695,232.177228236,0.1986331645492565,0.19942453173869576
1784885702637752098,1784885702649054552,232.795422579,232.42880112,0.20021589892813504,0.19942453173869576
1784885702687757691,1784885702691345354,233.171247924,232.804626465,0.1986331645492565,0.19784179735981722
1784885702737665760,1784885702741480893,233.419752846,233.05773333,0.19942453173869576,0.1986331645492565
1784885702787670391,1784885702793338088,233.67132573,233.306238252,0.20021589892813504,0.19942453173869576
1784885702837745697,1784885702841584567,234.044083113,233.685131559,0.20021589892813504,0.19942453173869576
1784885702887677282,1784885702896891333,234.298723959,233.936704443,0.19942453173869576,0.2010072661175743
1784885702937755680,1784885702940998167,234.674549304,234.314063769,0.19784179735981722,0.19784179735981722
1784885702987659028,1784885703001107747,234.923054226,234.559500729,0.19705043017037796,0.1986331645492565
1784885703037784404,1784885703042649932,235.29887957100001,234.933792093,0.1986331645492565,0.20021589892813504
1784885703087674239,1784885703089811543,235.548918474,235.182297015,0.19784179735981722,0.1986331645492565
1784885703137731793,1784885703145437734,235.80355932,235.430801937,0.1986331645492565,0.19705043017037796
1784885703187993838,1784885703190925127,236.183986608,235.798957377,0.20021589892813504,0.1986331645492565
1784885703237724843,1784885703249999796,236.435559492,236.045928318,0.20021589892813504,0.20021589892813504
1784885703287581405,1784885703290709982,236.812918818,236.421753663,0.2010072661175743,0.19784179735981722
1784885703337598631,1784885703340851839,237.064491702,236.67332654700002,0.19942453173869576,0.19784179735981722
1784885703388121899,1784885703392902864,237.312996624,236.917229526,0.19942453173869576,0.1986331645492565
1784885703437679427,1784885703442432804,237.682686045,237.294588852,0.2010072661175743,0.19942453173869576
1784885703487566374,1784885703497188797,237.931190967,237.54616173600002,0.1986331645492565,0.19942453173869576
1784885703537637241,1784885703540719103,238.299346407,237.926589024,0.19705043017037796,0.1986331645492565
1784885703587577977,1784885703600600829,238.54938531,238.175093946,0.19705043017037796,0.1986331645492565
1784885703637654602,1784885703641494232,238.920608712,238.54938531,0.1986331645492565,0.19942453173869576
1784885703687550363,1784885703690291400,239.167579653,238.800958194,0.20021589892813504,0.19942453173869576
1784885703737603861,1784885703745369275,239.422220499,239.05559904,0.20021589892813504,0.19942453173869576
1784885703787600331,1784885703791729643,239.794977882,239.431424385,0.19705043017037796,0.1986331645492565
1784885703837659273,1784885703848517214,240.041948823,239.681463288,0.19784179735981722,0.1986331645492565
1784885703887535518,1784885703891436880,240.416240187,240.058822614,0.20021589892813504,0.2010072661175743
1784885703937623308,1784885703940419615,240.669347052,240.308861517,0.1986331645492565,0.19942453173869576
1784885703987504626,1784885703993186284,240.920919936,240.563502363,0.19784179735981722,0.19784179735981722
1784885704037665224,1784885704041685978,241.290609357,240.934725765,0.19784179735981722,0.19942453173869576
1784885704087505089,1784885704096496468,241.542182241,241.183230687,0.19784179735981722,0.20021589892813504
1784885704137598698,1784885704140361695,241.921075548,241.55598807,0.19784179735981722,0.19942453173869576
1784885704187573007,1784885704200717233,242.175716394,241.80142503,0.20021589892813504,0.1986331645492565
1784885704237567203,1784885704241795318,242.557677663,242.175716394,0.19942453173869576,0.19705043017037796
1784885704287481688,1784885704290657481,242.809250547,242.419619373,0.2010072661175743,0.19942453173869576
1784885704337449499,1784885704346745336,243.060823431,242.674260219,0.2017986333070136,0.1986331645492565
1784885704387485985,1784885704392110565,243.436648776,243.04548362100002,0.20021589892813504,0.19705043017037796
1784885704437458295,1784885704447940232,243.683619717,243.290920581,0.19942453173869576,0.1986331645492565
1784885704487514594,1784885704489940415,244.05791108100001,243.67134786900002,0.1986331645492565,0.19942453173869576
1784885704537502309,1784885704541098213,244.30181406,243.91831881000002,0.18992812546542454,0.18992812546542454
1784885704587559052,1784885704593095731,244.52117334300002,244.145347998,0.03402878914588856,0.03719425790364564
1784885704637479721,1784885704639541147,244.580998602,244.2097752,0.011079140652149764,0.012661875031028303
1784885704687554369,1784885704696975727,244.59327045,244.223581029,0.0007913671894392689,0.002374101568317807
1784885704737527939,1784885704741243307,244.596338412,244.229716953,0.0,0.0007913671894392689
1784885704787420574,1784885704800297262,244.596338412,244.229716953,0.0,0.0
1784885704837536550,1784885704842064143,244.596338412,244.229716953,0.0007913671894392689,0.0
1784885704887519525,1784885704890326757,244.600940355,244.229716953,0.008705039083831958,-0.002374101568317807
1784885704937444323,1784885704944649091,244.613212203,244.223581029,0.02136691411486026,-0.02136691411486026
1784885704987386212,1784885704991191383,244.653095709,244.182163542,0.026115117251495873,-0.026115117251495873
1784885705037440717,1784885705047637878,244.686843291,244.14841596,0.028489218819813682,-0.028489218819813682
1784885705087449211,1784885705090910133,244.742066607,244.093192644,0.02769785163037441,-0.028489218819813682
1784885705137411342,1784885705149967555,244.77734817,244.05791108100001,0.026906484440935144,-0.028489218819813682
1784885705187362159,1784885705191856553,244.827969543,244.002687765,0.02769785163037441,-0.02769785163037441
1784885705237444847,1784885705239419303,244.861717125,243.968940183,0.028489218819813682,-0.026906484440935144
1784885705287455267,1784885705294793185,244.896998688,243.93365862,0.028489218819813682,-0.02769785163037441
1784885705337378032,1784885705341104770,244.952222004,243.881503266,0.028489218819813682,-0.028489218819813682
1784885705387496827,1784885705397904571,244.987503567,243.846221703,0.028489218819813682,-0.028489218819813682
1784885705437433498,1784885705443399989,245.042726883,243.790998387,0.028489218819813682,-0.028489218819813682
1784885705487287550,1784885705488875873,245.078008446,243.755716824,0.028489218819813682,-0.028489218819813682
1784885705537353481,1784885705542873662,245.113290009,243.71890128,0.02769785163037441,-0.02928058600925295
1784885705587276413,1784885705590074110,245.166979344,243.665211945,0.026115117251495873,-0.028489218819813682
1784885705637333197,1784885705644988072,245.20072692600002,243.628396401,0.026906484440935144,-0.02769785163037441
1784885705687267961,1784885705690837794,245.25288228,243.577775028,0.028489218819813682,-0.026906484440935144
1784885705737286584,1784885705747910817,245.288163843,243.542493465,0.028489218819813682,-0.02769785163037441
1784885705787346590,1784885705789862991,245.341853178,243.48880413,0.028489218819813682,-0.02769785163037441
1784885705837351788,1784885705840985631,245.37866872200001,243.451988586,0.028489218819813682,-0.028489218819813682
1784885705887280090,1784885705892864596,245.413950285,243.41670702300001,0.028489218819813682,-0.028489218819813682
1784885705937281400,1784885705941216943,245.470707582,243.361483707,0.028489218819813682,-0.028489218819813682
1784885705987429468,1784885705996865103,245.505989145,243.326202144,0.028489218819813682,-0.028489218819813682
1784885706037323666,1784885706039503002,245.55967848,243.270978828,0.026906484440935144,-0.028489218819813682
1784885706087259211,1784885706099519003,245.593426062,243.234163284,0.02769785163037441,-0.02769785163037441
1784885706137281264,1784885706140257288,245.645581416,243.18200793,0.02769785163037441,-0.026115117251495873
1784885706187195904,1784885706189965864,245.68239696,243.149794329,0.028489218819813682,-0.02769785163037441
1784885706237256711,1784885706243173783,245.717678523,243.114512766,0.028489218819813682,-0.02769785163037441
1784885706287189441,1784885706288862179,245.771367858,243.060823431,0.028489218819813682,-0.028489218819813682
1784885706337263524,1784885706346032508,245.808183402,243.024007887,0.028489218819813682,-0.02928058600925295
1784885706387176109,1784885706390508012,245.861872737,242.96878457100001,0.028489218819813682,-0.028489218819813682
1784885706437356510,1784885706449579955,245.8971543,242.933503008,0.028489218819813682,-0.02928058600925295
1784885706487173442,1784885706492054543,245.952377616,242.876745711,0.035611523524767104,-0.03719425790364564
1784885706537263392,1784885706542680125,245.999931027,242.827658319,0.040359726661402716,-0.040359726661402716
1784885706587441720,1784885706593938085,246.052086381,242.773968984,0.06251800796570224,-0.060935273586823706
1784885706637228359,1784885706640665785,246.171736899,242.66045439,0.06805757829177712,-0.0688489454812164
1784885706687143944,1784885706696921885,246.25917381600001,242.573017473,0.07043167986009494,-0.07122304704953421
1784885706737270316,1784885706740967817,246.391096182,242.438027145,0.06964031267065567,-0.07043167986009494
1784885706787153201,1784885706800409118,246.48006708,242.35059022800002,0.07122304704953421,-0.07043167986009494
1784885706837126427,1784885706841065692,246.611989446,242.217133881,0.07122304704953421,-0.07201441423897346
1784885706887499621,1784885706891199154,246.702494325,242.128162983,0.07122304704953421,-0.07122304704953421
1784885706937139403,1784885706944451963,246.791465223,242.039192085,0.06964031267065567,-0.0688489454812164
1784885706987163982,1784885706990031922,246.92338758900001,241.9088037,0.07122304704953421,-0.07122304704953421
1784885707037209081,1784885707048603522,247.013892468,241.818298821,0.07201441423897346,-0.07201441423897346
1784885707087468901,1784885707091210284,247.14734881500002,241.683308493,0.07043167986009494,-0.07122304704953421
1784885707137599449,1784885707141125690,247.237853694,241.594337595,0.06964031267065567,-0.06964031267065567
1784885707187678754,1784885707192650580,247.325290611,241.50996864,0.07122304704953421,-0.07201441423897346
1784885707237958796,1784885707241709602,247.460280939,241.374978312,0.07122304704953421,-0.07201441423897346
1784885707288078081,1784885707295956856,247.549251837,241.286007414,0.06964031267065567,-0.07043167986009494
1784885707338324555,1784885707343621667,247.681174203,241.155619029,0.07043167986009494,-0.06964031267065567
1784885707388397466,1784885707399657041,247.771679082,241.06818211200002,0.07122304704953421,-0.07122304704953421
1784885707438754401,1784885707442195199,247.908203391,240.934725765,0.07043167986009494,-0.07201441423897346
1784885707488749229,1784885707490886259,247.99717428900001,240.845754867,0.06964031267065567,-0.07043167986009494
1784885707539048657,1784885707544840678,248.084611206,240.75831795,0.07122304704953421,-0.07043167986009494
1784885707589175506,1784885707593206768,248.224203477,240.62792956500002,0.07122304704953421,-0.07122304704953421
1784885707639461068,1784885707647704720,248.313174375,240.535890705,0.06964031267065567,-0.07122304704953421
1784885707689527604,1784885707692233240,248.448164703,240.402434358,0.07043167986009494,-0.06964031267065567
1784885707739770472,1784885707751216955,248.538669582,240.314997441,0.07201441423897346,-0.07122304704953421
1784885707790330505,1784885707792856333,248.67672787200001,240.18000711300002,0.07122304704953421,-0.07201441423897346
1784885707840161175,1784885707843915921,248.76569877,240.089502234,0.07043167986009494,-0.07122304704953421
1784885707890326350,1784885707896360260,248.853135687,240.000531336,0.07122304704953421,-0.06964031267065567
1784885707940539777,1784885707945433669,248.989659996,239.871676932,0.07122304704953421,-0.07122304704953421
1784885707990586778,1784885707999850489,249.080164875,239.779638072,0.07043167986009494,-0.07122304704953421
1784885708040910881,1784885708043391763,249.21055326,239.646181725,0.07122304704953421,-0.0688489454812164
1784885708090962826,1784885708103269710,249.30259212,239.558744808,0.07122304704953421,-0.07043167986009494
1784885708141220798,1784885708145341706,249.436048467,239.422220499,0.07122304704953421,-0.07201441423897346
1784885708191363110,1784885708194388134,249.525019365,239.333249601,0.06964031267065567,-0.07122304704953421
1784885708241504382,1784885708247884386,249.61092230100002,239.242744722,0.07201441423897346,-0.06964031267065567
1784885708291785880,1784885708294182265,249.745912629,239.110822356,0.07122304704953421,-0.07122304704953421
1784885708341904258,1784885708351918244,249.83488352700002,239.02185145800001,0.07043167986009494,-0.07201441423897346
1784885708392480331,1784885708395504574,249.963737931,238.883793168,0.07043167986009494,-0.06964031267065567
1784885708442289379,1784885708454434685,250.052708829,238.796356251,0.07122304704953421,-0.07043167986009494
1784885708492404913,1784885708496496498,250.184631195,238.664433885,0.07201441423897346,-0.07201441423897346
1784885708542612749,1784885708546838948,250.273602093,238.572395025,0.07043167986009494,-0.07122304704953421
1784885708592737055,1784885708599998590,250.359505029,238.480356165,0.07122304704953421,-0.06964031267065567
1784885708643029312,1784885708646616559,250.489893414,238.351501761,0.07122304704953421,-0.07122304704953421
1784885708693159230,1784885708704424230,250.578864312,238.260996882,0.07043167986009494,-0.07201441423897346
1784885708743322188,1784885708746810463,250.710786678,238.126006554,0.06964031267065567,-0.07043167986009494
1784885708793388069,1784885708808298109,250.796689614,238.040103618,0.07122304704953421,-0.07043167986009494
1784885708843679286,1784885708849169581,250.930145961,237.90511329,0.07122304704953421,-0.07122304704953421
1784885708893790807,1784885708896050162,251.019116859,237.816142392,0.07043167986009494,-0.07201441423897346
1784885708944015887,1784885708951597419,251.108087757,237.72410353200002,0.047482031366356134,-0.04669066417691686
1784885708994157196,1784885708997322631,251.198592636,237.635132634,0.015035976599346109,-0.014244609409906841
1784885709044300939,1784885709054658309,251.209330503,237.624394767,0.002374101568317807,-0.002374101568317807
1784885709094545090,1784885709097476841,251.213932446,237.618258843,0.0,-0.0007913671894392689
1784885709144718919,1784885709148453586,251.213932446,237.618258843,0.0,0.0
1784885709194804571,1784885709200058994,251.213932446,237.618258843,0.0,0.0
1784885709244993691,1784885709249909806,251.213932446,237.618258843,0.0,0.0
1784885709295177404,1784885709303551190,251.213932446,237.618258843,0.0,0.0
1784885709345313145,1784885709347417661,251.215466427,237.618258843,0.0,0.0
1784885709395452176,1784885709406873220,251.215466427,237.618258843,0.0,0.0
1784885709445671208,1784885709448294118,251.213932446,237.618258843,0.0,0.0
1784885709496014497,1784885709499066363,251.213932446,237.618258843,0.0,0.0
1784885709545986222,1784885709552606249,251.213932446,237.618258843,0.12028781279476887,0.11474824246869399
1784885709596218092,1784885709598514326,251.43482571,237.82841424,0.1733094144871999,0.1733094144871999
1784885709646313016,1784885709656259675,251.663388879,238.060045371,0.19784179735981722,0.19784179735981722
1784885709696427893,1784885709701855084,252.037680243,238.43433673500002,0.19942453173869576,0.1986331645492565
1784885709746652629,1784885709760045701,252.287719146,238.6874436,0.1986331645492565,0.1986331645492565
1784885709796751064,1784885709802096432,252.663544491,239.061734964,0.19942453173869576,0.1986331645492565
1784885709847010152,1784885709850571793,252.913583394,239.310239886,0.19942453173869576,0.19942453173869576
1784885709897098499,1784885709905676061,253.165156278,239.56181277,0.1986331645492565,0.19942453173869576
1784885709947385400,1784885709953248662,253.540981623,239.942240058,0.19784179735981722,0.19942453173869576
1784885709997433913,1784885710008831654,253.78948654500002,240.192278961,0.19784179735981722,0.20021589892813504
1784885710047731789,1784885710050613083,254.16531189,240.569638287,0.19705043017037796,0.1986331645492565
1784885710097733537,1784885710101672289,254.41535079300002,240.818143209,0.19705043017037796,0.19942453173869576
1784885710147940565,1784885710154512961,254.668457658,241.06818211200002,0.1986331645492565,0.19942453173869576
1784885710198011508,1784885710201691315,255.04888494600002,241.440939495,0.2010072661175743,0.1986331645492565
1784885710248272425,1784885710258346672,255.301991811,241.683308493,0.20021589892813504,0.1986331645492565
1784885710298507781,1784885710302141632,255.680885118,242.056065876,0.20021589892813504,0.1986331645492565
1784885710348565200,1784885710364355485,255.92939004000002,242.309172741,0.20021589892813504,0.1986331645492565
1784885710398769702,1784885710403089238,256.302147423,242.680396143,0.19942453173869576,0.19705043017037796
1784885710448839289,1784885710451463180,256.547584383,242.925833103,0.20021589892813504,0.1986331645492565
1784885710499006380,1784885710508169917,256.796089305,243.175872006,0.1986331645492565,0.19942453173869576
1784885710549151049,1784885710551445184,257.167312707,243.556299294,0.19705043017037796,0.19942453173869576
1784885710599253274,1784885710610959247,257.414283648,243.803270235,0.19784179735981722,0.1986331645492565
1784885710649526933,1784885710653380962,257.787041031,244.17909558,0.19784179735981722,0.20021589892813504
1784885710699538341,1784885710703782255,258.037079934,244.432202445,0.19942453173869576,0.19942453173869576
1784885710749773177,1784885710758845043,258.290186799,244.683775329,0.1986331645492565,0.19942453173869576
1784885710799908243,1784885710802408419,258.662944182,245.058066693,0.1986331645492565,0.19942453173869576
1784885710850117723,1784885710860398216,258.908381142,245.311173558,0.19942453173869576,0.1986331645492565
1784885710900267260,1784885710904784496,259.284206487,245.686998903,0.20021589892813504,0.1986331645492565
1784885710950401601,1784885710952960124,259.535779371,245.940105768,0.19784179735981722,0.19942453173869576
1784885711000686034,1784885711005978249,259.785818274,246.18861069,0.19705043017037796,0.20021589892813504
1784885711050682512,1784885711053511821,260.160109638,246.567503997,0.1986331645492565,0.2010072661175743
1784885711100853531,1784885711109302085,260.413216503,246.819076881,0.1986331645492565,0.1986331645492565
1784885711150994722,1784885711153558427,260.79210981,247.194902226,0.1986331645492565,0.1986331645492565
1784885711201041955,1784885711213557599,261.048284637,247.440339186,0.19942453173869576,0.20021589892813504
1784885711251290607,1784885711255551072,261.427177944,247.813096569,0.1986331645492565,0.1986331645492565
1784885711301739729,1784885711304999975,261.675682866,248.06006751,0.20021589892813504,0.1986331645492565
1784885711351615873,1784885711358193401,261.928789731,248.310106413,0.2017986333070136,0.1986331645492565
1784885711401731917,1784885711405156492,262.303081095,248.679795834,0.20021589892813504,0.19705043017037796
1784885711451903567,1784885711461789499,262.550052036,248.928300756,0.19942453173869576,0.19784179735981722
1784885711501949092,1784885711505506423,262.919741457,249.301058139,0.19942453173869576,0.19784179735981722
1784885711552121187,1784885711554734740,263.168246379,249.551097042,0.1986331645492565,0.19942453173869576
1784885711602270718,1784885711606793259,263.41521732,249.799601964,0.19784179735981722,0.19942453173869576
1784885711652434753,1784885711655298607,263.786440722,250.178495271,0.19705043017037796,0.19784179735981722
1784885711702507746,1784885711711996061,264.034945644,250.427000193,0.19784179735981722,0.19942453173869576
1784885711752881130,1784885711755200811,264.409237008,250.8058935,0.19942453173869576,0.20021589892813504
1784885711802810633,1784885711814758108,264.660809892,251.054398422,0.19942453173869576,0.19942453173869576
1784885711853086530,1784885711857719466,265.036635237,251.431757748,0.1986331645492565,0.1986331645492565
1784885711903142399,1784885711906719157,265.28667414,251.684864613,0.19942453173869576,0.1986331645492565
1784885711953316427,1784885711960842004,265.536713043,251.93643749700001,0.19942453173869576,0.1986331645492565
1784885712003431465,1784885712006033784,265.91253838800003,252.312262842,0.1986331645492565,0.19942453173869576
1784885712053759037,1784885712063853264,266.162577291,252.563835726,0.19784179735981722,0.20021589892813504
1784885712103682669,1784885712107541915,266.536868655,252.939661071,0.19784179735981722,0.20021589892813504
1784885712153944134,1784885712156229287,266.786907558,253.194301917,0.19784179735981722,0.19942453173869576
1784885712203963324,1784885712208665770,267.040014423,253.439738877,0.1986331645492565,0.1986331645492565
1784885712254156751,1784885712256969479,267.41890773,253.814030241,0.20021589892813504,0.19942453173869576
