t_ns,t_bag_ns,mx,my,mz
1784885697088489638,1784885697090544211,0.0,0.0,0.0
1784885697138550163,1784885697143510749,0.0,0.0,0.0
1784885697188574396,1784885697191652719,0.0,0.0,0.0
1784885697238492644,1784885697246956866,0.0,0.0,0.0
1784885697288420575,1784885697291726312,0.0,0.0,0.0
1784885697338445290,1784885697349805434,0.0,0.0,0.0
1784885697388766427,1784885697392443318,0.0,0.0,0.0
1784885697438423081,1784885697441922829,0.0,0.0,0.0
1784885697488472904,1784885697494682450,0.0,0.0,0.0
1784885697538440367,1784885697540895941,0.0,0.0,0.0
1784885697588372168,1784885697598739577,0.0,0.0,0.0
1784885697638519070,1784885697642250860,0.0,0.0,0.0
1784885697688519307,1784885697691283321,0.0,0.0,0.0
1784885697738420168,1784885697743488832,0.0,0.0,0.0
1784885697788338434,1784885697791696756,0.0,0.0,0.0
1784885697838365834,1784885697848290654,0.0,0.0,0.0
1784885697888331964,1784885697890714419,0.0,0.0,0.0
1784885697938408486,1784885697949895280,0.0,0.0,0.0
1784885697988295905,1784885697992159548,0.0,0.0,0.0
1784885698038352045,1784885698041835443,0.0,0.0,0.0
1784885698088322124,1784885698094721627,0.0,0.0,0.0
1784885698138382339,1784885698141090972,0.0,0.0,0.0
1784885698188352862,1784885698197647177,0.0,0.0,0.0
1784885698238362881,1784885698241922287,0.0,0.0,0.0
1784885698288668377,1784885698301847739,0.0,0.0,0.0
1784885698338331331,1784885698344042594,0.0,0.0,0.0
1784885698388300207,1784885698392743975,0.0,0.0,0.0
1784885698438349164,1784885698446920947,0.0,0.0,0.0
1784885698488674010,1784885698492687929,0.0,0.0,0.0
1784885698538292563,1784885698549798874,0.0,0.0,0.0
1784885698588256402,1784885698591926923,0.0,0.0,0.0
1784885698638239609,1784885698641759762,0.0,0.0,0.0
1784885698688244276,1784885698694688273,0.0,0.0,0.0
1784885698738283827,1784885698740975259,0.0,0.0,0.0
1784885698788331729,1784885698798694417,0.0,0.0,0.0
1784885698838303938,1784885698840055663,0.0,0.0,0.0
1784885698888197157,1784885698891622600,0.0,0.0,0.0
1784885698938231561,1784885698943901774,0.0,0.0,0.0
1784885698988252152,1784885698991827019,0.0,0.0,0.0
1784885699038261691,1784885699046732081,0.0,0.0,0.0
1784885699088170765,1784885699090709218,0.0,0.0,0.0
1784885699138326195,1784885699149950824,0.0,0.0,0.0
1784885699188164222,1784885699191818690,0.0,0.0,0.0
1784885699238250865,1784885699242039592,0.0,0.0,0.0
1784885699288460417,1784885699294718865,0.0,0.0,0.0
1784885699338237138,1784885699341831577,0.0,0.0,0.0
1784885699388287859,1784885699398774495,0.0,0.0,0.0
1784885699438215745,1784885699441401444,0.0,0.0,0.0
1784885699488108414,1784885699491176406,0.0,0.0,0.0
1784885699538120955,1784885699544461800,0.0,0.0,0.0
1784885699588128960,1784885699592559990,0.0,0.0,0.0
1784885699638161869,1784885699646746725,0.0,0.0,0.0
1784885699688286543,1784885699690683608,0.0,0.0,0.0
1784885699738149901,1784885699750814353,0.0,0.0,0.0
1784885699788070381,1784885699791787581,0.0,0.0,0.0
1784885699838104105,1784885699839885289,0.0,0.0,0.0
1784885699888072393,1784885699896316572,0.0,0.0,0.0
1784885699938107709,1784885699940889350,0.0,0.0,0.0
1784885699988088125,1784885699999764599,0.0,0.0,0.0
1784885700038147570,1784885700040175814,0.0,0.0,0.0
1784885700088043540,1784885700090954886,0.0,0.0,0.0
1784885700138081471,1784885700144811746,0.0,0.0,0.0
1784885700188082352,1784885700191921277,0.0,0.0,0.0
1784885700238119210,1784885700246816200,0.0,0.0,0.0
1784885700287991497,1784885700290726220,0.0,0.0,0.0
1784885700338062128,1784885700351699116,0.0,0.0,0.0
1784885700388074934,1784885700391878067,0.0,0.0,0.0
1784885700438058298,1784885700440100392,0.0,0.0,0.0
1784885700488232860,1784885700495842700,0.0,0.0,0.0
1784885700538042433,1784885700541980474,0.0,0.0,0.0
1784885700588027724,1784885700598746551,0.0,0.0,0.0
1784885700637986610,1784885700640402043,0.0,0.0,0.0
1784885700688313558,1784885700690961126,0.0,0.0,0.0
1784885700738066806,1784885700743933883,0.0,0.0,0.0
1784885700787956962,1784885700789632901,0.0,0.0,0.0
1784885700837990431,1784885700847032207,0.0,0.0,0.0
1784885700887941411,1784885700890868571,0.0,0.0,0.0
1784885700938021245,1784885700950734246,0.0,0.0,0.0
1784885700987920102,1784885700991753084,0.0,0.0,0.0
1784885701037913321,1784885701039811249,0.0,0.0,0.0
1784885701087967736,1784885701096760881,0.0,0.0,0.0
1784885701138000414,1784885701141697007,0.0,0.0,0.0
1784885701187888722,1784885701198810190,0.0,0.0,0.0
1784885701237993390,1784885701241103840,0.0,0.0,0.0
1784885701287973760,1784885701290742793,0.0,0.0,0.0
1784885701337937133,1784885701343870015,0.0,0.0,0.0
1784885701387866232,1784885701389711778,0.0,0.0,0.0
1784885701437977028,1784885701448206793,0.0,0.0,0.0
1784885701487850357,1784885701491900161,0.0,0.0,0.0
1784885701537927659,1784885701540103994,0.0,0.0,0.0
1784885701587818244,1784885701592672588,0.0,0.0,0.0
1784885701637864976,1784885701642750945,0.0,0.0,0.0
1784885701687792927,1784885701696367526,0.0,0.0,0.0
1784885701737910223,1784885701740125423,0.0,0.0,0.0
1784885701787844784,1784885701799786706,0.0,0.0,0.0
1784885701837904217,1784885701841243377,0.0,0.0,0.0
1784885701887791137,1784885701891748750,0.0,0.0,0.0
1784885701937873289,1784885701944190250,0.0,0.0,0.0
1784885701987798037,1784885701991057115,0.0,0.0,0.0
1784885702037851641,1784885702047881063,0.0,0.0,0.0
1784885702087861604,1784885702091706918,0.0,0.0,0.0
1784885702137773025,1784885702140247468,0.0,0.0,0.0
1784885702187765361,1784885702193889348,0.0,0.0,0.0
1784885702237743550,1784885702241573922,0.0,0.0,0.0
1784885702287724832,1784885702295760079,0.0,0.0,0.0
1784885702337805545,1784885702340560173,0.0,0.0,0.0
1784885702387734963,1784885702399831995,0.0,0.0,0.0
1784885702437882019,1784885702441998314,0.0,0.0,0.0
1784885702487729319,1784885702489719494,0.0,0.0,0.0
1784885702537781220,1784885702545061125,0.0,0.0,0.0
1784885702587696067,1784885702591189632,0.0,0.0,0.0
1784885702637752098,1784885702647880914,0.0,0.0,0.0
1784885702687757691,1784885702691112534,0.0,0.0,0.0
1784885702737665760,1784885702741060913,0.0,0.0,0.0
1784885702787670391,1784885702792873762,0.0,0.0,0.0
1784885702837745697,1784885702841625635,0.0,0.0,0.0
1784885702887677282,1784885702896801659,0.0,0.0,0.0
1784885702937755680,1784885702940850447,0.0,0.0,0.0
1784885702987659028,1784885703001148297,0.0,0.0,0.0
1784885703037784404,1784885703041515789,0.0,0.0,0.0
1784885703087674239,1784885703089702317,0.0,0.0,0.0
1784885703137731793,1784885703144758899,0.0,0.0,0.0
1784885703187993838,1784885703190836657,0.0,0.0,0.0
1784885703237724843,1784885703249494623,0.0,0.0,0.0
1784885703287581405,1784885703289674733,0.0,0.0,0.0
1784885703337598631,1784885703340001139,0.0,0.0,0.0
1784885703388121899,1784885703392813488,0.0,0.0,0.0
1784885703437679427,1784885703441868010,0.0,0.0,0.0
1784885703487566374,1784885703497233550,0.0,0.0,0.0
1784885703537637241,1784885703539988220,0.0,0.0,0.0
1784885703587577977,1784885703600460607,0.0,0.0,0.0
1784885703637654602,1784885703641305146,0.0,0.0,0.0
1784885703687550363,1784885703689756806,0.0,0.0,0.0
1784885703737603861,1784885703744970255,0.0,0.0,0.0
1784885703787600331,1784885703791633952,0.0,0.0,0.0
1784885703837659273,1784885703848157336,0.0,0.0,0.0
1784885703887535518,1784885703890265575,0.0,0.0,0.0
1784885703937623308,1784885703940105269,0.0,0.0,0.0
1784885703987504626,1784885703992752084,0.0,0.0,0.0
1784885704037665224,1784885704040900324,0.0,0.0,0.0
1784885704087505089,1784885704095822411,0.0,0.0,0.0
1784885704137598698,1784885704140199309,0.0,0.0,0.0
1784885704187573007,1784885704199942375,0.0,0.0,0.0
1784885704237567203,1784885704241587883,0.0,0.0,0.0
1784885704287481688,1784885704289730644,0.0,0.0,0.0
1784885704337449499,1784885704345876676,0.0,0.0,0.0
1784885704387485985,1784885704392133284,0.0,0.0,0.0
1784885704437458295,1784885704447818082,0.0,0.0,0.0
1784885704487514594,1784885704489827800,0.0,0.0,0.0
1784885704537502309,1784885704540157210,0.0,0.0,0.0
1784885704587559052,1784885704592792290,0.0,0.0,0.0
1784885704637479721,1784885704639186028,0.0,0.0,0.0
1784885704687554369,1784885704696872019,0.0,0.0,0.0
1784885704737527939,1784885704740219075,0.0,0.0,0.0
1784885704787420574,1784885704800014782,0.0,0.0,0.0
1784885704837536550,1784885704840782186,0.0,0.0,0.0
1784885704887519525,1784885704890206903,0.0,0.0,0.0
1784885704937444323,1784885704944529089,0.0,0.0,0.0
1784885704987386212,1784885704991011185,0.0,0.0,0.0
1784885705037440717,1784885705046820007,0.0,0.0,0.0
1784885705087449211,1784885705090814257,0.0,0.0,0.0
1784885705137411342,1784885705149858940,0.0,0.0,0.0
1784885705187362159,1784885705191758584,0.0,0.0,0.0
1784885705237444847,1784885705239166078,0.0,0.0,0.0
1784885705287455267,1784885705294697253,0.0,0.0,0.0
1784885705337378032,1784885705340971048,0.0,0.0,0.0
1784885705387496827,1784885705397804399,0.0,0.0,0.0
1784885705437433498,1784885705442599338,0.0,0.0,0.0
1784885705487287550,1784885705488754630,0.0,0.0,0.0
1784885705537353481,1784885705541974802,0.0,0.0,0.0
1784885705587276413,1784885705589866008,0.0,0.0,0.0
1784885705637333197,1784885705644870329,0.0,0.0,0.0
1784885705687267961,1784885705690731457,0.0,0.0,0.0
1784885705737286584,1784885705747812053,0.0,0.0,0.0
1784885705787346590,1784885705789777503,0.0,0.0,0.0
1784885705837351788,1784885705841021127,0.0,0.0,0.0
1784885705887280090,1784885705892752778,0.0,0.0,0.0
1784885705937281400,1784885705940982364,0.0,0.0,0.0
1784885705987429468,1784885705996766172,0.0,0.0,0.0
1784885706037323666,1784885706039037305,0.0,0.0,0.0
1784885706087259211,1784885706098916918,0.0,0.0,0.0
1784885706137281264,1784885706139933776,0.0,0.0,0.0
1784885706187195904,1784885706189795091,0.0,0.0,0.0
1784885706237256711,1784885706243023877,0.0,0.0,0.0
1784885706287189441,1784885706288761137,0.0,0.0,0.0
1784885706337263524,1784885706345901026,0.0,0.0,0.0
1784885706387176109,1784885706390145968,0.0,0.0,0.0
1784885706437356510,1784885706449297752,0.0,0.0,0.0
1784885706487173442,1784885706491479084,0.0,0.0,0.0
1784885706537263392,1784885706542120960,0.0,0.0,0.0
1784885706587441720,1784885706593799381,0.0,0.0,0.0
1784885706637228359,1784885706640153483,0.0,0.0,0.0
1784885706687143944,1784885706696814825,0.0,0.0,0.0
1784885706737270316,1784885706740024648,0.0,0.0,0.0
1784885706787153201,1784885706799967085,0.0,0.0,0.0
1784885706837126427,1784885706840773417,0.0,0.0,0.0
1784885706887499621,1784885706890648180,0.0,0.0,0.0
1784885706937139403,1784885706944020375,0.0,0.0,0.0
1784885706987163982,1784885706989852482,0.0,0.0,0.0
1784885707037209081,1784885707047971907,0.0,0.0,0.0
1784885707087468901,1784885707091115733,0.0,0.0,0.0
1784885707137599449,1784885707139791961,0.0,0.0,0.0
1784885707187678754,1784885707192560954,0.0,0.0,0.0
1784885707237958796,1784885707241168449,0.0,0.0,0.0
1784885707288078081,1784885707295859071,0.0,0.0,0.0
1784885707338324555,1784885707342551609,0.0,0.0,0.0
1784885707388397466,1784885707399480002,0.0,0.0,0.0
1784885707438754401,1784885707440962916,0.0,0.0,0.0
1784885707488749229,1784885707490667883,0.0,0.0,0.0
1784885707539048657,1784885707544080610,0.0,0.0,0.0
1784885707589175506,1784885707592914547,0.0,0.0,0.0
1784885707639461068,1784885707647577289,0.0,0.0,0.0
1784885707689527604,1784885707691532687,0.0,0.0,0.0
1784885707739770472,1784885707750923731,0.0,0.0,0.0
1784885707790330505,1784885707792743232,0.0,0.0,0.0
1784885707840161175,1784885707843741503,0.0,0.0,0.0
1784885707890326350,1784885707896246137,0.0,0.0,0.0
1784885707940539777,1784885707944883594,0.0,0.0,0.0
1784885707990586778,1784885707999722259,0.0,0.0,0.0
1784885708040910881,1784885708043005723,0.0,0.0,0.0
1784885708090962826,1784885708103095366,0.0,0.0,0.0
1784885708141220798,1784885708145159892,0.0,0.0,0.0
1784885708191363110,1784885708194303154,0.0,0.0,0.0
1784885708241504382,1784885708247662284,0.0,0.0,0.0
1784885708291785880,1784885708293925004,0.0,0.0,0.0
1784885708341904258,1784885708351437451,0.0,0.0,0.0
1784885708392480331,1784885708395194984,0.0,0.0,0.0
1784885708442289379,1784885708454331848,0.0,0.0,0.0
1784885708492404913,1784885708496409772,0.0,0.0,0.0
1784885708542612749,1784885708546707883,0.0,0.0,0.0
1784885708592737055,1784885708599892668,0.0,0.0,0.0
1784885708643029312,1784885708646432199,0.0,0.0,0.0
1784885708693159230,1784885708704308367,0.0,0.0,0.0
1784885708743322188,1784885708746467907,0.0,0.0,0.0
1784885708793388069,1784885708806900124,0.0,0.0,0.0
1784885708843679286,1784885708847923157,0.0,0.0,0.0
1784885708893790807,1784885708895945299,0.0,0.0,0.0
1784885708944015887,1784885708951268968,0.0,0.0,0.0
1784885708994157196,1784885708997228639,0.0,0.0,0.0
1784885709044300939,1784885709054548097,0.0,0.0,0.0
1784885709094545090,1784885709096616534,0.0,0.0,0.0
1784885709144718919,1784885709147952080,0.0,0.0,0.0
1784885709194804571,1784885709199978844,0.0,0.0,0.0
1784885709244993691,1784885709249466768,0.0,0.0,0.0
1784885709295177404,1784885709303466934,0.0,0.0,0.0
1784885709345313145,1784885709346531714,0.0,0.0,0.0
1784885709395452176,1784885709406757900,0.0,0.0,0.0
1784885709445671208,1784885709448318215,0.0,0.0,0.0
1784885709496014497,1784885709498978613,0.0,0.0,0.0
1784885709545986222,1784885709552139114,0.0,0.0,0.0
1784885709596218092,1784885709598416860,0.0,0.0,0.0
1784885709646313016,1784885709656293861,0.0,0.0,0.0
1784885709696427893,1784885709700565338,0.0,0.0,0.0
1784885709746652629,1784885709759917078,0.0,0.0,0.0
1784885709796751064,1784885709801992927,0.0,0.0,0.0
1784885709847010152,1784885709849622677,0.0,0.0,0.0
1784885709897098499,1784885709905539821,0.0,0.0,0.0
1784885709947385400,1784885709951909050,0.0,0.0,0.0
1784885709997433913,1784885710008741116,0.0,0.0,0.0
1784885710047731789,1784885710050411982,0.0,0.0,0.0
1784885710097733537,1784885710101521845,0.0,0.0,0.0
1784885710147940565,1784885710154366919,0.0,0.0,0.0
1784885710198011508,1784885710200727293,0.0,0.0,0.0
1784885710248272425,1784885710257542307,0.0,0.0,0.0
1784885710298507781,1784885710301744409,0.0,0.0,0.0
1784885710348565200,1784885710363967030,0.0,0.0,0.0
1784885710398769702,1784885710403002081,0.0,0.0,0.0
1784885710448839289,1784885710451267689,0.0,0.0,0.0
1784885710499006380,1784885710507396797,0.0,0.0,0.0
1784885710549151049,1784885710550541013,0.0,0.0,0.0
1784885710599253274,1784885710610868653,0.0,0.0,0.0
1784885710649526933,1784885710652705122,0.0,0.0,0.0
1784885710699538341,1784885710702995481,0.0,0.0,0.0
1784885710749773177,1784885710756629427,0.0,0.0,0.0
1784885710799908243,1784885710802313108,0.0,0.0,0.0
1784885710850117723,1784885710859480763,0.0,0.0,0.0
1784885710900267260,1784885710904230959,0.0,0.0,0.0
1784885710950401601,1784885710952011111,0.0,0.0,0.0
1784885711000686034,1784885711005640729,0.0,0.0,0.0
1784885711050682512,1784885711053270844,0.0,0.0,0.0
1784885711100853531,1784885711109212789,0.0,0.0,0.0
1784885711150994722,1784885711152893997,0.0,0.0,0.0
1784885711201041955,1784885711212722748,0.0,0.0,0.0
1784885711251290607,1784885711253777904,0.0,0.0,0.0
1784885711301739729,1784885711304899962,0.0,0.0,0.0
1784885711351615873,1784885711358022163,0.0,0.0,0.0
1784885711401731917,1784885711405050555,0.0,0.0,0.0
1784885711451903567,1784885711461403898,0.0,0.0,0.0
1784885711501949092,1784885711505407951,0.0,0.0,0.0
1784885711552121187,1784885711553688313,0.0,0.0,0.0
1784885711602270718,1784885711606693989,0.0,0.0,0.0
1784885711652434753,1784885711655044034,0.0,0.0,0.0
1784885711702507746,1784885711711742733,0.0,0.0,0.0
1784885711752881130,1784885711754414175,0.0,0.0,0.0
1784885711802810633,1784885711814525190,0.0,0.0,0.0
1784885711853086530,1784885711856879062,0.0,0.0,0.0
1784885711903142399,1784885711906629991,0.0,0.0,0.0
1784885711953316427,1784885711960725703,0.0,0.0,0.0
1784885712003431465,1784885712005954715,0.0,0.0,0.0
1784885712053759037,1784885712063694588,0.0,0.0,0.0
1784885712103682669,1784885712107440210,0.0,0.0,0.0
1784885712153944134,1784885712155878808,0.0,0.0,0.0
1784885712203963324,1784885712208574928,0.0,0.0,0.0
1784885712254156751,1784885712256892509,0.0,0.0,0.0
1784885712304213915,1784885712313076376,0.0,0.0,0.0
1784885712354516103,1784885712356615803,0.0,0.0,0.0
1784885712404676921,1784885712416072549,0.0,0.0,0.0
1784885712454789645,1784885712458731934,0.0,0.0,0.0
1784885712504782931,1784885712507258625,0.0,0.0,0.0
1784885712554976191,1784885712561881082,0.0,0.0,0.0
1784885712605072109,1784885712607702616,0.0,0.0,0.0
1784885712655273447,1784885712665935210,0.0,0.0,0.0
1784885712705332653,1784885712707090454,0.0,0.0,0.0
1784885712755520101,1784885712758299386,0.0,0.0,0.0
1784885712805622500,1784885712811427914,0.0,0.0,0.0
1784885712855785789,1784885712859602863,0.0,0.0,0.0
1784885712905895765,1784885712914608110,0.0,0.0,0.0
1784885712956134649,1784885712960282148,0.0,0.0,0.0
1784885713006149024,1784885713019259813,0.0,0.0,0.0
1784885713056382499,1784885713061096906,0.0,0.0,0.0
1784885713106412446,1784885713108126420,0.0,0.0,0.0
1784885713156603366,1784885713164352573,0.0,0.0,0.0
1784885713206802660,1784885713209490581,0.0,0.0,0.0
1784885713256873770,1784885713267618471,0.0,0.0,0.0
1784885713306953606,1784885713308822332,0.0,0.0,0.0
1784885713357068514,1784885713359976505,0.0,0.0,0.0
1784885713407237024,1784885713412923002,0.0,0.0,0.0
1784885713457435130,1784885713461765710,0.0,0.0,0.0
1784885713507489678,1784885713516335037,0.0,0.0,0.0
1784885713557713238,1784885713560823938,0.0,0.0,0.0
1784885713607711771,1784885713621856162,0.0,0.0,0.0
1784885713657975936,1784885713662041571,0.0,0.0,0.0
1784885713708018379,1784885713710078081,0.0,0.0,0.0
1784885713758188987,1784885713765987192,0.0,0.0,0.0
1784885713808238021,1784885713812953802,0.0,0.0,0.0
1784885713858478588,1784885713869328971,0.0,0.0,0.0
1784885713908508295,1784885713911230712,0.0,0.0,0.0
1784885713958688687,1784885713961728890,0.0,0.0,0.0
1784885714009215279,1784885714014618899,0.0,0.0,0.0
1784885714058889041,1784885714060774911,0.0,0.0,0.0
1784885714108996085,1784885714119084884,0.0,0.0,0.0
1784885714159215124,1784885714162979775,0.0,0.0,0.0
1784885714209283927,1784885714211049280,0.0,0.0,0.0
1784885714259550954,1784885714264626681,0.0,0.0,0.0
1784885714309491684,1784885714312399795,0.0,0.0,0.0
1784885714359718317,1784885714367625634,0.0,0.0,0.0
1784885714409752868,1784885714411637143,0.0,0.0,0.0
1784885714459878309,1784885714472887732,0.0,0.0,0.0
1784885714509997178,1784885714513044500,0.0,0.0,0.0
1784885714560169381,1784885714563260588,0.0,0.0,0.0
1784885714610275460,1784885714616295013,0.0,0.0,0.0
1784885714660383321,1784885714662361157,0.0,0.0,0.0
1784885714710467289,1784885714721490002,0.0,0.0,0.0
1784885714760739849,1784885714764529913,0.0,0.0,0.0
1784885714810785632,1784885714812687932,0.0,0.0,0.0
1784885714860948145,1784885714865935303,0.0,0.0,0.0
1784885714910964337,1784885714913902614,0.0,0.0,0.0
1784885714961141181,1784885714969257435,0.0,0.0,0.0
1784885715011554496,1784885715013381608,0.0,0.0,0.0
1784885715061397143,1784885715074393417,0.0,0.0,0.0
1784885715111590600,1784885715114451266,0.0,0.0,0.0
1784885715161589775,1784885715165710538,0.0,0.0,0.0
1784885715211686323,1784885715219666969,0.0,0.0,0.0
1784885715261846629,1784885715265008863,0.0,0.0,0.0
1784885715311941934,1784885715321943139,0.0,0.0,0.0
1784885715362093090,1784885715367093701,0.0,0.0,0.0
1784885715412129759,1784885715414163440,0.0,0.0,0.0
1784885715462485832,1784885715467546509,0.0,0.0,0.0
1784885715512394112,1784885715515400745,0.0,0.0,0.0
1784885715562649601,1784885715570869133,0.0,0.0,0.0
1784885715612636452,1784885715614738216,0.0,0.0,0.0
1784885715662735078,1784885715675832290,0.0,0.0,0.0
1784885715713502287,1784885715715959466,0.0,0.0,0.0
1784885715762981947,1784885715767984341,0.0,0.0,0.0
1784885715813082393,1784885715820507534,0.0,0.0,0.0
1784885715863291200,1784885715866683744,0.0,0.0,0.0
1784885715913302867,1784885715923666632,0.0,0.0,0.0
1784885715963587665,1784885715967592030,0.0,0.0,0.0
1784885716013545399,1784885716015615700,0.0,0.0,0.0
1784885716063711585,1784885716069085419,0.0,0.0,0.0
1784885716114332653,1784885716117297669,0.0,0.0,0.0
1784885716164036125,1784885716172252448,0.0,0.0,0.0
1784885716213983184,1784885716216079561,0.0,0.0,0.0
1784885716264150910,1784885716277109410,0.0,0.0,0.0
1784885716314211996,1784885716318301822,0.0,0.0,0.0
1784885716364420312,1784885716368853702,0.0,0.0,0.0
1784885716414460574,1784885716421576419,0.0,0.0,0.0
1784885716464539960,1784885716467857152,0.0,0.0,0.0
1784885716514635603,1784885716524950938,0.0,0.0,0.0
1784885716564815968,1784885716566975557,0.0,0.0,0.0
1784885716614874790,1784885716617077492,0.0,0.0,0.0
1784885716665138485,1784885716670700434,0.0,0.0,0.0
1784885716715097404,1784885716718344703,0.0,0.0,0.0
1784885716765230480,1784885716774523953,0.0,0.0,0.0
1784885716815340804,1784885716817546363,0.0,0.0,0.0
1784885716865500049,1784885716878573985,0.0,0.0,0.0
1784885716915588713,1784885716918822223,0.0,0.0,0.0
1784885716965686361,1784885716968112477,0.0,0.0,0.0
1784885717015757610,1784885717023105463,0.0,0.0,0.0
1784885717065914481,1784885717069146141,0.0,0.0,0.0
1784885717115940544,1784885717126349688,0.0,0.0,0.0
1784885717166171252,1784885717168736072,0.0,0.0,0.0
1784885717216156361,1784885717219105141,0.0,0.0,0.0
1784885717266353648,1784885717271673366,0.0,0.0,0.0
1784885717316354066,1784885717319730749,0.0,0.0,0.0
1784885717366478221,1784885717376294269,0.0,0.0,0.0
1784885717416597774,1784885717420936983,0.0,0.0,0.0
1784885717466773183,1784885717479145496,0.0,0.0,0.0
1784885717516813906,1784885717521064432,0.0,0.0,0.0
1784885717566915886,1784885717569292780,0.0,0.0,0.0
1784885717616973552,1784885717624400829,0.0,0.0,0.0
1784885717667143616,1784885717670651682,0.0,0.0,0.0
1784885717717254095,1784885717728587556,0.0,0.0,0.0
1784885717767363924,1784885717769928929,0.0,0.0,0.0
1784885717817390637,1784885717820721094,0.0,0.0,0.0
1784885717867551998,1784885717874172033,0.0,0.0,0.0
1784885717917615528,1784885717920014894,0.0,0.0,0.0
1784885717967791976,1784885717978124332,0.0,0.0,0.0
1784885718017850199,1784885718021173366,0.0,0.0,0.0
1784885718067987420,1784885718082080858,0.0,0.0,0.0
1784885718118022089,1784885718122502297,0.0,0.0,0.0
1784885718168139586,1784885718170601810,0.0,0.0,0.0
1784885718218207913,1784885718226852026,0.0,0.0,0.0
1784885718268411134,1784885718270048225,0.0,0.0,0.0
1784885718318442964,1784885718331016280,0.0,0.0,0.0
1784885718368578329,1784885718371985476,0.0,0.0,0.0
1784885718418603220,1784885718422063544,0.0,0.0,0.0
1784885718468776882,1784885718475718220,0.0,0.0,0.0
1784885718518858087,1784885718522238310,0.0,0.0,0.0
1784885718569028484,1784885718578350348,0.0,0.0,0.0
1784885718618999472,1784885718622401609,0.0,0.0,0.0
1784885718669187200,1784885718671022326,0.0,0.0,0.0
1784885718719195187,1784885718723780693,0.0,0.0,0.0
1784885718769381485,1784885718772161664,0.0,0.0,0.0
1784885718819431777,1784885718828029391,0.0,0.0,0.0
1784885718869515597,1784885718871137659,0.0,0.0,0.0
1784885718919584277,1784885718932305643,0.0,0.0,0.0
1784885718969719346,1784885718973288197,0.0,0.0,0.0
1784885719019783695,1784885719024132045,0.0,0.0,0.0
1784885719069945513,1784885719076390024,0.0,0.0,0.0
1784885719119978167,1784885719122572119,0.0,0.0,0.0
1784885719170175236,1784885719180811659,0.0,0.0,0.0
1784885719220166720,1784885719221740691,0.0,0.0,0.0
1784885719270338353,1784885719273342455,0.0,0.0,0.0
1784885719320392973,1784885719325972549,0.0,0.0,0.0
1784885719370519653,1784885719374882029,0.0,0.0,0.0
1784885719420534644,1784885719429358116,0.0,0.0,0.0
1784885719470669523,1784885719472758300,0.0,0.0,0.0
1784885719520698039,1784885719532427209,0.0,0.0,0.0
1784885719570914700,1784885719576191381,0.0,0.0,0.0
1784885719620879617,1784885719622451232,0.0,0.0,0.0
1784885719671060582,1784885719677619267,0.0,0.0,0.0
1784885719721096668,1784885719726424981,0.0,0.0,0.0
1784885719771239803,1784885719782004223,0.0,0.0,0.0
1784885719821256835,1784885719823068042,0.0,0.0,0.0
1784885719871498543,1784885719874363813,0.0,0.0,0.0
1784885719921513979,1784885719927154148,0.0,0.0,0.0
1784885719971600807,1784885719975283183,0.0,0.0,0.0
1784885720021643285,1784885720030623525,0.0,0.0,0.0
1784885720071834213,1784885720075038967,0.0,0.0,0.0
1784885720121843379,1784885720135903311,0.0,0.0,0.0
1784885720171921554,1784885720175856496,0.0,0.0,0.0
1784885720221977097,1784885720223801150,0.0,0.0,0.0
1784885720272080335,1784885720279841825,0.0,0.0,0.0
1784885720322397726,1784885720325876924,0.0,0.0,0.0
1784885720372336434,1784885720383034077,0.0,0.0,0.0
1784885720422395910,1784885720425044521,0.0,0.0,0.0
1784885720472487516,1784885720475569239,0.0,0.0,0.0
1784885720522526938,1784885720528285878,0.0,0.0,0.0
1784885720572651176,1784885720574556149,0.0,0.0,0.0
1784885720622678762,1784885720632405071,0.0,0.0,0.0
1784885720672892787,1784885720676754768,0.0,0.0,0.0
1784885720722858580,1784885720736174392,0.0,0.0,0.0
1784885720773111692,1784885720777956583,0.0,0.0,0.0
1784885720823037433,1784885720825856732,0.0,0.0,0.0
1784885720873163841,1784885720881326740,0.0,0.0,0.0
1784885720923482475,1784885720927901582,0.0,0.0,0.0
1784885720973414468,1784885720984184868,0.0,0.0,0.0
1784885721023469094,1784885721026183777,0.0,0.0,0.0
1784885721073546380,1784885721076429417,0.0,0.0,0.0
1784885721123553308,1784885721129506749,0.0,0.0,0.0
1784885721173866839,1784885721175954589,0.0,0.0,0.0
1784885721223868777,1784885721235487957,0.0,0.0,0.0
1784885721273915586,1784885721276875380,0.0,0.0,0.0
1784885721323894189,1784885721325696149,0.0,0.0,0.0
1784885721373999725,1784885721379092697,0.0,0.0,0.0
1784885721424155234,1784885721426945245,0.0,0.0,0.0
1784885721474209425,1784885721482084544,0.0,0.0,0.0
1784885721524228151,1784885721526164131,0.0,0.0,0.0
1784885721574383974,1784885721586315100,0.0,0.0,0.0
1784885721624394594,1784885721627233594,0.0,0.0,0.0
1784885721674616694,1784885721678912711,0.0,0.0,0.0
1784885721724610879,1784885721732097259,0.0,0.0,0.0
1784885721774755480,1784885721778750237,0.0,0.0,0.0
1784885721824726831,1784885721834936240,0.0,0.0,0.0
1784885721874941437,1784885721879056171,0.0,0.0,0.0
1784885721924949923,1784885721927029587,0.0,0.0,0.0
1784885721975009402,1784885721980146577,0.0,0.0,0.0
1784885722025198239,1784885722028829710,0.0,0.0,0.0
