t_ns,x,y,yaw,n_matched,inlier_frac,rmse_m,quality
1784885676030216943,2.4261582089661053,0.08808916617020354,0.06988634195844179,225,1.0,0.00878,good
1784885676150219423,2.426472338623672,0.08959059612564689,0.07914493660717618,224,1.0,0.00949,good
1784885676270152228,2.4281509416628833,0.08722426599668909,0.07602728467993475,218,1.0,0.0134,good
1784885676390157800,2.437682397795559,0.08886634741960583,0.06715024230027032,230,1.0,0.0114,good
1784885676500148262,2.4550409146572663,0.09361077154428384,0.06887294678423841,223,0.9955,0.01072,good
1784885676620185570,2.4761040083344152,0.09476422048327868,0.07013812411838839,219,1.0,0.01334,good
1784885676740176460,2.496143760066954,0.09621074957532184,0.07215110276120482,219,1.0,0.01109,good
1784885676850199713,2.5181486702533253,0.09772165628449457,0.07576900294819053,217,0.9954,0.01315,good
1784885676970146868,2.537192040725469,0.10331480344989412,0.0794278936228691,219,0.9909,0.00973,good
1784885677090170362,2.560850842190396,0.10412752160265926,0.07896968199207682,224,0.9955,0.0088,good
1784885677210177513,2.5842408757370663,0.10599348091986531,0.08055660566758109,217,1.0,0.01072,good
1784885677320191679,2.601856482432136,0.10866961690249852,0.07972858523332271,219,1.0,0.00862,good
1784885677440197979,2.626874241475426,0.11010072481574831,0.07720776698600304,219,0.9954,0.00948,good
1784885677560151804,2.648733319663615,0.11099471351779834,0.08114806120417183,220,1.0,0.00838,good
1784885677680159789,2.675275442571309,0.11395763772826484,0.08467220920894429,219,1.0,0.00935,good
1784885677790155235,2.6976402952431258,0.11576731080686922,0.08426383415363067,223,1.0,0.00991,good
1784885677910161091,2.7199040638079675,0.11535361357135684,0.0826759914400778,222,1.0,0.01094,good
1784885678030171284,2.742026772841631,0.11986515458734236,0.08056688722987394,215,0.9953,0.00977,good
1784885678140144773,2.7598579124366878,0.11951038402101852,0.07926063475601455,219,1.0,0.01579,good
1784885678260162501,2.7857532522860975,0.12132267703580618,0.08719725664374676,232,1.0,0.01209,good
1784885678380171287,2.808791233717404,0.12414860745214623,0.08206803103289952,225,1.0,0.00649,good
1784885678500152762,2.8273083086311788,0.1236234937460351,0.07874746592175143,225,1.0,0.00943,good
1784885678610169726,2.852538842961335,0.1283477311498401,0.08349068784947773,220,1.0,0.00692,good
1784885678730172401,2.8743861311866183,0.12989074812798973,0.08061242839142894,230,1.0,0.00998,good
1784885678850212756,2.897161038008678,0.12934822880889585,0.08811890522463665,225,1.0,0.01023,good
1784885678970211895,2.9238002355453565,0.13265413737297055,0.09215774074795115,224,1.0,0.00949,good
1784885679090156891,2.9481550374678407,0.13569179712068422,0.0927615721059424,227,1.0,0.00913,good
1784885679210158274,2.974662006749295,0.13807808887109838,0.08936558849491907,222,0.9955,0.00735,good
1784885679320161483,2.996179463835978,0.14062340579310587,0.09232235349934428,222,1.0,0.00657,good
1784885679440145239,3.0184549348403045,0.14163843011075328,0.08426810897117878,221,1.0,0.00702,good
1784885679560311266,3.0450610651354024,0.1453841401660142,0.08611245384126212,213,1.0,0.00757,good
1784885679670150535,3.0629494785712534,0.14739765288119933,0.08712420672860129,210,0.9952,0.0127,good
1784885679800149203,3.0859466695242435,0.1530656683496628,0.09447931143493213,219,0.9954,0.01408,good
1784885679910147968,3.107378204911457,0.15290802633182776,0.09554931870301002,226,1.0,0.00582,good
1784885680030154300,3.1304964008785223,0.15527446790181554,0.09817821144751368,223,0.9955,0.00805,good
1784885680150181276,3.154628424988128,0.15838312492659673,0.09495346258700993,217,0.9954,0.00831,good
1784885680270147408,3.1777904571942406,0.16062027923065214,0.09750005326814881,227,1.0,0.00727,good
1784885680380166005,3.200181719765515,0.1654070909376485,0.09627316745574699,229,1.0,0.01079,good
1784885680500158133,3.2247754195925142,0.17133730241854989,0.09559181551557844,224,1.0,0.01372,good
1784885680620156613,3.249588129510696,0.1719122467772657,0.09125963733879026,221,1.0,0.00995,good
1784885680740147889,3.2737012052129857,0.17383798278763649,0.09690747227035314,231,0.9957,0.00662,good
1784885680860206434,3.2960712271476096,0.17526566935405954,0.09692612008066927,229,1.0,0.00793,good
1784885680970170447,3.316290959310289,0.17777477050066037,0.09515764238203252,222,1.0,0.01,good
1784885681090164831,3.340653009816099,0.17995255162009285,0.09689936009629208,217,1.0,0.00889,good
1784885681210157869,3.3641096386807403,0.18230021923583983,0.09708530735489858,225,1.0,0.00828,good
1784885681330157665,3.387814277710884,0.1832681920712647,0.0967028188629628,218,1.0,0.00616,good
1784885681440156062,3.4089394962521746,0.18572838807947123,0.09541053383730552,221,1.0,0.00769,good
1784885681560225794,3.4334936740904247,0.18950299722306388,0.09416400286442643,224,1.0,0.0111,good
1784885681680159192,3.455630169857646,0.19190576709072982,0.10020503056445104,227,1.0,0.00863,good
1784885681800148953,3.480603292194238,0.19417950339991338,0.09943370457042518,230,1.0,0.01182,good
1784885681910159885,3.504116337812589,0.1959145923354087,0.0996514318264586,225,1.0,0.00717,good
1784885682030177332,3.529617164046857,0.19825367929197757,0.10048424343382449,224,1.0,0.00902,good
1784885682150159170,3.5504506973818146,0.20108828671705092,0.10672605924414641,224,1.0,0.00662,good
1784885682270158191,3.5728098198983442,0.20701006431359956,0.1028013609745778,216,1.0,0.01012,good
1784885682390160545,3.5954193113668707,0.21012104788630756,0.1076064387066949,220,1.0,0.01089,good
1784885682510212929,3.6164094897618195,0.21177040310853276,0.10225072310787231,218,1.0,0.00744,good
1784885682620155667,3.6396600648851747,0.21329845678520779,0.10320546918330067,215,1.0,0.00702,good
1784885682750192399,3.663230223190932,0.21570371873120836,0.10773516814529255,222,1.0,0.00787,good
1784885682860154930,3.685180866224766,0.2176711605383824,0.11230768606956577,217,1.0,0.0063,good
1784885682980172208,3.7087458890405003,0.220433464629991,0.11795925645500248,214,0.9953,0.01029,good
1784885683100152618,3.732156850981713,0.22200060367731644,0.1118926324262611,223,0.9955,0.00694,good
1784885683220154658,3.758264654222718,0.22447615938704812,0.09572950194801003,217,1.0,0.00648,good
1784885683340208617,3.781936342616878,0.22797309549670047,0.06964209240417708,219,1.0,0.00781,good
1784885683460209194,3.8044269847503527,0.22998058106782263,0.046320226251850775,218,1.0,0.01035,good
1784885683580180776,3.8261774346338733,0.23132241940835943,0.020640273740632705,221,1.0,0.00842,good
1784885683700161708,3.8514618917012227,0.23057155196351953,0.004739982536469,217,0.9954,0.0093,good
1784885683820234016,3.8779430373579284,0.22946687144740588,-0.015194022447877136,222,1.0,0.0082,good
1784885683930154053,3.900601272377708,0.2271771681204108,-0.035527126561059705,220,1.0,0.00802,good
1784885684060226107,3.928465943578927,0.22368936667761055,-0.05919973596214331,223,1.0,0.00924,good
1784885684170175232,3.948570275179023,0.22485100138302688,-0.08454995619815123,220,0.9909,0.00552,good
1784885684300150959,3.9724253901877455,0.21913160734971882,-0.09933912869784749,226,1.0,0.01017,good
1784885684410157131,3.995717295128595,0.2174668167522091,-0.10093797597781357,208,0.9952,0.00671,good
1784885684540151356,4.019316925932035,0.21543239578713194,-0.09974993064456171,222,1.0,0.00611,good
1784885684650159047,4.040745329048391,0.21194554211161584,-0.10753285170210836,211,0.9953,0.00914,good
1784885684770157070,4.0622130987672005,0.21278878851466917,-0.09704619639573568,209,1.0,0.00824,good
1784885684890164387,4.083700934761306,0.21266145058971164,-0.08808995004516262,214,1.0,0.01076,good
1784885685010227625,4.107857714538238,0.21059835453706807,-0.06704858765269502,213,1.0,0.00848,good
1784885685130154639,4.129112936828238,0.21102439627168312,-0.04819092476565818,211,0.9953,0.01196,good
1784885685250193637,4.155595388870622,0.20952928200253715,-0.014882487771853033,212,1.0,0.01118,good
1784885685370148592,4.178651484771722,0.21040628512787166,-0.016015033916519563,202,0.9901,0.00628,good
1784885685490145856,4.2019498263203525,0.21125124866301792,-0.01700080325350877,216,1.0,0.00857,good
1784885685610171005,4.220659404307353,0.2102805721500822,-0.02231900399758773,218,1.0,0.00872,good
1784885685730148086,4.247027116389189,0.20985024190583623,-0.022039610915518724,212,1.0,0.00742,good
1784885685850188455,4.2704887283639,0.20876767713356362,-0.023641767211712607,220,1.0,0.00555,good
1784885685970211363,4.29095326160646,0.21014501285954937,-0.03104187433900401,218,0.9954,0.00579,good
1784885686090148297,4.315912884211021,0.21207355524948068,-0.03441745990936681,215,1.0,0.01093,good
1784885686210162631,4.3371226506539475,0.21034117020891224,-0.024226310316547622,217,1.0,0.00586,good
1784885686330164024,4.364672920436288,0.21065430898376478,-0.013695552967000275,212,0.9953,0.00761,good
1784885686460270698,4.391335455515189,0.2093714526331956,-0.0032549381393190743,211,1.0,0.00531,good
1784885686570168030,4.409990663302074,0.20843134065655264,-0.006096608513545754,218,0.9954,0.00911,good
1784885686700149907,4.436566683046155,0.20890273123075323,-0.004763107343291425,220,1.0,0.00673,good
1784885686810164316,4.456277853679921,0.20980393092260963,-0.007916445438330755,210,1.0,0.00735,good
1784885686940129417,4.483331684679595,0.21008137380554248,-0.005656334971254569,216,1.0,0.00536,good
1784885687050172532,4.507473903712781,0.2112526129875269,-0.01252476121034894,214,1.0,0.00859,good
1784885687180161797,4.530862910470142,0.21301751202439104,-0.016945817777169976,211,0.9905,0.00717,good
1784885687300148172,4.553551476520605,0.2162107061180754,-0.01980226168719421,217,1.0,0.01012,good
1784885687420184281,4.573755490619707,0.2181969163463242,-0.00928240964988597,210,1.0,0.00864,good
1784885687540185542,4.598465679334674,0.21731142860626523,0.018234973330802085,215,0.9953,0.0095,good
1784885687660174713,4.621407357213967,0.21597894125118697,0.04873288387482192,218,0.9954,0.01015,good
1784885687780194194,4.643710677655111,0.21429362032802915,0.07344022281854792,216,1.0,0.00793,good
1784885687900258540,4.668608664816041,0.21686081201758872,0.08589881167808645,218,1.0,0.01013,good
1784885688020156410,4.691266825319548,0.21761248060014338,0.09433073394450198,208,0.9952,0.00889,good
1784885688140205442,4.718211915363965,0.2222301831428574,0.10168322896284455,212,1.0,0.00613,good
1784885688260154412,4.742065418532487,0.22496024059761482,0.10178869061969978,211,0.9905,0.00657,good
1784885688390281751,4.767140206031302,0.22878254448751006,0.09974239160214443,219,1.0,0.01012,good
1784885688500160876,4.7931101953283965,0.23172008681584094,0.10338481006597837,218,1.0,0.00821,good
1784885688630151400,4.8171722305815745,0.23319590798495102,0.10348194321894723,224,0.9955,0.00524,good
1784885688740170117,4.841289463236373,0.23576941324157766,0.09828290452622408,223,0.9955,0.00747,good
1784885688870141773,4.867954553561016,0.23767070679853552,0.09434589438155727,212,1.0,0.00656,good
1784885688990240557,4.893447846563932,0.23937312434107136,0.088852447081638,223,0.9955,0.0098,good
1784885689110175359,4.914939833358257,0.24120152067112055,0.0787254591827173,228,1.0,0.00768,good
1784885689230209038,4.9401787409271405,0.24054048928322014,0.06832714586845848,227,1.0,0.00656,good
1784885689350158636,4.9651420279697005,0.24103288107915577,0.059497587877952895,222,1.0,0.00668,good
1784885689470151618,4.986636500829221,0.2447446587943106,0.04061192898523709,225,1.0,0.00744,good
1784885689580151482,5.007689943437039,0.2487250663522498,0.023225074515227255,226,0.9956,0.00857,good
1784885689710166687,5.035387532582119,0.2473958498394242,0.01903350734664097,226,0.9956,0.00787,good
1784885689830152632,5.0565758952044595,0.24681096664761545,0.01892512927012705,237,1.0,0.00839,good
1784885689950195217,5.080718830619736,0.2484840238246916,0.017886195946573077,229,1.0,0.00603,good
1784885690070162785,5.1023277618754745,0.2496436587165631,0.016629718485076286,234,1.0,0.00946,good
1784885690190170335,5.126137863218169,0.2501413063721237,0.015883472434912643,225,1.0,0.00776,good
1784885690310182219,5.151244576961378,0.25232532799321844,0.012737675001900232,230,1.0,0.01299,good
1784885690430178585,5.175223081163917,0.25284529404652034,0.00985602266803474,228,1.0,0.01316,good
1784885690550205856,5.199986038379865,0.2522678951550694,0.017079960798379326,227,1.0,0.00894,good
1784885690670158580,5.219605002845658,0.25281051752200423,0.009136584004273807,238,1.0,0.00932,good
1784885690790185961,5.244335771429425,0.25376170330277203,0.008489513223320066,238,0.9958,0.0078,good
1784885690910167441,5.26834235919276,0.2547438559489831,0.007801122386225091,238,1.0,0.0048,good
1784885691040140877,5.2949484656041195,0.2540091244811986,0.015942982262328327,240,1.0,0.00832,good
1784885691150161879,5.319834125406923,0.2559773135976812,0.023169942118351407,237,1.0,0.00913,good
1784885691280193189,5.34582717517629,0.25643783469379544,0.027185852758580584,238,1.0,0.00589,good
1784885691400160168,5.367103318058078,0.2556773610778563,0.02461430433614925,244,0.9918,0.00731,good
1784885691520156476,5.392070329204965,0.256881600399963,0.025632524673498993,248,1.0,0.00563,good
1784885691640186798,5.417510163465,0.25785912788209564,0.024238156359709218,241,1.0,0.00778,good
1784885691761118479,5.441237066900557,0.25801921612450524,0.0280237504320674,241,0.9959,0.00442,good
1784885691880160750,5.462673520849164,0.2588503263124661,0.021503017856091593,244,1.0,0.00808,good
1784885692010188710,5.487853596823981,0.2611948843707507,0.021315390840626988,238,1.0,0.00908,good
1784885692130148575,5.511292767196468,0.26256441032056876,0.025777344560302586,244,1.0,0.00626,good
1784885692250298044,5.534842756473032,0.2640871015293177,0.018873136216552483,246,1.0,0.00692,good
1784885692370184493,5.55929908604509,0.26350991133107743,0.02083665166580295,239,1.0,0.009,good
1784885692490154709,5.58243382326828,0.26425288051261353,0.023334473874383956,242,1.0,0.00613,good
1784885692610233113,5.603827085864586,0.2663711081466873,0.015661073030231835,244,1.0,0.00917,good
1784885692740240184,5.630741009902374,0.26581881702682997,0.015764012186512494,246,1.0,0.00658,good
1784885692860171127,5.65514820773456,0.2653541110767735,0.014412608560616892,243,1.0,0.00536,good
1784885692980165709,5.6764891060128235,0.26537090840960287,0.01471196727499556,246,1.0,0.00817,good
1784885693100153415,5.701662757006064,0.2671769527123555,0.012641899553447146,245,1.0,0.00705,good
1784885693220169732,5.726299517924406,0.26871067852469255,0.010833127313540272,240,0.9958,0.00922,good
1784885693340201435,5.750392929010049,0.269181638842323,0.017505818915509556,237,1.0,0.00699,good
1784885693460159555,5.773218358060447,0.26863266616241005,0.017643970483817415,237,1.0,0.00855,good
1784885693580158411,5.799213971880313,0.2692359330515944,0.023757353584087586,239,1.0,0.008,good
1784885693710166256,5.825100145508012,0.26926672623487663,0.022145055476875376,237,1.0,0.00696,good
1784885693830152410,5.848675369256544,0.27112033943541214,0.011993656261991397,239,0.9958,0.00825,good
1784885693950243938,5.873696276346396,0.2732156724581942,0.013538093220589478,238,0.9958,0.00824,good
1784885694070169237,5.897444322696076,0.27441677947164655,0.013337898815782767,241,1.0,0.00523,good
1784885694190158775,5.9192412357982755,0.2739159625496844,0.012024739603009192,240,0.9958,0.00907,good
1784885694310171383,5.944706130718893,0.27454635035616054,0.015415262758925567,235,1.0,0.00659,good
1784885694440180947,5.9706906226514125,0.2735395052438285,0.015823057599099657,237,1.0,0.01152,good
1784885694560148895,5.994529069945875,0.27463435645215506,0.018437704784696193,236,1.0,0.01041,good
1784885694680159522,6.0192482607350115,0.27483445434528503,0.02177693505221327,244,0.9959,0.00784,good
1784885694800156651,6.041303043854129,0.2751759667962447,0.01642405399903883,247,1.0,0.00794,good
1784885694930156272,6.0649387501120255,0.2768606671935059,0.01379721009414852,251,1.0,0.00884,good
1784885695040155968,6.086825893887338,0.27702652350102996,0.014741170053982658,252,1.0,0.00559,good
1784885695170165916,6.112039194441491,0.27714722070684844,0.016641154498783475,240,0.9958,0.0048,good
1784885695290173854,6.1347034118280455,0.27825305274931217,0.015094063147690014,240,1.0,0.00408,good
1784885695410243264,6.1582780164308035,0.2778660748553614,0.019434725964683097,236,1.0,0.00635,good
1784885695530149697,6.180751096152077,0.2794694729363872,0.018267706331072005,242,1.0,0.00642,good
1784885695660167552,6.209450906598895,0.2801756317156592,0.021369848020317196,246,1.0,0.01037,good
1784885695780210003,6.233744844228491,0.28119239161759446,0.017158324271191183,246,1.0,0.00797,good
1784885695900153505,6.256846684456258,0.28184258320515226,0.02130497192180982,250,1.0,0.00796,good
1784885696030216246,6.280353320943579,0.28302392623926853,0.01793213449317231,244,1.0,0.01107,good
1784885696150155094,6.30631119665849,0.2847644817144979,0.017315141034545147,244,1.0,0.00742,good
1784885696270167748,6.329441467805704,0.28403203433536967,0.020321406379100657,242,1.0,0.00581,good
1784885696390151202,6.352276277724866,0.2842606383880919,0.021814594844793984,245,1.0,0.00682,good
1784885696520156536,6.379147397748852,0.2859755246402264,0.02607096529861312,245,1.0,0.00854,good
1784885696640187243,6.403670210777018,0.28777295092293764,0.024413496100164515,243,1.0,0.0096,good
1784885696760155513,6.431563394439395,0.28827036958995833,0.027923353676764105,241,1.0,0.0075,good
1784885696880157409,6.453918003197174,0.2905082579013426,0.02950966835991132,237,0.9958,0.00455,good
1784885697010177427,6.480771430155686,0.29015464733254165,0.025730597332207897,235,1.0,0.00603,good
1784885697130149672,6.5045852554565835,0.2922570594247694,0.028256604445855704,241,1.0,0.01066,good
1784885697250176485,6.530263211775372,0.29313477596389187,0.023818413667369358,240,0.9958,0.00877,good
1784885697370166839,6.554396608357545,0.2928257040023732,0.02497525820104103,236,1.0,0.00846,good
1784885697500156208,6.580232787401357,0.29295976468887697,0.02775502990868538,236,0.9958,0.00956,good
1784885697620156950,6.606415654654564,0.2939189620271514,0.02488571266748965,236,1.0,0.00862,good
1784885697740248253,6.628185481490418,0.2933336427874701,0.024860282348626642,236,1.0,0.00927,good
1784885697860157378,6.65279889768359,0.29168128814152106,0.025599042710954378,228,0.9956,0.00864,good
1784885697980156657,6.675656526126422,0.29274119476497035,0.02237634469558491,236,1.0,0.00923,good
1784885698100147947,6.695254271685243,0.29505310998271284,0.009465547137112732,231,0.9957,0.01213,good
1784885698230200839,6.723036649832737,0.29516577645929104,0.006702522549812442,235,1.0,0.01139,good
1784885698350156155,6.743451430493576,0.2941153014677981,0.01281441963982322,237,1.0,0.0102,good
1784885698470169092,6.767736036930152,0.29542877985856736,0.011702027307352954,244,0.9918,0.01002,good
1784885698590156293,6.791847179829811,0.2949561180438028,0.01816770497328784,246,1.0,0.00909,good
1784885698710216502,6.815032150086624,0.2975784018699828,0.0172228176090356,243,0.9959,0.0115,good
1784885698830144581,6.841057961084593,0.29879885483460106,0.016893623520360095,242,1.0,0.0101,good
1784885698960156922,6.867589019427422,0.2999094245439595,0.01086620640365309,246,1.0,0.01246,good
1784885699080160461,6.8947388907133345,0.2976147648153375,0.017454451098043524,248,0.996,0.00684,good
1784885699200155691,6.915962006572832,0.29916584281078634,0.005263783562278655,252,1.0,0.00662,good
1784885699320152624,6.939046712013286,0.29828015210129855,0.015708629921783072,254,1.0,0.00882,good
1784885699440178220,6.963374277233265,0.30123751890854167,0.020663510395296944,247,1.0,0.0089,good
1784885699570203610,6.985159630981218,0.3009092217143998,0.01959837376107798,256,1.0,0.01052,good
1784885699690162956,7.011776115277567,0.3009166040905642,0.02341071566859851,250,1.0,0.01096,good
1784885699810179053,7.036554595201085,0.30257556058673024,0.025478684281893677,245,0.9959,0.00844,good
1784885699930149138,7.060261465618067,0.3032793382643873,0.028537678663473464,234,1.0,0.0067,good
1784885700050309869,7.082172325670284,0.3046407662868576,0.02336357199011023,251,0.996,0.00713,good
1784885700170155760,7.105950475299898,0.3063217346144529,0.017907419645419323,241,0.9959,0.00841,good
1784885700300172589,7.133435331398976,0.3083235577989793,0.016030466007401115,246,1.0,0.01103,good
1784885700410245174,7.155466955249549,0.30835116769644794,0.015837573587313736,245,1.0,0.00644,good
1784885700540157628,7.181887648931249,0.3087700067841512,0.013471916450960901,247,1.0,0.00793,good
1784885700660183403,7.206766206488452,0.3088089808865823,0.019885036219584484,244,1.0,0.00752,good
1784885700780164035,7.229971158765864,0.30842338366788097,0.024472499589748325,236,1.0,0.00677,good
1784885700900151148,7.253849846746509,0.31041269690658624,0.026578973923689027,244,0.9959,0.00908,good
1784885701020163259,7.278893206774225,0.3109724455193389,0.02178124155016698,240,1.0,0.00719,good
1784885701140125645,7.302631287899593,0.31082103114597764,0.01667654000295632,237,1.0,0.00924,good
1784885701260157596,7.325972962510064,0.31226502234527287,0.005805231214791183,242,1.0,0.01111,good
1784885701380161422,7.352430762768458,0.312308503349036,0.012705292235636729,240,1.0,0.009,good
1784885701500217870,7.37738294015359,0.3131401472641047,0.020025580788934884,244,1.0,0.00768,good
1784885701610168870,7.396097672162199,0.3133576627203758,0.026984928267503202,249,1.0,0.00945,good
1784885701730151457,7.421627012130558,0.3146018870029327,0.019946071248247682,246,1.0,0.0081,good
1784885701850172595,7.4435226358050555,0.31453794319041634,0.022454979103369604,242,0.9959,0.00813,good
1784885701970151350,7.466279769803748,0.3125573040505635,0.030964811318234867,244,1.0,0.01142,good
1784885702090151684,7.491318705037671,0.315328610302102,0.021214650060806292,241,1.0,0.00907,good
1784885702210170981,7.512797238980202,0.31600817582530594,0.017140483921558092,245,1.0,0.00934,good
1784885702330204628,7.539486272562911,0.3161812748857215,0.01941786998240418,245,1.0,0.00616,good
1784885702450179116,7.564183123056978,0.3163694325139619,0.022584200954858143,247,1.0,0.00875,good
1784885702570165751,7.585822810439734,0.3165413591048757,0.025037381923052236,245,1.0,0.00555,good
1784885702690328140,7.611182046582774,0.3168638141232542,0.02468328512176097,244,1.0,0.00453,good
1784885702810242118,7.634115347381581,0.3175051762357163,0.03346156109901981,247,1.0,0.00725,good
1784885702930152930,7.659427981092174,0.3203033731352083,0.02764687178092,245,1.0,0.00597,good
1784885703050169564,7.684275433676867,0.3215685642924176,0.03261166470963791,257,1.0,0.00705,good
1784885703170173707,7.704312794441747,0.32312931005429474,0.02675240159441998,255,0.9961,0.00635,good
1784885703290546912,7.731084174910346,0.3257401418743817,0.023268439277884526,246,1.0,0.00906,good
1784885703410183438,7.752530985034247,0.3268039554018861,0.02767674873594785,240,1.0,0.0091,good
1784885703530166250,7.775712520075755,0.3284222339156264,0.02696836006196593,240,0.9958,0.00667,good
1784885703650159821,7.798026894911038,0.3290966379297342,0.02841730316209172,249,1.0,0.00591,good
1784885703770189275,7.818687381133956,0.32996100999624967,0.029439016431760414,253,0.996,0.00579,good
1784885703890207860,7.845345269861409,0.3298051792470675,0.03037481778015438,249,1.0,0.00797,good
1784885704010164121,7.868342318758493,0.3309237979772946,0.03470089985173469,249,1.0,0.01178,good
1784885704130155184,7.892727305720548,0.3352841616529157,0.0318189091569378,249,1.0,0.0106,good
1784885704250250028,7.917745905447587,0.33478087087558045,0.032844622248252964,244,1.0,0.00621,good
1784885704360158544,7.937265907870464,0.33532588742819697,0.024631207609876152,249,1.0,0.00587,good
1784885704490175698,7.965068635109563,0.33375790401105465,0.025632781313305913,242,1.0,0.00995,good
1784885704600156537,7.982947438105983,0.3383820137501755,0.024660062796261976,245,0.9959,0.0074,good
1784885704720263306,7.985134219668624,0.3395334988119934,0.03813156468741078,252,1.0,0.00744,good
1784885704840177397,7.984185901294134,0.3405636617567052,0.03667470814521627,246,1.0,0.00765,good
1784885704960151351,7.986641408890068,0.34018740887301946,0.03139513622763431,249,0.996,0.01033,good
1784885705080164416,7.988347548343206,0.3397375917677443,0.020199427467761946,251,1.0,0.00816,good
1784885705200168339,7.989433955200045,0.3412316987161562,-0.002271079656555635,250,0.996,0.00759,good
1784885705320156263,7.991857408210362,0.34299714975069123,-0.024518454729952156,254,0.9961,0.00503,good
1784885705450188944,7.99182523809488,0.3422651094620265,-0.05371390368582625,251,0.996,0.00528,good
1784885705560147073,7.99180615880581,0.3410341911531314,-0.07738348005681325,255,1.0,0.00798,good
1784885705690161219,7.994426888691072,0.34036696981498016,-0.09436556447165194,248,1.0,0.00689,good
1784885705800168193,7.994154762682272,0.3414383892225117,-0.1228044900613115,252,1.0,0.00606,good
1784885705930162786,7.994725758079441,0.3408776517163955,-0.13994654089760805,252,1.0,0.00602,good
1784885706050168842,7.99562064223381,0.3415557055112961,-0.16518369786682474,248,1.0,0.00605,good
1784885706170258966,7.997235248350328,0.340786534720771,-0.18881555358896546,252,1.0,0.00802,good
1784885706290126434,7.998286222934159,0.34061635209675,-0.2099649938053548,250,0.996,0.00761,good
1784885706410173286,7.99923201558389,0.3404077720123173,-0.2333444248535666,249,0.996,0.00738,good
1784885706530148444,8.002341180534408,0.3392487425789019,-0.24506619584505432,250,1.0,0.00895,good
1784885706650171151,8.003374547160805,0.33793415984088715,-0.2823875492057141,253,1.0,0.00772,good
1784885706770179175,8.004096109356501,0.33834538815083065,-0.33798718785946247,251,0.996,0.00658,good
1784885706890108616,8.003845183019845,0.3391414821589952,-0.38779844576666733,251,1.0,0.00548,good
1784885707010197533,8.004351581946334,0.3417869342339613,-0.44878764544519345,252,1.0,0.0079,good
1784885707140199011,8.00304980594243,0.3421469424319096,-0.5032668114246043,253,1.0,0.00836,good
1784885707250235289,8.0059878565994,0.34214098285485917,-0.5612056126643559,248,1.0,0.0081,good
1784885707380174669,8.005140359324663,0.3423788472079272,-0.6285259290352536,255,1.0,0.00659,good
1784885707500181605,8.003580923349608,0.3420837699047339,-0.6860060769952909,247,1.0,0.00681,good
1784885707620171292,8.00566684864963,0.3408340072476835,-0.7380858361469121,256,0.9922,0.00877,good
1784885707740196258,8.006542265216796,0.34204918516392585,-0.8093505957765859,253,0.996,0.0071,good
1784885707860155110,8.007121075443457,0.3420805953203553,-0.8610453752343651,255,0.9961,0.00557,good
1784885707990163167,8.007612222533364,0.34094879725016886,-0.9190162060412151,252,1.0,0.00783,good
1784885708110186850,8.00516501817258,0.34032695263741597,-0.9778914091123436,259,0.9961,0.00932,good
1784885708230158434,8.003083572489745,0.34061773841823817,-1.0336954768471047,251,1.0,0.00749,good
1784885708350189298,8.002412921979369,0.34067921364329623,-1.0957907844584118,248,0.996,0.00591,good
1784885708470204385,8.003092031724698,0.3409630332861999,-1.153785803347214,250,1.0,0.00671,good
1784885708600186184,8.001569850272231,0.3393766742537147,-1.2158292272847175,254,0.9882,0.01056,good
1784885708720167227,7.998139783656565,0.33915957017142895,-1.2746423675963685,249,0.996,0.00787,good
1784885708840170644,7.993745950469749,0.33965494898608317,-1.3316860536151323,249,1.0,0.00878,good
1784885708970167662,7.9907571270316335,0.3407603070355968,-1.399693954658734,248,1.0,0.01207,good
1784885709080180440,7.987542548484573,0.3455840341808375,-1.4306783488494101,249,0.996,0.01307,good
1784885709210192597,7.984206866250989,0.34669702693323656,-1.443596243633522,248,1.0,0.00852,good
1784885709320159253,7.983017349074939,0.3462770832024747,-1.4513718012872854,249,1.0,0.00722,good
1784885709450171596,7.981036561174995,0.3448859201232959,-1.4554297308015787,251,1.0,0.008,good
1784885709570226838,7.9819588466214055,0.34411708377530337,-1.4659470532925032,246,1.0,0.0085,good
1784885709690178984,7.984500064303034,0.32245375019478584,-1.463178375901274,246,1.0,0.00555,good
1784885709810178972,7.98767335339817,0.30394480222046044,-1.4628541760587201,252,1.0,0.00769,good
1784885709930185406,7.99133602582131,0.2831852652685157,-1.4617258660014407,255,1.0,0.01173,good
1784885710060163774,7.997965818254096,0.2583781794536242,-1.4583288548302586,253,1.0,0.0111,good
1784885710170162386,8.001472623168313,0.23985969813625221,-1.459337696797035,249,1.0,0.00435,good
1784885710300205785,8.006472422657573,0.2133631907746258,-1.461740050695017,250,0.996,0.00538,good
1784885710420166762,8.011781445965182,0.19353871681197393,-1.4682651611998905,253,1.0,0.0072,good
1784885710540149771,8.015697763697498,0.16960453754486537,-1.464413636326124,251,1.0,0.00742,good
1784885710660215497,8.01988835474687,0.1450288857640778,-1.4635466012505343,250,0.996,0.00787,good
1784885710780166017,8.02262900655803,0.1220749134019528,-1.4595862334424836,247,1.0,0.00672,good
1784885710910183521,8.02497803953672,0.09529783717868731,-1.4595362530788278,250,1.0,0.0057,good
1784885711030188736,8.027822830500392,0.07349138563681304,-1.4634556062914554,249,1.0,0.00771,good
1784885711150177868,8.03151358928123,0.04829135061724264,-1.4613367064007763,257,1.0,0.00506,good
