t_ns,t_bag_ns,mx,my,mz
1789550083991506645,1789550084002180385,0.0,0.0,0.0
1789550084005313408,1789550084007132370,0.0,0.0,0.0
1789550084008297653,1789550084012082704,0.0,0.0,0.0
1789550084013041842,1789550084023645670,0.0,0.0,0.0
1789550084024532308,1789550084029105017,0.0,0.0,0.0
1789550084031621823,1789550084044723401,0.0,0.0,0.0
1789550084047825070,1789550084053942003,0.0,0.0,0.0
1789550084065489209,1789550084067618871,0.0,0.0,0.0
1789550084069519406,1789550084072800314,0.0,0.0,0.0
1789550084074496777,1789550084087671021,0.0,0.0,0.0
1789550084090432046,1789550084092812983,0.0,0.0,0.0
1789550084106257779,1789550084109317394,0.0,0.0,0.0
1789550084110388326,1789550084113205499,0.0,0.0,0.0
1789550084114395653,1789550084119472412,0.0,0.0,0.0
1789550084120715194,1789550084128287037,0.0,0.0,0.0
1789550084129205879,1789550084133556683,0.0,0.0,0.0
1789550084134432321,1789550084138887494,0.0,0.0,0.0
1789550084138302390,1789550084149105530,0.0,0.0,0.0
1789550084151304265,1789550084155715106,0.0,0.0,0.0
1789550084157862008,1789550084169911357,0.0,0.0,0.0
1789550084169911060,1789550084172908657,0.0,0.0,0.0
1789550084172934657,1789550084177418478,0.0,0.0,0.0
1789550084191516360,1789550084195726147,0.0,0.0,0.0
1789550084197448091,1789550084199780824,0.0,0.0,0.0
1789550084202288223,1789550084211875562,0.0,0.0,0.0
1789550084211346623,1789550084213482692,0.0,0.0,0.0
1789550084213893614,1789550084219948269,0.0,0.0,0.0
1789550084220414153,1789550084232261578,0.0,0.0,0.0
1789550084233410769,1789550084238406640,0.0,0.0,0.0
1789550084238214698,1789550084241410996,0.0,0.0,0.0
1789550084253978987,1789550084257096157,0.0,0.0,0.0
1789550084257964221,1789550084260553471,0.0,0.0,0.0
1789550084262475542,1789550084275328123,0.0,0.0,0.0
1789550084275878321,1789550084278172832,0.0,0.0,0.0
1789550084280361919,1789550084283387516,0.0,0.0,0.0
1789550084284786037,1789550084295073443,0.0,0.0,0.0
1789550084295105665,1789550084297882634,0.0,0.0,0.0
1789550084299430876,1789550084303601238,0.0,0.0,0.0
1789550084304055751,1789550084316976980,0.0,0.0,0.0
1789550084319525211,1789550084322524474,0.0,0.0,0.0
1789550084323338817,1789550084325274074,0.0,0.0,0.0
1789550084327196923,1789550084336328711,0.0,0.0,0.0
1789550084337486032,1789550084342993842,0.0,0.0,0.0
1789550084342225387,1789550084346159770,0.0,0.0,0.0
1789550084347400404,1789550084357209148,0.0,0.0,0.0
1789550084358063991,1789550084361360084,0.0,0.0,0.0
1789550084362158409,1789550084364412680,0.0,0.0,0.0
1789550084367439350,1789550084378650746,0.0,0.0,0.0
1789550084378445229,1789550084382212318,0.0,0.0,0.0
1789550084385947795,1789550084390031472,0.0,0.0,0.0
1789550084389865937,1789550084399638867,0.0,0.0,0.0
1789550084402347392,1789550084404466239,0.0,0.0,0.0
1789550084407293338,1789550084423520863,0.0,0.0,0.0
1789550084423440086,1789550084428742102,0.0,0.0,0.0
1789550084428282922,1789550084441418203,0.0,0.0,0.0
1789550084442504376,1789550084445137292,0.0,0.0,0.0
1789550084448281572,1789550084450430197,0.0,0.0,0.0
1789550084452835355,1789550084464373006,0.0,0.0,0.0
1789550084464289841,1789550084468529609,0.0,0.0,0.0
1789550084468094428,1789550084472163217,0.0,0.0,0.0
1789550084473229890,1789550084484307083,0.0,0.0,0.0
1789550084487328180,1789550084490390220,0.0,0.0,0.0
1789550084504485954,1789550084506216861,0.0,0.0,0.0
1789550084507396014,1789550084510845051,0.0,0.0,0.0
1789550084512260757,1789550084524271403,0.0,0.0,0.0
1789550084524705731,1789550084527225926,0.0,0.0,0.0
1789550084528377524,1789550084531319196,0.0,0.0,0.0
1789550084532411832,1789550084534151868,0.0,0.0,0.0
1789550084538148880,1789550084546668453,0.0,0.0,0.0
1789550084547686608,1789550084553197251,0.0,0.0,0.0
1789550084553444452,1789550084567313707,0.0,0.0,0.0
1789550084568287437,1789550084573038626,0.0,0.0,0.0
1789550084575082085,1789550084590477045,0.0,0.0,0.0
1789550084592431875,1789550084594882645,0.0,0.0,0.0
1789550084597362988,1789550084608153832,0.0,0.0,0.0
1789550084608378033,1789550084610258272,0.0,0.0,0.0
1789550084612270064,1789550084618125111,0.0,0.0,0.0
1789550084617592265,1789550084629393765,0.0,0.0,0.0
1789550084630070869,1789550084634765558,0.0,0.0,0.0
1789550084635206071,1789550084639484672,0.0,0.0,0.0
1789550084640038611,1789550084650262961,0.0,0.0,0.0
1789550084652399771,1789550084656477393,0.0,0.0,0.0
1789550084657711102,1789550084662013276,0.0,0.0,0.0
1789550084662274033,1789550084671353544,0.0,0.0,0.0
1789550084671495524,1789550084673151672,0.0,0.0,0.0
1789550084674122069,1789550084676035863,0.0,0.0,0.0
1789550084678348597,1789550084680124059,0.0,0.0,0.0
1789550084682274313,1789550084692504885,0.0,0.0,0.0
1789550084692498997,1789550084694647214,0.0,0.0,0.0
1789550084697197297,1789550084699936970,0.0,0.0,0.0
1789550084702366166,1789550084714802992,0.0,0.0,0.0
1789550084716400049,1789550084723883744,0.0,0.0,0.0
1789550084722645350,1789550084734970400,0.0,0.0,0.0
1789550084735141768,1789550084739444443,0.0,0.0,0.0
1789550084739066484,1789550084743208624,0.0,0.0,0.0
1789550084754574295,1789550084757265488,0.0,0.0,0.0
1789550084758202385,1789550084762623021,0.0,0.0,0.0
1789550084764530186,1789550084775282623,0.0,0.0,0.0
1789550084776210465,1789550084780168014,0.0,0.0,0.0
1789550084782724874,1789550084784136877,0.0,0.0,0.0
1789550084787276380,1789550084796698184,0.0,0.0,0.0
1789550084796511556,1789550084798847290,0.0,0.0,0.0
1789550084801358132,1789550084803169038,0.0,0.0,0.0
1789550084804272915,1789550084820052908,0.0,0.0,0.0
1789550084820710901,1789550084824308232,0.0,0.0,0.0
1789550084825947954,1789550084838978144,0.0,0.0,0.0
1789550084839605212,1789550084843448206,0.0,0.0,0.0
1789550084847376478,1789550084859553233,0.0,0.0,0.0
1789550084860504037,1789550084863379913,0.0,0.0,0.0
1789550084864220589,1789550084868367284,0.0,0.0,0.0
1789550084869156942,1789550084879226813,0.0,0.0,0.0
1789550084880466540,1789550084884580680,0.0,0.0,0.0
1789550084887028745,1789550084889521311,0.0,0.0,0.0
1789550084890966517,1789550084900656207,0.0,0.0,0.0
1789550084903465324,1789550084906454328,0.0,0.0,0.0
1789550084907933330,1789550084910552079,0.0,0.0,0.0
1789550084912260227,1789550084924010394,0.0,0.0,0.0
1789550084923879877,1789550084928804286,0.0,0.0,0.0
1789550084928316495,1789550084931250944,0.0,0.0,0.0
1789550084932255470,1789550084943125388,0.0,0.0,0.0
1789550084945161384,1789550084948138444,0.0,0.0,0.0
1789550084952984946,1789550084963705328,0.0,0.0,0.0
1789550084964982203,1789550084968335462,0.0,0.0,0.0
1789550084969498968,1789550084973340240,0.0,0.0,0.0
1789550084974311341,1789550084984713226,0.0,0.0,0.0
1789550084988763293,1789550084992435438,0.0,0.0,0.0
1789550085005575615,1789550085007846304,0.0,0.0,0.0
1789550085010181788,1789550085012403143,0.0,0.0,0.0
1789550085016530212,1789550085026288937,0.0,0.0,0.0
1789550085027415642,1789550085031569377,0.0,0.0,0.0
1789550085032405420,1789550085035431505,0.0,0.0,0.0
1789550085038143890,1789550085047213959,0.0,0.0,0.0
1789550085047519417,1789550085049847827,0.0,0.0,0.0
1789550085052354031,1789550085054305779,0.0,0.0,0.0
1789550085057666674,1789550085068315552,0.0,0.0,0.0
1789550085068551419,1789550085070264209,0.0,0.0,0.0
1789550085072243679,1789550085076353729,0.0,0.0,0.0
1789550085088684694,1789550085092481563,0.0,0.0,0.0
1789550085094281499,1789550085099479181,0.0,0.0,0.0
1789550085101206378,1789550085109890934,0.0,0.0,0.0
1789550085110052598,1789550085113225940,0.0,0.0,0.0
1789550085113311013,1789550085118620878,0.0,0.0,0.0
1789550085120343686,1789550085130364629,0.0,0.0,0.0
1789550085130986398,1789550085133747320,0.0,0.0,0.0
1789550085135459942,1789550085138572655,0.0,0.0,0.0
1789550085139219664,1789550085151361576,0.0,0.0,0.0
1789550085153724393,1789550085158374879,0.0,0.0,0.0
1789550085159816376,1789550085173194659,0.0,0.0,0.0
1789550085175236351,1789550085177505724,0.0,0.0,0.0
1789550085181848493,1789550085193517375,0.0,0.0,0.0
1789550085195394514,1789550085197228894,0.0,0.0,0.0
1789550085200526141,1789550085202451261,0.0,0.0,0.0
1789550085203688409,1789550085214255955,0.0,0.0,0.0
1789550085215550788,1789550085218772907,0.0,0.0,0.0
1789550085221312721,1789550085224342750,0.0,0.0,0.0
1789550085226332813,1789550085235303290,0.0,0.0,0.0
1789550085236155870,1789550085239284639,0.0,0.0,0.0
1789550085240325012,1789550085244742354,0.0,0.0,0.0
1789550085255644932,1789550085259131417,0.0,0.0,0.0
1789550085261598640,1789550085266433179,0.0,0.0,0.0
1789550085266046759,1789550085276314865,0.0,0.0,0.0
1789550085277421164,1789550085279457930,0.0,0.0,0.0
1789550085282488903,1789550085288646256,0.0,0.0,0.0
1789550085288103949,1789550085297287016,0.0,0.0,0.0
1789550085298476499,1789550085301218125,0.0,0.0,0.0
1789550085302376367,1789550085306235754,0.0,0.0,0.0
1789550085307248794,1789550085319448816,0.0,0.0,0.0
1789550085320180842,1789550085323617551,0.0,0.0,0.0
1789550085324531111,1789550085328453071,0.0,0.0,0.0
1789550085329256022,1789550085340347042,0.0,0.0,0.0
1789550085340947922,1789550085344508851,0.0,0.0,0.0
1789550085346345435,1789550085350081027,0.0,0.0,0.0
1789550085354595664,1789550085361446025,0.0,0.0,0.0
1789550085362655414,1789550085365318041,0.0,0.0,0.0
1789550085367233457,1789550085370325708,0.0,0.0,0.0
1789550085372270882,1789550085382049348,0.0,0.0,0.0
1789550085383802896,1789550085387972612,0.0,0.0,0.0
1789550085392017200,1789550085402339602,0.0,0.0,0.0
1789550085405397612,1789550085407778817,0.0,0.0,0.0
1789550085408485695,1789550085412445470,0.0,0.0,0.0
1789550085413278754,1789550085424266053,0.0,0.0,0.0
1789550085425839622,1789550085428512360,0.0,0.0,0.0
1789550085429349700,1789550085433532138,0.0,0.0,0.0
1789550085434369477,1789550085444425883,0.0,0.0,0.0
1789550085445226945,1789550085447249841,0.0,0.0,0.0
1789550085449572269,1789550085453726856,0.0,0.0,0.0
1789550085453962741,1789550085465435330,0.0,0.0,0.0
1789550085466432648,1789550085470525717,0.0,0.0,0.0
1789550085471328538,1789550085474360604,0.0,0.0,0.0
1789550085475377015,1789550085489456676,0.0,0.0,0.0
1789550085493689391,1789550085495498642,0.0,0.0,0.0
1789550085507585555,1789550085510096628,0.0,0.0,0.0
1789550085512242467,1789550085516036947,0.0,0.0,0.0
1789550085517286132,1789550085528568094,0.0,0.0,0.0
1789550085529094123,1789550085532392500,0.0,0.0,0.0
1789550085533583483,1789550085539141474,0.0,0.0,0.0
1789550085538248635,1789550085549320267,0.0,0.0,0.0
1789550085554363099,1789550085558271615,0.0,0.0,0.0
1789550085559397710,1789550085569501004,0.0,0.0,0.0
1789550085570470082,1789550085573719941,0.0,0.0,0.0
1789550085573150838,1789550085576708452,0.0,0.0,0.0
1789550085579620761,1789550085591237143,0.0,0.0,0.0
1789550085592321479,1789550085596727469,0.0,0.0,0.0
1789550085600564690,1789550085612142036,0.0,0.0,0.0
1789550085613003820,1789550085616376177,0.0,0.0,0.0
1789550085618026060,1789550085622336551,0.0,0.0,0.0
1789550085623915879,1789550085632443864,0.0,0.0,0.0
1789550085633710363,1789550085638799843,0.0,0.0,0.0
1789550085638125131,1789550085639997733,0.0,0.0,0.0
1789550085642465066,1789550085653906118,0.0,0.0,0.0
1789550085654935085,1789550085659773105,0.0,0.0,0.0
1789550085659277353,1789550085662961669,0.0,0.0,0.0
1789550085662202921,1789550085674569274,0.0,0.0,0.0
1789550085674572200,1789550085677532137,0.0,0.0,0.0
1789550085679690476,1789550085682422935,0.0,0.0,0.0
1789550085682180161,1789550085686581244,0.0,0.0,0.0
1789550085688616139,1789550085696473763,0.0,0.0,0.0
1789550085699843546,1789550085702394693,0.0,0.0,0.0
1789550085703612009,1789550085705317372,0.0,0.0,0.0
1789550085707423841,1789550085717413322,0.0,0.0,0.0
1789550085717923240,1789550085725456387,0.0,0.0,0.0
1789550085727871333,1789550085738278882,0.0,0.0,0.0
1789550085740555126,1789550085742276489,0.0,0.0,0.0
1789550085744622565,1789550085747286507,0.0,0.0,0.0
1789550085749157664,1789550085763284436,0.0,0.0,0.0
1789550085764618101,1789550085769368938,0.0,0.0,0.0
1789550085770269054,1789550085779452214,0.0,0.0,0.0
1789550085780163259,1789550085783141566,0.0,0.0,0.0
1789550085789219809,1789550085800492827,0.0,0.0,0.0
1789550085802575518,1789550085805595899,0.0,0.0,0.0
1789550085807113117,1789550085809246271,0.0,0.0,0.0
1789550085812282022,1789550085821446385,0.0,0.0,0.0
1789550085821710678,1789550085823838739,0.0,0.0,0.0
1789550085824500525,1789550085826254184,0.0,0.0,0.0
1789550085827406371,1789550085830469899,0.0,0.0,0.0
1789550085832672348,1789550085842365278,0.0,0.0,0.0
1789550085842580126,1789550085845363585,0.0,0.0,0.0
1789550085849492838,1789550085851538493,0.0,0.0,0.0
1789550085852326759,1789550085863844792,0.0,0.0,0.0
1789550085864390228,1789550085868587499,0.0,0.0,0.0
1789550085869148602,1789550085872736363,0.0,0.0,0.0
1789550085873256615,1789550085886636119,0.0,0.0,0.0
1789550085889926496,1789550085894177081,0.0,0.0,0.0
1789550085905451858,1789550085909648184,0.0,0.0,0.0
1789550085910390284,1789550085912547937,0.0,0.0,0.0
1789550085913146762,1789550085926942631,0.0,0.0,0.0
1789550085927461975,1789550085931255937,0.0,0.0,0.0
1789550085932293218,1789550085936600876,0.0,0.0,0.0
1789550085937790803,1789550085946984203,0.0,0.0,0.0
1789550085948890823,1789550085954632848,0.0,0.0,0.0
1789550085953930766,1789550085956506506,0.0,0.0,0.0
1789550085957584953,1789550085968037760,0.0,0.0,0.0
1789550085968291127,1789550085971172936,0.0,0.0,0.0
1789550085972266012,1789550085974395406,0.0,0.0,0.0
1789550085977599007,1789550085988605362,0.0,0.0,0.0
1789550085989520107,1789550085991382579,0.0,0.0,0.0
1789550085993609306,1789550085996714222,0.0,0.0,0.0
1789550085997308084,1789550086009732669,0.0,0.0,0.0
1789550086010357305,1789550086013562079,0.0,0.0,0.0
1789550086014130420,1789550086016816555,0.0,0.0,0.0
1789550086017796074,1789550086031068864,0.0,0.0,0.0
1789550086031885830,1789550086035499485,0.0,0.0,0.0
1789550086036493874,1789550086041510651,0.0,0.0,0.0
1789550086041419949,1789550086054598481,0.0,0.0,0.0
1789550086056869254,1789550086063151674,0.0,0.0,0.0
1789550086059271172,1789550086064072175,0.0,0.0,0.0
1789550086062435668,1789550086073685144,0.0,0.0,0.0
1789550086073602683,1789550086075746124,0.0,0.0,0.0
1789550086077456092,1789550086079578571,0.0,0.0,0.0
1789550086083690717,1789550086094292501,0.0,0.0,0.0
1789550086094523700,1789550086096669808,0.0,0.0,0.0
1789550086098886119,1789550086102527977,0.0,0.0,0.0
1789550086105049356,1789550086114816378,0.0,0.0,0.0
1789550086115397997,1789550086117660677,0.0,0.0,0.0
1789550086118224185,1789550086121677250,0.0,0.0,0.0
1789550086122417773,1789550086125990355,0.0,0.0,0.0
1789550086127874505,1789550086136812116,0.0,0.0,0.0
1789550086136593342,1789550086138902522,0.0,0.0,0.0
1789550086139518084,1789550086142667025,0.0,0.0,0.0
1789550086145465029,1789550086157474990,0.0,0.0,0.0
1789550086159317789,1789550086163084627,0.0,0.0,0.0
1789550086165145681,1789550086178206937,0.0,0.0,0.0
1789550086180092162,1789550086182560819,0.0,0.0,0.0
1789550086186534912,1789550086198496559,0.0,0.0,0.0
1789550086199543132,1789550086203854274,0.0,0.0,0.0
1789550086205582057,1789550086208437967,0.0,0.0,0.0
1789550086209562298,1789550086221041676,0.0,0.0,0.0
1789550086224247431,1789550086226938696,0.0,0.0,0.0
1789550086229718441,1789550086241101636,0.0,0.0,0.0
1789550086242790827,1789550086246074803,0.0,0.0,0.0
1789550086251588700,1789550086261860194,0.0,0.0,0.0
1789550086264579958,1789550086269573494,0.0,0.0,0.0
1789550086270364017,1789550086282586919,0.0,0.0,0.0
1789550086283386478,1789550086287051817,0.0,0.0,0.0
1789550086292334607,1789550086303598342,0.0,0.0,0.0
1789550086307557009,1789550086310550287,0.0,0.0,0.0
1789550086312303661,1789550086323567748,0.0,0.0,0.0
1789550086323920852,1789550086326385288,0.0,0.0,0.0
1789550086327781725,1789550086330666875,0.0,0.0,0.0
1789550086332319307,1789550086344528505,0.0,0.0,0.0
1789550086344626911,1789550086347416896,0.0,0.0,0.0
1789550086349788296,1789550086353043791,0.0,0.0,0.0
1789550086354321471,1789550086366829923,0.0,0.0,0.0
1789550086367440153,1789550086371264359,0.0,0.0,0.0
1789550086372286451,1789550086375741257,0.0,0.0,0.0
1789550086385986807,1789550086389953400,0.0,0.0,0.0
1789550086390512482,1789550086393474205,0.0,0.0,0.0
1789550086407605275,1789550086410815085,0.0,0.0,0.0
1789550086413266373,1789550086418277483,0.0,0.0,0.0
1789550086418619255,1789550086430501163,0.0,0.0,0.0
1789550086434980339,1789550086438472755,0.0,0.0,0.0
1789550086438382720,1789550086449434125,0.0,0.0,0.0
1789550086455849987,1789550086458455216,0.0,0.0,0.0
1789550086460189091,1789550086471739043,0.0,0.0,0.0
1789550086472239219,1789550086475405085,0.0,0.0,0.0
1789550086477499176,1789550086479384122,0.0,0.0,0.0
1789550086483333178,1789550086491434009,0.0,0.0,0.0
1789550086491712152,1789550086493780428,0.0,0.0,0.0
1789550086498631042,1789550086500440230,0.0,0.0,0.0
1789550086502754428,1789550086512486172,0.0,0.0,0.0
1789550086512925386,1789550086515150104,0.0,0.0,0.0
1789550086517618132,1789550086521733519,0.0,0.0,0.0
1789550086522514763,1789550086533827367,0.0,0.0,0.0
1789550086535067881,1789550086538722647,0.0,0.0,0.0
1789550086539551001,1789550086543322283,0.0,0.0,0.0
1789550086554950566,1789550086557473445,0.0,0.0,0.0
1789550086557821143,1789550086561723329,0.0,0.0,0.0
1789550086562279634,1789550086577684606,0.0,0.0,0.0
1789550086576852103,1789550086580421518,0.0,0.0,0.0
1789550086583039173,1789550086584583033,0.0,0.0,0.0
1789550086589004247,1789550086596730492,0.0,0.0,0.0
1789550086597988635,1789550086600741195,0.0,0.0,0.0
1789550086602250648,1789550086605462533,0.0,0.0,0.0
1789550086607247092,1789550086618866079,0.0,0.0,0.0
1789550086619083631,1789550086623165833,0.0,0.0,0.0
1789550086623992243,1789550086635019204,0.0,0.0,0.0
1789550086628216868,1789550086638514361,0.0,0.0,0.0
1789550086639658340,1789550086642426103,0.0,0.0,0.0
1789550086644608933,1789550086647370641,0.0,0.0,0.0
1789550086648388363,1789550086659478434,0.0,0.0,0.0
1789550086660255401,1789550086664125643,0.0,0.0,0.0
1789550086664596505,1789550086669004978,0.0,0.0,0.0
1789550086669552357,1789550086679979496,0.0,0.0,0.0
1789550086680164085,1789550086683388062,0.0,0.0,0.0
1789550086684623317,1789550086689028846,0.0,0.0,0.0
1789550086690471190,1789550086701003160,0.0,0.0,0.0
1789550086703605723,1789550086707098565,0.0,0.0,0.0
1789550086707339227,1789550086710525612,0.0,0.0,0.0
1789550086712705349,1789550086721669905,0.0,0.0,0.0
1789550086722241653,1789550086724902900,0.0,0.0,0.0
1789550086727789939,1789550086732233189,0.0,0.0,0.0
1789550086732852641,1789550086742921416,0.0,0.0,0.0
1789550086743568997,1789550086746048636,0.0,0.0,0.0
1789550086751011784,1789550086763636215,0.0,0.0,0.0
1789550086765262592,1789550086770343535,0.0,0.0,0.0
1789550086769995467,1789550086773829840,0.0,0.0,0.0
1789550086774388441,1789550086785738267,0.0,0.0,0.0
1789550086789688804,1789550086793211090,0.0,0.0,0.0
1789550086805608656,1789550086808422159,0.0,0.0,0.0
1789550086809614100,1789550086813170330,0.0,0.0,0.0
1789550086813841502,1789550086826577321,0.0,0.0,0.0
1789550086827846075,1789550086831540191,0.0,0.0,0.0
1789550086832921647,1789550086837212104,0.0,0.0,0.0
1789550086838131698,1789550086848441506,0.0,0.0,0.0
1789550086850623928,1789550086855403598,0.0,0.0,0.0
1789550086855424876,1789550086857660630,0.0,0.0,0.0
1789550086859897570,1789550086868873421,0.0,0.0,0.0
1789550086869220211,1789550086872033159,0.0,0.0,0.0
1789550086872270765,1789550086877004214,0.0,0.0,0.0
1789550086889611516,1789550086891477500,0.0,0.0,0.0
1789550086894711940,1789550086896357150,0.0,0.0,0.0
1789550086897586757,1789550086911461832,0.0,0.0,0.0
1789550086911759530,1789550086916412776,0.0,0.0,0.0
1789550086916298630,1789550086920473497,0.0,0.0,0.0
1789550086921455145,1789550086931530698,0.0,0.0,0.0
1789550086932315184,1789550086938324424,0.0,0.0,0.0
1789550086937612270,1789550086940518568,0.0,0.0,0.0
1789550086953635027,1789550086956870060,0.0,0.0,0.0
1789550086957564454,1789550086959824412,0.0,0.0,0.0
1789550086962227978,1789550086974501213,0.0,0.0,0.0
1789550086974594915,1789550086978561174,0.0,0.0,0.0
1789550086979681375,1789550086985697134,0.0,0.0,0.0
1789550086985540526,1789550086997055459,0.0,0.0,0.0
1789550086994369120,1789550086997225974,0.0,0.0,0.0
1789550086998769075,1789550087001448803,0.0,0.0,0.0
1789550087002331694,1789550087014637644,0.0,0.0,0.0
1789550087016386475,1789550087022191957,0.0,0.0,0.0
1789550087021761448,1789550087025865801,0.0,0.0,0.0
1789550087025747322,1789550087036631302,0.0,0.0,0.0
1789550087037409099,1789550087041065055,0.0,0.0,0.0
1789550087042705463,1789550087047114624,0.0,0.0,0.0
1789550087047982531,1789550087056710040,0.0,0.0,0.0
1789550087057579261,1789550087059752306,0.0,0.0,0.0
1789550087062221121,1789550087063704532,0.0,0.0,0.0
1789550087067269101,1789550087077652111,0.0,0.0,0.0
1789550087077682166,1789550087082640092,0.0,0.0,0.0
1789550087083366502,1789550087090053112,0.0,0.0,0.0
1789550087089051375,1789550087099870857,0.0,0.0,0.0
1789550087101938403,1789550087104403089,0.0,0.0,0.0
1789550087105291032,1789550087108592625,0.0,0.0,0.0
1789550087110551600,1789550087120938480,0.0,0.0,0.0
1789550087122387707,1789550087125364159,0.0,0.0,0.0
1789550087127416391,1789550087129359145,0.0,0.0,0.0
1789550087132265672,1789550087141019700,0.0,0.0,0.0
1789550087140799445,1789550087143971393,0.0,0.0,0.0
1789550087145667411,1789550087148970189,0.0,0.0,0.0
1789550087148274668,1789550087150657374,0.0,0.0,0.0
1789550087153443367,1789550087162627718,0.0,0.0,0.0
1789550087163729490,1789550087167299651,0.0,0.0,0.0
1789550087167445926,1789550087169483918,0.0,0.0,0.0
1789550087172262134,1789550087182716234,0.0,0.0,0.0
1789550087185481321,1789550087188748155,0.0,0.0,0.0
1789550087190286177,1789550087193671749,0.0,0.0,0.0
1789550087203680323,1789550087206522371,0.0,0.0,0.0
1789550087207398259,1789550087210746388,0.0,0.0,0.0
1789550087212336667,1789550087224451860,0.0,0.0,0.0
1789550087224752224,1789550087230245565,0.0,0.0,0.0
1789550087228568120,1789550087231877565,0.0,0.0,0.0
1789550087233150685,1789550087247157595,0.0,0.0,0.0
1789550087247237890,1789550087255770218,0.0,0.0,0.0
1789550087254550783,1789550087266614958,0.0,0.0,0.0
1789550087267678324,1789550087271532219,0.0,0.0,0.0
1789550087272940003,1789550087276545071,0.0,0.0,0.0
1789550087287895077,1789550087292307590,0.0,0.0,0.0
1789550087294768424,1789550087297525066,0.0,0.0,0.0
1789550087298446416,1789550087309669648,0.0,0.0,0.0
1789550087309419098,1789550087311412090,0.0,0.0,0.0
1789550087312140408,1789550087316220669,0.0,0.0,0.0
1789550087319376635,1789550087329727664,0.0,0.0,0.0
1789550087330799733,1789550087334826217,0.0,0.0,0.0
1789550087337475325,1789550087350614310,0.0,0.0,0.0
1789550087355050100,1789550087358537634,0.0,0.0,0.0
1789550087358768443,1789550087371581547,0.0,0.0,0.0
1789550087372918776,1789550087375549329,0.0,0.0,0.0
1789550087377619987,1789550087382640023,0.0,0.0,0.0
1789550087384672829,1789550087392673429,0.0,0.0,0.0
1789550087393613760,1789550087396515751,0.0,0.0,0.0
1789550087398842532,1789550087401930945,0.0,0.0,0.0
1789550087402539913,1789550087413603352,0.0,0.0,0.0
1789550087416107852,1789550087418452133,0.0,0.0,0.0
1789550087419520331,1789550087423651647,0.0,0.0,0.0
1789550087424828195,1789550087434970617,0.0,0.0,0.0
1789550087434663198,1789550087438136343,0.0,0.0,0.0
1789550087437465858,1789550087442288509,0.0,0.0,0.0
1789550087444060544,1789550087455676008,0.0,0.0,0.0
1789550087455638416,1789550087459599217,0.0,0.0,0.0
1789550087460695044,1789550087465111964,0.0,0.0,0.0
