t_start_ns,t_end_ns,t_bag_ns,scan_idx,bssid,ssid,rssi_dbm,freq_mhz,last_seen_ms
1789550084030894080,1789550087604870144,1789550087645557761,0,a2:0c:c2:cf:c6:70,Galaxy S24 Ultra,-66.0,2412.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:61:91:c0,CESI_Corp,-55.0,2417.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:61:91:c1,CESI_HotSpot,-56.0,2417.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:61:91:c2,CESI_Robots,-55.0,2417.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:61:91:c3,CESI_Recherche,-56.0,2417.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:61:91:c4,CESI_Iot,-54.0,2417.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:61:f4:50,CESI_Corp,-52.0,2437.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:61:f4:51,CESI_HotSpot,-52.0,2437.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:61:f4:52,CESI_Robots,-52.0,2437.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:61:f4:53,CESI_Recherche,-51.0,2437.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:61:f4:54,CESI_Iot,-54.0,2437.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:61:e5:71,CESI_HotSpot,-50.0,2472.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:61:e5:72,CESI_Robots,-49.0,2472.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:61:e5:73,CESI_Recherche,-50.0,2472.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:61:e5:74,CESI_Iot,-49.0,2472.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:61:e5:70,CESI_Corp,-48.0,2472.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,02:91:9e:71:b0:15,poppy_net,-33.0,2472.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:91:c0,CESI_Corp,-58.0,5320.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:91:c1,CESI_HotSpot,-58.0,5320.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:91:c2,CESI_Robots,-58.0,5320.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:91:c3,CESI_Recherche,-58.0,5320.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:91:c4,CESI_Iot,-58.0,5320.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a0:d2:d0,CESI_Corp,-74.0,5540.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a0:d2:d1,CESI_HotSpot,-74.0,5540.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a0:d2:d2,CESI_Robots,-74.0,5540.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a0:d2:d3,CESI_Recherche,-74.0,5540.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a0:d2:d4,CESI_Iot,-74.0,5540.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:f4:50,CESI_Corp,-61.0,5580.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:f4:51,CESI_HotSpot,-61.0,5580.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:f4:52,CESI_Robots,-61.0,5580.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:f4:53,CESI_Recherche,-61.0,5580.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:f4:54,CESI_Iot,-61.0,5580.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:e5:70,CESI_Corp,-46.0,5620.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:e5:71,CESI_HotSpot,-46.0,5620.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:e5:72,CESI_Robots,-46.0,5620.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:e5:73,CESI_Recherche,-45.0,5620.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:e5:74,CESI_Iot,-45.0,5620.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,32:24:a9:e8:3e:7f,DIRECT-7F-HP OfficeJet Pro 9010,-70.0,2437.0,4200
1789550084030894080,1789550087604870144,1789550087645557761,0,78:c4:0e:d7:b1:30,RM828_WIFI,-75.0,2412.0,4200
1789550084030894080,1789550087604870144,1789550087645557761,0,f8:d0:27:79:d8:b8,EB79D8B8-@E8D0dUTYu1AOsK,-72.0,2462.0,4200
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:a9:73,CESI_Recherche,-85.0,5280.0,4200
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:a9:74,CESI_Iot,-85.0,5280.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:a9:70,CESI_Corp,-85.0,5280.0,4200
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:a9:71,CESI_HotSpot,-85.0,5280.0,4200
1789550084030894080,1789550087604870144,1789550087645557761,0,7c:26:64:69:50:05,,-90.0,5320.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,2c:5a:0f:e5:7f:e1,eduroam,-67.0,2412.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:60:d2:d3,CESI_Recherche,-63.0,2427.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:60:d2:d4,CESI_Iot,-61.0,2427.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:a1:a9:72,CESI_Robots,-84.0,5280.0,4200
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:60:d2:d1,CESI_HotSpot,-61.0,2427.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,2c:5a:0f:e5:7f:e0,eduspot,-69.0,2412.0,4200
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:60:d2:d2,CESI_Robots,-63.0,2427.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,d4:bd:4f:60:d2:d0,CESI_Corp,-62.0,2427.0,4
1789550084030894080,1789550087604870144,1789550087645557761,0,8e:97:ea:a4:87:85,,-85.0,5200.0,20788
1789550084030894080,1789550087604870144,1789550087645557761,0,2c:5a:0f:e5:7f:ef,eduspot,-88.0,5280.0,12492
1789550084030894080,1789550087604870144,1789550087645557761,0,8c:97:ea:a4:87:84,Freebox-32CD89,-86.0,5200.0,8400
1789550084030894080,1789550087604870144,1789550087645557761,0,7c:26:64:69:50:04,,-79.0,2462.0,4200
1789550088148583936,1789550091705593088,1789550091751435038,1,a2:0c:c2:cf:c6:70,Galaxy S24 Ultra,-61.0,2412.0,4
1789550088148583936,1789550091705593088,1789550091751435038,1,d4:bd:4f:61:91:c0,CESI_Corp,-55.0,2417.0,4
1789550088148583936,1789550091705593088,1789550091751435038,1,d4:bd:4f:61:91:c1,CESI_HotSpot,-56.0,2417.0,4
1789550088148583936,1789550091705593088,1789550091751435038,1,d4:bd:4f:61:91:c2,CESI_Robots,-56.0,2417.0,4
1789550088148583936,1789550091705593088,1789550091751435038,1,d4:bd:4f:61:91:c3,CESI_Recherche,-56.0,2417.0,4
1789550088148583936,1789550091705593088,1789550091751435038,1,d4:bd:4f:61:91:c4,CESI_Iot,-56.0,2417.0,4
1789550088148583936,1789550091705593088,1789550091751435038,1,d4:bd:4f:61:f4:50,CESI_Corp,-55.0,2437.0,4
1789550088148583936,1789550091705593088,1789550091751435038,1,d4:bd:4f:61:f4:51,CESI_HotSpot,-55.0,2437.0,4
