t_ns,t_bag_ns,n_beams,n_finite,angle_min,angle_max,angle_increment_raw,time_increment_s,scan_time_s
1784885675330153619,1784885675330685396,270,230,0.007168659940361977,6.266801357269287,0.023265978321433067,0.0004364181950222701,0.11741682887077332
1784885675450134003,1784885675450575775,269,232,0.021849770098924637,6.281289577484131,0.023288743570446968,0.00043643161188811064,0.1173020526766777
1784885675560170065,1784885675560556493,269,223,0.0075233266688883305,6.266980171203613,0.023288743570446968,0.0004364304186310619,0.1173020526766777
1784885675680247566,1784885675680794379,269,227,0.01433978695422411,6.273779392242432,0.023288743570446968,0.00043643161188811064,0.1173020526766777
1784885675800216859,1784885675801098163,269,217,0.013815677724778652,6.273262977600098,0.023281155154109,0.0004364311171229929,0.11734028905630112
1784885675920163656,1784885675920588115,269,213,0.012421736493706703,6.2706451416015625,0.023265978321433067,0.00043651642045006156,0.11741682887077332
1784885676030216943,1784885676030645828,269,227,0.008928781375288963,6.268374443054199,0.023288743570446968,0.0004364312335383147,0.1173020526766777
1784885676150219423,1784885676150816396,269,226,0.0019402493489906192,6.2614006996154785,0.023326685652136803,0.0004364301566965878,0.11711125820875168
1784885676270152228,1784885676270498828,269,220,0.01835578680038452,6.277960777282715,0.023288743570446968,0.00043642011587508023,0.1173020526766777
1784885676390157800,1784885676390596795,269,231,0.009094057604670525,6.268715858459473,0.023288743570446968,0.0004364189226180315,0.1173020526766777
