t_ns,x,y,yaw,n_matched,inlier_frac,rmse_m,quality
1789550086197751296,0.14742227860401483,-0.6069365516908543,4.3302854439672064e-05,233,1.0,0.00574,good
1789550086317815910,0.17233845399169226,-0.6066651904259128,-0.0010421393050586076,238,1.0,0.00377,good
1789550086417762493,0.1945690275559213,-0.6080232665783261,0.0018617401705005535,233,1.0,0.00383,good
1789550086537774775,0.22043927277869743,-0.6091174158090067,-0.001007096718058504,232,1.0,0.00888,good
1789550086648257680,0.24237086147539172,-0.609437898126847,-0.0008485593264512866,226,1.0,0.00779,good
1789550086748261317,0.26573561950639113,-0.6109934085714919,0.0007634669016018114,233,1.0,0.00568,good
1789550086867871107,0.2926316292327523,-0.6113961388682301,-0.005270999042673349,235,1.0,0.00453,good
1789550086977747041,0.31718510438478353,-0.6113665658423159,-0.005867452931619615,232,1.0,0.00439,good
1789550087087790404,0.3389810772309825,-0.6108827088661486,-0.007722119496257018,233,1.0,0.00523,good
1789550087197751066,0.3615859208815921,-0.60958451876362,-0.01014388299050967,236,1.0,0.00572,good
1789550087307767264,0.3855465437132352,-0.6101842801995772,-0.014452200232431043,232,1.0,0.00499,good
1789550087417786999,0.41060939441426114,-0.6103941439316365,-0.015222403734198822,238,1.0,0.00477,good
1789550087527912047,0.4335511928081823,-0.6103528385571458,-0.017377380019477213,231,1.0,0.00343,good
1789550087637771564,0.4570067411165965,-0.6111017667703816,-0.017101251883728536,236,1.0,0.00602,good
1789550087747759003,0.4833088824882727,-0.6104701176597095,-0.016339976828890716,227,1.0,0.00729,good
1789550087857840311,0.5054462153302235,-0.6103944984501013,-0.016639695855016397,231,1.0,0.00384,good
1789550087967786993,0.5273147729343346,-0.6109354074915481,-0.01787079162819543,231,1.0,0.00312,good
1789550088077749687,0.5510411732347738,-0.6114818677131516,-0.017932683555615767,235,1.0,0.00586,good
1789550088187802015,0.5742718925783923,-0.6124505942768376,-0.016016542572289374,229,1.0,0.00409,good
1789550088297733328,0.597563448073462,-0.6134000638672887,-0.019134516411840555,231,1.0,0.00407,good
1789550088407708547,0.6216029531876734,-0.6135315017507428,-0.01856449848641633,231,1.0,0.00482,good
1789550088517761523,0.6452337003749822,-0.6149814816884783,-0.015864004583071637,230,1.0,0.00606,good
1789550088627814259,0.6704827035913907,-0.6152331517163947,-0.012186106270180255,232,1.0,0.00431,good
1789550088738226893,0.6934696089647483,-0.6147063804297258,-0.011247833654872518,234,1.0,0.00327,good
1789550088847774401,0.7163563562010112,-0.6144621727669408,-0.014407846920081095,232,1.0,0.00477,good
1789550088957744620,0.739844497131146,-0.6165664603116356,-0.014663527891030008,230,1.0,0.00512,good
1789550089067736876,0.7649372288234669,-0.615746118130496,-0.01676152073147917,228,1.0,0.0049,good
1789550089177753700,0.7869019653455286,-0.6169279365653132,-0.016657157627112746,237,1.0,0.00481,good
1789550089297762472,0.8140375357201776,-0.6169284414509387,-0.016985570982003304,236,1.0,0.00359,good
1789550089397755774,0.8359026961315593,-0.6170147890330124,-0.015943501238766873,234,1.0,0.00395,good
1789550089507746729,0.8579687315559533,-0.616792762388088,-0.017151793591265084,228,1.0,0.00478,good
1789550089627753668,0.8876243100327535,-0.6172661701432938,-0.014966468506716006,236,1.0,0.00552,good
1789550089727758933,0.9092571636604831,-0.6168781339730515,-0.014480579620676918,230,1.0,0.0041,good
1789550089847783557,0.9339318791980583,-0.6171777427956999,-0.014509204373647246,231,1.0,0.00641,good
1789550089957723087,0.9568114258989036,-0.6164880357309801,-0.015211110838037013,234,1.0,0.00374,good
1789550090058478182,0.9787141677171624,-0.6165348372974485,-0.016639377091031762,233,1.0,0.00462,good
1789550090177722176,1.0068080021557537,-0.6176841187620056,-0.014605356230705208,236,1.0,0.0051,good
1789550090289351657,1.0278215023811366,-0.6169352127389001,-0.013209648518795771,229,1.0,0.00311,good
1789550090397763355,1.0518146528668713,-0.6176027824745869,-0.012117455228764349,232,1.0,0.00329,good
1789550090507746316,1.0745977400411193,-0.6173750678584957,-0.012832413667835562,228,1.0,0.00589,good
1789550090617877550,1.0983987137076532,-0.6173027533141457,-0.012393194892544444,236,1.0,0.00436,good
1789550090727819328,1.1209227585701005,-0.6179449883659652,-0.014257242651398602,231,1.0,0.00712,good
1789550090837727940,1.1470344869629185,-0.6178460226767222,-0.014064765739667749,235,1.0,0.0047,good
1789550090947754529,1.1686701224061438,-0.6175051652463176,-0.01577360839756393,236,0.9958,0.00434,good
1789550091057776275,1.1935720616806365,-0.6189623942349237,-0.017040115895762285,226,1.0,0.00389,good
1789550091167757551,1.2165219777852236,-0.6192707641781805,-0.015254505672534831,229,1.0,0.00497,good
1789550091277751086,1.2415471010126746,-0.6194936915005335,-0.014420672123668729,229,1.0,0.00485,good
1789550091387850857,1.265269003636319,-0.6195557275212118,-0.012571358112893888,225,1.0,0.00333,good
1789550091487771677,1.2878294751906656,-0.6185526676909727,-0.010100103239693453,227,1.0,0.00642,good
1789550091607751670,1.3115288223857668,-0.6177683456916198,-0.01010578191706677,227,1.0,0.00513,good
1789550091717734408,1.3356348584685278,-0.6187434681046825,-0.01196706637094849,226,1.0,0.00418,good
1789550091827776274,1.3612222478394278,-0.618859998050089,-0.01046598411532287,225,1.0,0.00403,good
1789550091937874675,1.3839630945966543,-0.6190735142939364,-0.009026244771045371,227,1.0,0.00395,good
1789550092047858237,1.4059948887207825,-0.619184032946962,-0.01147781323147907,227,1.0,0.00431,good
1789550092157747563,1.4288491217393446,-0.6211565222298592,-0.010426078910116961,233,1.0,0.00379,good
1789550092267773052,1.4540228352896538,-0.6201153905909823,-0.009145813002845898,229,1.0,0.00629,good
1789550092377818113,1.4787770422041213,-0.619707653745685,-0.00762157366036062,227,1.0,0.00726,good
1789550092487772271,1.5037511235138645,-0.6193848502696543,-0.005565323446987921,228,1.0,0.00415,good
1789550092597750835,1.5264849267681224,-0.6190560597767191,-0.00504282750074305,230,1.0,0.0043,good
1789550092707757935,1.552687083896807,-0.619258515975262,-0.005452377951276909,234,1.0,0.00717,good
1789550092817797515,1.5746705110430637,-0.6190716500127438,-0.005834842966261179,227,1.0,0.00641,good
1789550092937770247,1.6012951725006102,-0.6202829202901495,-0.009395645881989012,229,1.0,0.00583,good
1789550093037759593,1.624304186604912,-0.6203852262962881,-0.010892598491130957,231,1.0,0.00853,good
1789550093147750344,1.6495190947020157,-0.6196731009671126,-0.00931041667201429,232,1.0,0.00697,good
1789550093267749640,1.6748555568025452,-0.6192672691133981,-0.004901867292987237,226,1.0,0.00588,good
1789550093377752039,1.6982950848219747,-0.6207592503912699,-0.00627673555919149,228,1.0,0.00763,good
1789550093488092313,1.7217041856615274,-0.6209819817480355,-0.00473516737187034,225,1.0,0.00511,good
1789550093597748264,1.74587817283791,-0.6209589815354997,-0.004485685148682668,230,1.0,0.00709,good
1789550093697764081,1.768842135722177,-0.6229275297017568,-0.00782179036552657,225,1.0,0.00511,good
1789550093817876242,1.7952961035349355,-0.6217261196942857,-0.008773432199962895,227,1.0,0.00523,good
1789550093927764479,1.8184457720462677,-0.6225702981937541,-0.015764295420736027,231,0.9957,0.00699,good
1789550094037761906,1.8409773911534155,-0.6227614572477858,-0.015072756204721104,228,1.0,0.00802,good
1789550094147745485,1.864751783069547,-0.6214193598862655,-0.01175211005207921,227,1.0,0.0058,good
1789550094247746789,1.885358747934651,-0.6234655056700038,-0.01246034959012433,225,1.0,0.00758,good
1789550094367769957,1.9096699837958369,-0.6241325501733912,-0.009373760259477872,226,1.0,0.00466,good
1789550094477756314,1.9336359388845263,-0.6246709708616959,-0.007547168468183693,223,1.0,0.00582,good
1789550094587754078,1.9554486250695502,-0.6260906131299332,-0.006693245781348067,226,1.0,0.00566,good
1789550094697761694,1.9829199666881314,-0.6263444332988678,-0.005065985441803098,223,1.0,0.00687,good
1789550094807758032,2.0060540943836402,-0.6252466979313192,-0.005378089016929634,227,1.0,0.0055,good
1789550094917761148,2.0306014679785087,-0.625856591232199,-0.005516245519063215,224,1.0,0.00702,good
1789550095027755878,2.0538078161710156,-0.6250676727452747,-0.009523255950983939,229,1.0,0.00662,good
1789550095138118888,2.0787686132418495,-0.623911480083978,-0.010397709362419544,227,1.0,0.00686,good
1789550095247763637,2.102743706729072,-0.6226982580981413,-0.010246727718705018,225,1.0,0.00892,good
1789550095357744017,2.1262161959565584,-0.6236081159128046,-0.012055443171797799,227,1.0,0.00626,good
1789550095467746841,2.151153715142003,-0.6248164966394196,-0.012518371470544402,231,1.0,0.00357,good
1789550095577748480,2.17340207127382,-0.6249296356363866,-0.01571553638173811,228,1.0,0.00495,good
1789550095688041401,2.1977837897920907,-0.6252646365180667,-0.01864175142321673,230,1.0,0.00385,good
1789550095797757776,2.220725906885735,-0.6258493515826195,-0.02141963013096046,227,1.0,0.0073,good
1789550095911145346,2.2465404229031316,-0.6274271479903265,-0.019604957767623936,220,1.0,0.00553,good
1789550096017776122,2.2691227909024354,-0.6277820980705467,-0.01951663124138835,229,1.0,0.00546,good
1789550096127757406,2.2937725091054384,-0.627098155450131,-0.021343456590502165,228,1.0,0.00506,good
1789550096237771373,2.3173317957351673,-0.6275217625877887,-0.019569041814993398,229,1.0,0.00818,good
1789550096347862780,2.3400438563563255,-0.6291182252707341,-0.019266998154238105,226,1.0,0.00704,good
1789550096457768401,2.3654434959212227,-0.6285694107146578,-0.023331849730325618,233,1.0,0.009,good
1789550096567746222,2.388239985679331,-0.6290543714731432,-0.02524886101759608,229,1.0,0.00454,good
1789550096677744875,2.4140693795426933,-0.6289254331962443,-0.02666897228786903,224,1.0,0.00512,good
1789550096787872614,2.438387545878259,-0.6285112392693971,-0.023909082980517395,228,1.0,0.00754,good
1789550096897720886,2.463233282694619,-0.6291143103710778,-0.023492123308241027,224,1.0,0.00875,good
1789550097007744024,2.486951347186015,-0.6291651707397888,-0.020240835615243556,228,1.0,0.00878,good
1789550097117801735,2.5108361433779405,-0.6298795526290191,-0.020891574808683172,228,1.0,0.00719,good
1789550097227761691,2.5347858627174853,-0.6305807126995888,-0.02034784297887939,225,1.0,0.00727,good
1789550097338161624,2.5581527556373063,-0.6311995781196501,-0.020595616604058346,227,1.0,0.00695,good
1789550097447857928,2.581604040103142,-0.6306355695973032,-0.025370804495049692,228,0.9956,0.00542,good
1789550097557755647,2.605948588206291,-0.6315248302467683,-0.024909576645115075,227,1.0,0.01049,good
1789550097667756453,2.6318789885811578,-0.6322560575878676,-0.02629370722479293,227,0.9956,0.00872,good
1789550097777755000,2.6559880047465128,-0.6333611304221566,-0.028122291914866947,229,1.0,0.00776,good
1789550097889316668,2.678823882737665,-0.6335068016756575,-0.02794178333798893,221,1.0,0.00935,good
1789550097997839478,2.7040992321835158,-0.6335972788180599,-0.02906613288066298,229,1.0,0.01017,good
1789550098107743853,2.727716797856597,-0.6356333523886228,-0.02669411638397281,224,1.0,0.00784,good
1789550098208264440,2.749315170487622,-0.6364487304686255,-0.027843434442403354,227,1.0,0.009,good
1789550098327747882,2.7757295920021363,-0.638433420598416,-0.028762599605675402,232,1.0,0.00865,good
1789550098437779626,2.798764589995011,-0.6392551535080917,-0.030545816582459816,229,1.0,0.0091,good
1789550098547878089,2.8212807169775926,-0.6398102944802653,-0.035938706627712605,224,1.0,0.00762,good
1789550098657757639,2.8432576531235862,-0.641437441286642,-0.04241572716788926,234,1.0,0.00764,good
1789550098767745737,2.867605227229504,-0.6434114061888264,-0.042251173804569275,227,1.0,0.00663,good
1789550098877764964,2.8919384011381144,-0.6440951156863693,-0.04709795220200935,228,1.0,0.00526,good
1789550098987878796,2.9142962075552554,-0.6451262216062172,-0.047736140977054815,227,1.0,0.00568,good
1789550099097753184,2.9336207834549066,-0.6411488430287037,-0.03800037120331989,232,1.0,0.01369,good
1789550099207760156,2.948478967187015,-0.6416634901158739,0.026003550538602278,226,1.0,0.00703,good
1789550099318056075,2.971867723040015,-0.6438439809903915,0.04805268485979705,229,1.0,0.00907,good
1789550099427756472,2.9913352183930533,-0.6405231935784089,0.052534720212969524,228,0.9956,0.00937,good
1789550099537772703,3.003425685669918,-0.6381735879522585,0.1281859560555405,225,1.0,0.00951,good
1789550099648046012,3.0224039147347836,-0.6375808340017333,0.16343821480928372,230,1.0,0.00974,good
1789550099757758131,3.047451799986653,-0.6351342108408634,0.16976523839000324,232,1.0,0.00672,good
1789550099867752216,3.057271083195729,-0.6328447133750338,0.23523350292757286,225,1.0,0.00728,good
1789550099978609305,3.076990339759472,-0.6299007613462182,0.2803932120397985,229,1.0,0.01009,good
1789550100087764400,3.0961195670891954,-0.6249156321403782,0.2874037485939169,231,1.0,0.00507,good
1789550100197761923,3.1242836925497253,-0.6178031859608443,0.2945484558264075,230,1.0,0.00943,good
1789550100307750298,3.1445093573385923,-0.6125497558185686,0.3021710300778955,230,1.0,0.00474,good
1789550100427780382,3.170784422294354,-0.6043164118274276,0.3030365362767977,227,1.0,0.00639,good
1789550100527818877,3.1921121186672865,-0.5957774517681208,0.3021059868462063,229,1.0,0.00515,good
1789550100637782495,3.213846979962273,-0.5888842859833682,0.30116048757604813,227,1.0,0.00562,good
1789550100757751063,3.2402325416662694,-0.5801642642660498,0.29909433851322054,232,1.0,0.00598,good
1789550100857721136,3.260953111179949,-0.575452333869807,0.3026331763478771,233,1.0,0.0049,good
1789550100967809080,3.2843606593460275,-0.5680344277257688,0.3059198291925368,227,1.0,0.00718,good
1789550101077742524,3.307006540119469,-0.5609398975493969,0.30679893672249925,228,1.0,0.00544,good
1789550101187752697,3.32897102371191,-0.552831076204108,0.30566481097555565,235,0.9957,0.00465,good
1789550101307771039,3.3534587308128203,-0.5447445167907796,0.30869400544535663,230,1.0,0.00504,good
1789550101407762248,3.373828858061145,-0.5371166609149807,0.31206780945773077,233,1.0,0.00712,good
1789550101517750256,3.395375966155279,-0.530004567713062,0.31537694328856114,236,1.0,0.00715,good
1789550101627794963,3.4182678784930185,-0.5231185332533511,0.31457137269799473,226,1.0,0.00564,good
1789550101737777027,3.440075473786482,-0.516428685577859,0.3142918104861058,231,0.9957,0.00556,good
1789550101857755130,3.4645866334752347,-0.5076871469457921,0.3151003081750732,230,1.0,0.005,good
1789550101957781393,3.4862344540304444,-0.5019908610707998,0.31604753747312275,231,1.0,0.00776,good
1789550102067751273,3.5086207848814506,-0.49346516749006447,0.3128315276153758,235,1.0,0.00506,good
1789550102177738440,3.5318090444093797,-0.48491747323588996,0.3123721981306733,227,1.0,0.00578,good
1789550102287801602,3.554239195518659,-0.47979536866076766,0.3147011695648968,230,1.0,0.00518,good
1789550102407810043,3.570814512824922,-0.46787720319831666,0.327165217538112,234,1.0,0.01149,good
1789550102507752103,3.580842022052295,-0.4598723717413701,0.3877640408048536,233,1.0,0.00808,good
1789550102617757861,3.5916809733808925,-0.4515665735583632,0.45399551878073785,234,1.0,0.01013,good
1789550102727757342,3.602806480828196,-0.4443446935019786,0.524166333025441,233,1.0,0.00801,good
1789550102837754730,3.612032979410918,-0.4397340000315536,0.599997076166705,234,1.0,0.00724,good
1789550102947703252,3.620309823082477,-0.4337369469754407,0.6825312034336724,231,1.0,0.00689,good
1789550103057778088,3.635479650241013,-0.42618184322485186,0.7545508605213562,234,1.0,0.01058,good
1789550103167775680,3.654404554443822,-0.41490407142842733,0.7725772568705801,236,1.0,0.00952,good
1789550103277769772,3.673492504404095,-0.40110104779075506,0.7809193012887418,234,1.0,0.00609,good
1789550103387763328,3.6915291476091134,-0.3868760175329994,0.7891485712212969,231,1.0,0.00565,good
1789550103497745698,3.7062393947036782,-0.37111499456247043,0.7898042666392393,228,1.0,0.00575,good
1789550103607800305,3.724447695072465,-0.35227801828715527,0.7918006243076327,227,1.0,0.00515,good
1789550103717747937,3.7410156150182057,-0.33600954380187253,0.7941472993263697,232,1.0,0.00528,good
1789550103827758677,3.7577438256848774,-0.31864090858257355,0.7957562964444922,229,1.0,0.00572,good
1789550103937758972,3.775339915386978,-0.3014234568149019,0.8008737862237251,229,1.0,0.00615,good
1789550104047767079,3.7939072026014573,-0.2826159684690594,0.8002305956957311,227,1.0,0.00575,good
1789550104157702849,3.8079876765602485,-0.2674867052314348,0.8004978616274083,228,1.0,0.00634,good
1789550104267750853,3.8238884351605082,-0.25174510526681615,0.8011389985885287,225,0.9956,0.00478,good
1789550104377751767,3.8426578744464988,-0.2330017313918049,0.799192595808038,230,1.0,0.0048,good
1789550104487785604,3.859829338450159,-0.2165731302025347,0.7975187387170548,226,1.0,0.00499,good
1789550104597764353,3.8754305226309365,-0.2016551734672829,0.795643581565117,232,1.0,0.00714,good
1789550104707748732,3.8903080069602214,-0.1849519452368073,0.7982993398695031,220,1.0,0.00565,good
1789550104817745553,3.9095537805575957,-0.16646539942841002,0.7981866160611584,220,1.0,0.00747,good
1789550104927809444,3.9257925122271145,-0.14996884771302016,0.7940290007539162,219,0.9954,0.00754,good
1789550105037779659,3.939504221453963,-0.13435956777316843,0.7948256521454063,227,1.0,0.00604,good
1789550105147755108,3.956464215907129,-0.11881008504024021,0.7920418899929191,231,1.0,0.00801,good
1789550105257748241,3.9743305709751526,-0.10037270264719465,0.7914192724402153,231,1.0,0.00596,good
1789550105367798481,3.9922403093608074,-0.08371897487551366,0.7918626792342,228,1.0,0.00553,good
1789550105477739192,4.0088244741817105,-0.06786467231477811,0.7900235038282936,223,1.0,0.00651,good
1789550105587756435,4.0250623805825105,-0.05069082000349688,0.7939123957002018,232,1.0,0.00972,good
1789550105697817841,4.040447334125829,-0.03282458413324062,0.7929168256126456,232,0.9957,0.00665,good
1789550105807761940,4.056977218256556,-0.01667844290617108,0.7948382064847669,220,0.9955,0.00671,good
1789550105917751777,4.075137018587013,-0.0010215841976788861,0.792674109330643,228,1.0,0.01048,good
1789550106027748831,4.091469013844662,0.016852217419109916,0.7887017600958057,220,1.0,0.00821,good
1789550106137756911,4.107676986916992,0.03357696315447196,0.7918920252797214,228,1.0,0.0119,good
1789550106247842115,4.125915254658826,0.04965366436759836,0.7943686711083333,227,0.9956,0.00792,good
1789550106357765127,4.137816543404004,0.06837134258324044,0.7815753971004383,223,0.991,0.01082,good
1789550106467770688,4.138100857740918,0.07567647452652834,0.8863590376264071,216,0.9907,0.01234,good
1789550106567779316,4.136721564420053,0.07535614333416901,1.0173592834718554,221,0.9955,0.01366,good
1789550106677749102,4.136691283184862,0.07422107529005398,1.1830940670666805,222,1.0,0.01227,good
1789550106787960112,4.131914618247458,0.07698419693983145,1.3222580751038016,222,0.991,0.01329,good
1789550106897760744,4.1298825330567,0.07584884440508605,1.4726274810012467,217,0.9954,0.01295,good
1789550107007798986,4.1314172461356575,0.0863896655303324,1.5643803117782678,227,0.9912,0.01331,good
1789550107118427733,4.1320299994351615,0.10224075537197508,1.587269954550831,227,0.9956,0.01234,good
1789550107227748967,4.136839935129101,0.12366952485193503,1.6011289453130817,232,1.0,0.00949,good
1789550107337762390,4.140572697747031,0.1473199901096418,1.61235640782865,227,1.0,0.00888,good
1789550107447783405,4.141660443607294,0.17156538266323446,1.6160538198942844,226,1.0,0.00707,good
1789550107567748431,4.142625422447585,0.2011984409304263,1.616931103060006,227,1.0,0.00748,good
1789550107667763865,4.145681592870199,0.22385602517702194,1.6152884818134774,225,1.0,0.00599,good
1789550107787787016,4.146871356772387,0.24729267918021874,1.618096585211213,231,1.0,0.00538,good
1789550107897781589,4.144033648218665,0.26939786893603923,1.6248068748159454,228,1.0,0.00828,good
1789550107997810930,4.144635376270048,0.2950736628179504,1.6211879856023022,233,1.0,0.00965,good
1789550108117746509,4.144028074419505,0.320996328381113,1.6221984706073804,226,1.0,0.00723,good
1789550108227769208,4.143080837649591,0.34467125687174893,1.6187267622186727,233,1.0,0.00523,good
1789550108337764519,4.1415528105748765,0.369517738394958,1.6150219742465453,228,1.0,0.00794,good
1789550108447806586,4.139719921229736,0.3929884273870252,1.6147798705952328,232,1.0,0.00679,good
1789550108557750031,4.1397574673057775,0.41577662500836615,1.6119091336137117,234,0.9957,0.0055,good
1789550108667762934,4.138705161666922,0.4412822904798521,1.6150947089358225,235,1.0,0.0098,good
1789550108778011652,4.137702969408116,0.46476024760011,1.612831028433799,229,1.0,0.00861,good
1789550108887726614,4.136191340311733,0.4864337487093834,1.61329169777009,231,1.0,0.005,good
1789550108997916392,4.1366170723286455,0.509565102920304,1.6136236170384595,232,1.0,0.00481,good
1789550109107747607,4.1353289675780776,0.5343903914787144,1.6110658388013528,230,1.0,0.00334,good
1789550109217752812,4.134387881313247,0.5556579413045691,1.613693373289517,232,1.0,0.00514,good
1789550109327935317,4.133670520627802,0.5840456031300514,1.6121079368861595,227,1.0,0.00628,good
1789550109447770152,4.132849425447841,0.6105983421998412,1.6121477205651322,226,1.0,0.00791,good
1789550109547817309,4.132078380433132,0.6332054026543,1.6128756029167173,229,1.0,0.0065,good
1789550109657753964,4.130583734695188,0.6582930593273365,1.616186416788109,233,1.0,0.00665,good
1789550109777746935,4.130131693926984,0.6829841692475282,1.6177699381140087,230,1.0,0.00579,good
1789550109877760835,4.128463384572379,0.7042985197304459,1.6203771580228419,226,0.9956,0.00821,good
1789550109988281240,4.12799749079787,0.727205318734328,1.6214189054862715,233,1.0,0.00525,good
1789550110107758556,4.125595696976489,0.755790452543589,1.624738713257339,227,1.0,0.00482,good
1789550110217749328,4.123797380552061,0.7819696984388437,1.6253194461393468,226,1.0,0.00677,good
1789550110327862479,4.122673708752917,0.8063759985461489,1.6245050392603024,229,1.0,0.00682,good
1789550110437806884,4.120866153713117,0.8296454264488302,1.6265732714764611,227,1.0,0.00588,good
1789550110547775843,4.119992894549218,0.8532555336231585,1.6275476928630699,229,1.0,0.00438,good
1789550110657749653,4.117274693071813,0.875804319574294,1.6304188795779744,232,1.0,0.00452,good
1789550110767749905,4.116273773938539,0.9013234340928078,1.6298320393631012,224,1.0,0.00456,good
1789550110877765527,4.115429730469214,0.9244537582548943,1.6286571060278314,235,1.0,0.00574,good
1789550110987775575,4.113867388992204,0.9497490579408762,1.6316123338553234,229,1.0,0.00511,good
1789550111097795431,4.112308615666342,0.9726330472984375,1.6312058668537934,227,0.9956,0.00548,good
1789550111207750778,4.111584760273951,0.9961679307740204,1.6325279117865257,235,1.0,0.00766,good
1789550111317769398,4.110414457411939,1.0221964262342298,1.6273196742197018,233,1.0,0.00801,good
1789550111427769927,4.108412761469357,1.0479545119707496,1.6292742742966624,230,1.0,0.00689,good
1789550111537781529,4.1056299474756575,1.072054558451465,1.6294055225649027,235,1.0,0.00789,good
1789550111648311569,4.105327003597311,1.0953945015874187,1.6300940070760377,230,1.0,0.00529,good
1789550111757739108,4.104416045801637,1.1189914519277322,1.63587151229123,229,1.0,0.00508,good
1789550111867767246,4.102883361460008,1.1436624058734446,1.634577850359863,224,1.0,0.00664,good
1789550111987765673,4.101715192067744,1.170673881311256,1.6392068767463532,229,1.0,0.0061,good
1789550112087764967,4.0993917919617875,1.192364000570173,1.635377812261667,225,1.0,0.00533,good
1789550112198204222,4.099128820871653,1.2158772567137153,1.634698174600879,233,1.0,0.0067,good
1789550112317748434,4.096025462148938,1.2420445482682332,1.6384912779247682,232,1.0,0.0054,good
1789550112417713737,4.09455007645996,1.2646348158053207,1.6396840923088203,233,1.0,0.00404,good
1789550112537768739,4.093559540775574,1.2890394287785671,1.643800147785072,231,1.0,0.00618,good
1789550112647749626,4.092890128205586,1.314554233735818,1.6410295866781253,229,0.9956,0.00478,good
1789550112757750474,4.090459780508076,1.3376565178531181,1.6361518807144921,232,1.0,0.00781,good
1789550112867773375,4.088832399001478,1.3617027285332215,1.635324745393877,228,1.0,0.0064,good
1789550112977742929,4.087413524267971,1.3867883387859872,1.635859736169569,225,1.0,0.00714,good
1789550113087790496,4.086124285711997,1.4088743266020918,1.6352918640277407,231,1.0,0.00817,good
1789550113197808093,4.084202347215897,1.4331624088307842,1.6404144648640115,229,0.9956,0.00597,good
1789550113307767824,4.08176182332021,1.458200764561088,1.6435270624199858,222,1.0,0.00843,good
1789550113417746295,4.080770413487059,1.4848748041416655,1.6427060544350536,227,1.0,0.00821,good
1789550113527921008,4.079460879890911,1.507082862753142,1.6465894858221888,224,1.0,0.0075,good
1789550113637778971,4.07808646467545,1.530951900240914,1.6458049803805965,224,1.0,0.00831,good
1789550113747740536,4.076012998097428,1.5553010930046454,1.64267058012581,223,0.991,0.01321,good
1789550113857760836,4.075224873540413,1.5798544593860628,1.6472069406508418,217,0.9908,0.01114,good
1789550113967787655,4.0727610331113,1.6030973643128734,1.6468578473376068,221,0.9864,0.00942,good
1789550114077745166,4.070993362234142,1.6254869913113832,1.6460865180034727,231,1.0,0.00845,good
1789550114188212350,4.0712587716732695,1.6517427401837597,1.631590508487455,224,0.9911,0.00888,good
1789550114297783612,4.069337412704979,1.672656330622524,1.6375857957273812,221,0.9955,0.01221,good
1789550114407752821,4.0669147902417375,1.6937715118351815,1.6410108021169945,219,1.0,0.01113,good
1789550114517790839,4.064869003934367,1.7160818844305787,1.6398841244078055,225,1.0,0.00617,good
1789550114627776492,4.064034393172689,1.7404729204024936,1.632839540589196,221,1.0,0.00896,good
1789550114737774087,4.060878318955089,1.763677875721385,1.6345118851485727,221,1.0,0.00882,good
1789550114847748185,4.05577308530628,1.7749888072194715,1.6783154300348453,219,0.9909,0.00842,good
1789550114957867344,4.056635413630409,1.773979258273319,1.8335170833919547,210,0.9952,0.0103,good
