t_ns,t_bag_ns,left_wheel_rad,right_wheel_rad,left_wheel_vel,right_wheel_vel
1789550132479600247,1789550132491190513,549.194343639,731.566276767,0.21841734428523824,0.21841734428523824
1789550132492053531,1789550132494855303,549.338537853,731.707403019,0.21841734428523824,0.21841734428523824
1789550132498048291,1789550132503922342,549.338537853,731.707403019,0.21841734428523824,0.21841734428523824
1789550132502311646,1789550132512255497,549.338537853,731.707403019,0.22079144585355603,0.22000007866411675
1789550132512650066,1789550132516230105,549.473528181,731.84699529,0.22079144585355603,0.22000007866411675
1789550132516675761,1789550132519764927,549.473528181,731.84699529,0.22079144585355603,0.22000007866411675
1789550132519764668,1789550132533040493,549.473528181,731.84699529,0.21762597709579895,0.21841734428523824
1789550132534293173,1789550132538353234,549.613120452,731.981985618,0.21762597709579895,0.21841734428523824
1789550132540593085,1789550132559501968,549.613120452,731.981985618,0.22079144585355603,0.21841734428523824
1789550132562959410,1789550132574478388,549.755780685,732.121577889,0.22079144585355603,0.22000007866411675
1789550132575559104,1789550132578998140,549.889237032,732.262704141,0.22079144585355603,0.22000007866411675
1789550132580838608,1789550132584854193,549.889237032,732.262704141,0.22079144585355603,0.22000007866411675
1789550132584567557,1789550132604787984,549.889237032,732.262704141,0.2160432427169204,0.22000007866411675
1789550132597201045,1789550132605742678,550.030363284,732.403830393,0.2160432427169204,0.22000007866411675
1789550132604788355,1789550132616166329,550.030363284,732.403830393,0.21841734428523824,0.22079144585355603
1789550132616559898,1789550132621092020,550.168421574,732.541888683,0.21841734428523824,0.22079144585355603
1789550132620226891,1789550132625369261,550.168421574,732.541888683,0.21841734428523824,0.22079144585355603
1789550132625423589,1789550132637512968,550.168421574,732.541888683,0.21841734428523824,0.22000007866411675
1789550132638065723,1789550132642180594,550.304945883,732.679946973,0.21841734428523824,0.22000007866411675
1789550132643859227,1789550132649173912,550.304945883,732.679946973,0.21841734428523824,0.22000007866411675
1789550132648681373,1789550132660762790,550.304945883,732.679946973,0.2168346099063597,0.21841734428523824
1789550132660349965,1789550132664524032,550.446072135,732.818005263,0.2168346099063597,0.21841734428523824
1789550132664360624,1789550132667838730,550.446072135,732.818005263,0.2168346099063597,0.21841734428523824
1789550132668795478,1789550132679271439,550.446072135,732.818005263,0.2192087114746775,0.2192087114746775
1789550132680226133,1789550132685359763,550.5871983870001,732.957597534,0.2192087114746775,0.2192087114746775
1789550132690075513,1789550132703084497,550.5871983870001,732.957597534,0.21762597709579895,0.21841734428523824
1789550132700658389,1789550132704333103,550.7252566770001,733.095655824,0.21762597709579895,0.21841734428523824
1789550132706911417,1789550132709433478,550.7252566770001,733.095655824,0.21762597709579895,0.21841734428523824
1789550132709566537,1789550132723766726,550.7252566770001,733.095655824,0.21525187552748115,0.21841734428523824
1789550132723830812,1789550132728823272,550.864848948,733.233714114,0.21525187552748115,0.21841734428523824
1789550132728889339,1789550132742385882,550.864848948,733.233714114,0.21841734428523824,0.22000007866411675
1789550132742637391,1789550132746990458,551.004441219,733.368704442,0.21841734428523824,0.22000007866411675
1789550132748860664,1789550132751805920,551.004441219,733.368704442,0.21841734428523824,0.22000007866411675
1789550132753825924,1789550132763977938,551.004441219,733.368704442,0.21762597709579895,0.2192087114746775
1789550132764361712,1789550132773059272,551.142499509,733.506762732,0.21762597709579895,0.2192087114746775
1789550132768789567,1789550132773236346,551.142499509,733.506762732,0.21762597709579895,0.2192087114746775
1789550132782208839,1789550132786402720,551.142499509,733.506762732,0.21762597709579895,0.21841734428523824
1789550132787586648,1789550132791943362,551.288227704,733.644821022,0.21762597709579895,0.21841734428523824
1789550132793667343,1789550132804343356,551.288227704,733.644821022,0.22000007866411675,0.2192087114746775
1789550132809358833,1789550132812052431,551.426285994,733.77981135,0.22000007866411675,0.2192087114746775
1789550132813856273,1789550132825199733,551.426285994,733.77981135,0.21762597709579895,0.21841734428523824
1789550132825326497,1789550132828739758,551.565878265,733.91786964,0.21762597709579895,0.21841734428523824
1789550132829558929,1789550132833569903,551.565878265,733.91786964,0.21762597709579895,0.21841734428523824
1789550132833807007,1789550132847291291,551.565878265,733.91786964,0.2192087114746775,0.21762597709579895
1789550132845948048,1789550132849289594,551.710072479,734.057461911,0.2192087114746775,0.21762597709579895
1789550132852836970,1789550132857564774,551.710072479,734.057461911,0.2192087114746775,0.21762597709579895
1789550132858973900,1789550132868302059,551.710072479,734.057461911,0.22079144585355603,0.21841734428523824
1789550132868890181,1789550132871945943,551.848130769,734.19398622,0.22079144585355603,0.21841734428523824
1789550132873855904,1789550132876385630,551.848130769,734.19398622,0.22079144585355603,0.21841734428523824
1789550132878813979,1789550132888817176,551.848130769,734.19398622,0.2192087114746775,0.21762597709579895
1789550132888907759,1789550132892617414,551.989257021,734.330510529,0.2192087114746775,0.21762597709579895
1789550132894804956,1789550132896972240,551.989257021,734.330510529,0.2192087114746775,0.21762597709579895
1789550132898753011,1789550132909608486,551.989257021,734.330510529,0.22079144585355603,0.21762597709579895
1789550132909335183,1789550132911213498,552.131917254,734.4701028000001,0.22079144585355603,0.21762597709579895
1789550132913797534,1789550132916070918,552.131917254,734.4701028000001,0.22079144585355603,0.21762597709579895
1789550132919095313,1789550132930992843,552.131917254,734.4701028000001,0.22079144585355603,0.21762597709579895
1789550132931143383,1789550132934395494,552.265373601,734.605093128,0.22079144585355603,0.21762597709579895
1789550132934594713,1789550132940650707,552.265373601,734.605093128,0.22079144585355603,0.21762597709579895
1789550132938773151,1789550132951907677,552.265373601,734.605093128,0.21841734428523824,0.2160432427169204
1789550132955069576,1789550132959993711,552.403431891,734.743151418,0.21841734428523824,0.2160432427169204
1789550132960932554,1789550132972895928,552.403431891,734.743151418,0.2215828130429953,0.21762597709579895
1789550132973217745,1789550132976596029,552.544558143,734.882743689,0.2215828130429953,0.21762597709579895
1789550132978806253,1789550132981261969,552.544558143,734.882743689,0.2215828130429953,0.21762597709579895
1789550132983798621,1789550132992854476,552.544558143,734.882743689,0.22079144585355603,0.21841734428523824
1789550132992934912,1789550132995789307,552.682616433,735.02233596,0.22079144585355603,0.21841734428523824
1789550132998978852,1789550133002105884,552.682616433,735.02233596,0.22079144585355603,0.21841734428523824
1789550133003803330,1789550133013286538,552.682616433,735.02233596,0.22000007866411675,0.21762597709579895
1789550133012959685,1789550133016835263,552.822208704,735.161928231,0.22000007866411675,0.21762597709579895
1789550133016501985,1789550133026234444,552.822208704,735.161928231,0.22000007866411675,0.21762597709579895
1789550133027079629,1789550133034975677,552.822208704,735.161928231,0.2215828130429953,0.2192087114746775
1789550133034974418,1789550133039380476,552.960266994,735.299986521,0.2215828130429953,0.2192087114746775
1789550133039723642,1789550133044340584,552.960266994,735.299986521,0.2215828130429953,0.2192087114746775
1789550133056930935,1789550133060462014,552.960266994,735.299986521,0.2192087114746775,0.21841734428523824
1789550133060640661,1789550133064526794,553.09218936,735.438044811,0.2192087114746775,0.21841734428523824
1789550133064779174,1789550133076605053,553.09218936,735.438044811,0.2192087114746775,0.21841734428523824
1789550133076509360,1789550133078498625,553.233315612,735.579171063,0.2192087114746775,0.21841734428523824
1789550133080895419,1789550133083406054,553.233315612,735.579171063,0.2192087114746775,0.21841734428523824
1789550133084714707,1789550133097969839,553.233315612,735.579171063,0.2215828130429953,0.22079144585355603
1789550133098341039,1789550133101115663,553.369839921,735.720297315,0.2215828130429953,0.22079144585355603
1789550133103821905,1789550133107502690,553.369839921,735.720297315,0.2215828130429953,0.22079144585355603
1789550133109175156,1789550133119557118,553.369839921,735.720297315,0.2168346099063597,0.22000007866411675
1789550133121416120,1789550133127608501,553.504830249,735.859889586,0.2168346099063597,0.22000007866411675
1789550133127815016,1789550133138933694,553.504830249,735.859889586,0.21762597709579895,0.21841734428523824
1789550133139732330,1789550133143534360,553.642888539,735.997947876,0.21762597709579895,0.21841734428523824
1789550133145816649,1789550133147917439,553.642888539,735.997947876,0.21762597709579895,0.21841734428523824
1789550133148872649,1789550133159870286,553.642888539,735.997947876,0.2192087114746775,0.2192087114746775
1789550133160905747,1789550133164963731,553.7763448860001,736.136006166,0.2192087114746775,0.2192087114746775
1789550133165006986,1789550133169861031,553.7763448860001,736.136006166,0.2192087114746775,0.2192087114746775
1789550133170037216,1789550133180405309,553.7763448860001,736.136006166,0.2160432427169204,0.21841734428523824
1789550133182856357,1789550133191271886,553.914403176,736.275598437,0.2160432427169204,0.21841734428523824
1789550133190019874,1789550133201825274,553.914403176,736.275598437,0.21762597709579895,0.21762597709579895
1789550133203876143,1789550133206141841,554.055529428,736.416724689,0.21762597709579895,0.21762597709579895
1789550133208762704,1789550133210879270,554.055529428,736.416724689,0.21762597709579895,0.21762597709579895
1789550133213873944,1789550133222014187,554.055529428,736.416724689,0.2192087114746775,0.22000007866411675
1789550133222134508,1789550133229296210,554.192053737,736.55631696,0.2192087114746775,0.22000007866411675
1789550133230414773,1789550133243656869,554.192053737,736.55631696,0.2160432427169204,0.2192087114746775
1789550133243650647,1789550133246840244,554.327044065,736.689773307,0.2160432427169204,0.2192087114746775
1789550133248859932,1789550133253313466,554.327044065,736.689773307,0.2160432427169204,0.2192087114746775
1789550133255228387,1789550133264382724,554.327044065,736.689773307,0.21841734428523824,0.21841734428523824
1789550133264524153,1789550133266273166,554.468170317,736.83243354,0.21841734428523824,0.21841734428523824
1789550133268731584,1789550133272158840,554.468170317,736.83243354,0.21841734428523824,0.21841734428523824
1789550133284255949,1789550133293850275,554.468170317,736.83243354,0.21841734428523824,0.22000007866411675
1789550133294234233,1789550133307029803,554.606228607,736.972025811,0.2160432427169204,0.21841734428523824
1789550133308330662,1789550133311634228,554.741218935,737.10855012,0.2160432427169204,0.21841734428523824
1789550133313271791,1789550133326406324,554.741218935,737.10855012,0.22000007866411675,0.21841734428523824
1789550133327037181,1789550133331925093,554.883879168,737.251210353,0.22000007866411675,0.21841734428523824
1789550133331926204,1789550133336451101,554.883879168,737.251210353,0.22000007866411675,0.21841734428523824
1789550133339208134,1789550133347605498,554.883879168,737.251210353,0.22000007866411675,0.2192087114746775
1789550133349851957,1789550133353365537,555.021937458,737.386200681,0.22000007866411675,0.2192087114746775
1789550133354292029,1789550133359166813,555.021937458,737.386200681,0.22000007866411675,0.2192087114746775
1789550133360503168,1789550133367877698,555.021937458,737.386200681,0.21762597709579895,0.21841734428523824
1789550133368707589,1789550133371452309,555.16306371,737.525792952,0.21762597709579895,0.21841734428523824
1789550133373656514,1789550133379435070,555.16306371,737.525792952,0.21762597709579895,0.21841734428523824
1789550133378934680,1789550133392135465,555.16306371,737.525792952,0.22000007866411675,0.21841734428523824
1789550133392813225,1789550133399117335,555.298054038,737.666919204,0.22000007866411675,0.21841734428523824
1789550133398860326,1789550133410056774,555.298054038,737.666919204,0.21762597709579895,0.21841734428523824
1789550133410561904,1789550133413438368,555.434578347,737.806511475,0.21762597709579895,0.21841734428523824
1789550133414395301,1789550133417806356,555.434578347,737.806511475,0.21762597709579895,0.21841734428523824
1789550133419588884,1789550133431559359,555.434578347,737.806511475,0.21762597709579895,0.21762597709579895
1789550133432030400,1789550133439391599,555.57723858,737.947637727,0.21762597709579895,0.21762597709579895
1789550133438981792,1789550133452218906,555.57723858,737.947637727,0.22000007866411675,0.2192087114746775
1789550133455904190,1789550133459108082,555.712228908,738.085696017,0.22000007866411675,0.2192087114746775
1789550133460270308,1789550133474037994,555.712228908,738.085696017,0.21841734428523824,0.2192087114746775
1789550133473907879,1789550133479633570,555.850287198,738.223754307,0.21841734428523824,0.2192087114746775
1789550133481853014,1789550133495295828,555.850287198,738.223754307,0.2192087114746775,0.2192087114746775
1789550133494655509,1789550133499081416,555.994481412,738.364880559,0.2192087114746775,0.2192087114746775
1789550133500127710,1789550133503199431,555.994481412,738.364880559,0.2192087114746775,0.2192087114746775
1789550133504143254,1789550133514311999,555.994481412,738.364880559,0.22079144585355603,0.22000007866411675
1789550133514598283,1789550133518264902,556.12947174,738.506006811,0.22079144585355603,0.22000007866411675
1789550133518781031,1789550133523765414,556.12947174,738.506006811,0.22079144585355603,0.22000007866411675
1789550133523877624,1789550133535859579,556.12947174,738.506006811,0.21762597709579895,0.20812957082252773
1789550133535814418,1789550133538985369,556.269064011,738.608783538,0.21762597709579895,0.20812957082252773
1789550133538927949,1789550133542864928,556.269064011,738.608783538,0.21762597709579895,0.20812957082252773
1789550133544865766,1789550133558850780,556.269064011,738.608783538,0.22316554742187383,0.1551079691300967
1789550133559001949,1789550133562188639,556.419394149,738.665540835,0.22316554742187383,0.1551079691300967
1789550133564361791,1789550133577358136,556.419394149,738.665540835,0.22237418023243458,0.09021585959607666
1789550133577030394,1789550133580389676,556.545180591,738.687016569,0.22237418023243458,0.09021585959607666
1789550133581790894,1789550133584812510,556.545180591,738.687016569,0.22237418023243458,0.09021585959607666
1789550133584528263,1789550133590311893,556.545180591,738.687016569,0.22237418023243458,0.09021585959607666
1789550133589213383,1789550133598482596,556.545180591,738.687016569,0.2112950395802848,0.04510792979803833
1789550133599283786,1789550133603808572,556.6817049,738.697754436,0.2112950395802848,0.04510792979803833
1789550133603840624,1789550133607306913,556.6817049,738.697754436,0.2112950395802848,0.04510792979803833
1789550133608746886,1789550133619452406,556.6817049,738.697754436,0.21287777395916335,0.025323750062056605
1789550133619152309,1789550133621632317,556.822831152,738.710026284,0.21287777395916335,0.025323750062056605
1789550133623778712,1789550133638954375,556.822831152,738.710026284,0.21287777395916335,0.025323750062056605
1789550133629213880,1789550133641164524,556.822831152,738.710026284,0.2160432427169204,0.018992812546542455
1789550133640884554,1789550133644166308,556.962423423,738.7192301700001,0.2160432427169204,0.018992812546542455
1789550133647871090,1789550133661596077,556.962423423,738.7192301700001,0.2168346099063597,0.015035976599346109
1789550133661969166,1789550133665031092,557.100481713,738.725366094,0.2168346099063597,0.015035976599346109
1789550133665738997,1789550133668960442,557.100481713,738.725366094,0.2168346099063597,0.015035976599346109
1789550133669124832,1789550133683019708,557.100481713,738.725366094,0.21762597709579895,0.026906484440935144
1789550133686321867,1789550133694515679,557.241607965,738.771385524,0.21762597709579895,0.026906484440935144
1789550133694391230,1789550133702067227,557.241607965,738.771385524,0.2168346099063597,0.07755398456504835
1789550133704894475,1789550133707735333,557.381200236,738.860356422,0.2168346099063597,0.07755398456504835
1789550133708703505,1789550133712815317,557.381200236,738.860356422,0.2168346099063597,0.07755398456504835
1789550133713745215,1789550133724302807,557.381200236,738.860356422,0.21525187552748115,0.1321583206363579
1789550133724004413,1789550133729565956,557.520792507,738.972337035,0.21525187552748115,0.1321583206363579
1789550133729965802,1789550133733342341,557.520792507,738.972337035,0.21525187552748115,0.1321583206363579
1789550133733835769,1789550133744909286,557.520792507,738.972337035,0.2160432427169204,0.17172668010832134
1789550133746231790,1789550133750801237,557.658850797,739.096589496,0.2160432427169204,0.17172668010832134
1789550133755555572,1789550133765182616,557.658850797,739.096589496,0.21841734428523824,0.19309359422318162
1789550133765716447,1789550133768425356,557.803045011,739.226977881,0.21841734428523824,0.19309359422318162
1789550133768968260,1789550133772484581,557.803045011,739.226977881,0.21841734428523824,0.19309359422318162
1789550133774955849,1789550133789973584,557.803045011,739.226977881,0.22079144585355603,0.20417273487533139
1789550133786880995,1789550133792874898,557.945705244,739.361968209,0.22079144585355603,0.20417273487533139
1789550133793642296,1789550133796592290,557.945705244,739.361968209,0.22079144585355603,0.20417273487533139
1789550133807187377,1789550133810098431,557.945705244,739.361968209,0.22316554742187383,0.2112950395802848
1789550133809771225,1789550133813639638,558.0868314960001,739.498492518,0.22316554742187383,0.2112950395802848
1789550133813642304,1789550133821555887,558.0868314960001,739.498492518,0.22316554742187383,0.2112950395802848
1789550133818589284,1789550133828462913,558.0868314960001,739.498492518,0.22079144585355603,0.21446050833804187
1789550133828109118,1789550133830605383,558.226423767,739.635016827,0.22079144585355603,0.21446050833804187
1789550133831112180,1789550133835911602,558.226423767,739.635016827,0.22079144585355603,0.21446050833804187
1789550133835998056,1789550133849395505,558.226423767,739.635016827,0.22000007866411675,0.2168346099063597
1789550133850042027,1789550133853299339,558.367550019,739.773075117,0.22000007866411675,0.2168346099063597
1789550133856978198,1789550133870530741,558.367550019,739.773075117,0.22079144585355603,0.21762597709579895
1789550133870659338,1789550133874555007,558.508676271,739.906531464,0.22079144585355603,0.21762597709579895
1789550133876819538,1789550133879364280,558.508676271,739.906531464,0.22079144585355603,0.21762597709579895
1789550133879667117,1789550133891865974,558.508676271,739.906531464,0.22000007866411675,0.21762597709579895
1789550133891915895,1789550133896549168,558.643666599,740.044589754,0.22000007866411675,0.21762597709579895
1789550133900097060,1789550133912543094,558.643666599,740.044589754,0.22079144585355603,0.21841734428523824
1789550133913216428,1789550133917984650,558.78325887,740.182648044,0.22079144585355603,0.21841734428523824
1789550133917676257,1789550133923013972,558.78325887,740.182648044,0.22079144585355603,0.21841734428523824
1789550133924048378,1789550133932216026,558.78325887,740.182648044,0.2215828130429953,0.21762597709579895
1789550133933069304,1789550133937469399,558.922851141,740.320706334,0.2215828130429953,0.21762597709579895
1789550133937975788,1789550133942063602,558.922851141,740.320706334,0.2215828130429953,0.21762597709579895
1789550133954924851,1789550133957916044,558.922851141,740.320706334,0.22079144585355603,0.21762597709579895
1789550133958628466,1789550133963293514,559.057841469,740.454162681,0.22079144585355603,0.21762597709579895
1789550133964172455,1789550133975854498,559.057841469,740.454162681,0.2215828130429953,0.21762597709579895
1789550133976411308,1789550133981160865,559.200501702,740.592220971,0.2215828130429953,0.21762597709579895
1789550133980966146,1789550133985246791,559.200501702,740.592220971,0.2215828130429953,0.21762597709579895
1789550133984863999,1789550133998092929,559.200501702,740.592220971,0.22079144585355603,0.21762597709579895
1789550134000372385,1789550134004850173,559.33549203,740.731813242,0.22079144585355603,0.21762597709579895
1789550134017393261,1789550134021942966,559.33549203,740.731813242,0.2192087114746775,0.21762597709579895
1789550134024345091,1789550134038639042,559.472016339,740.869871532,0.22000007866411675,0.21762597709579895
1789550134039811061,1789550134044062077,559.608540648,741.00486186,0.22000007866411675,0.21762597709579895
1789550134045816440,1789550134057920557,559.608540648,741.00486186,0.2192087114746775,0.2168346099063597
1789550134058514010,1789550134062316167,559.745064957,741.14292015,0.2192087114746775,0.2168346099063597
1789550134064044367,1789550134067181486,559.745064957,741.14292015,0.2192087114746775,0.2168346099063597
1789550134068664786,1789550134078164818,559.745064957,741.14292015,0.21841734428523824,0.2168346099063597
1789550134080273698,1789550134083035506,559.881589266,741.282512421,0.21841734428523824,0.2168346099063597
1789550134083633126,1789550134092499542,559.881589266,741.282512421,0.21841734428523824,0.2168346099063597
1789550134091575292,1789550134099771763,559.881589266,741.282512421,0.21841734428523824,0.21762597709579895
1789550134102099674,1789550134104334633,560.016579594,741.420570711,0.21841734428523824,0.21762597709579895
1789550134104466174,1789550134106717594,560.016579594,741.420570711,0.21841734428523824,0.21762597709579895
1789550134108714412,1789550134121740113,560.016579594,741.420570711,0.21762597709579895,0.21841734428523824
1789550134121810976,1789550134125068396,560.157705846,741.55709502,0.21762597709579895,0.21841734428523824
1789550134125478796,1789550134131031538,560.157705846,741.55709502,0.21762597709579895,0.21841734428523824
1789550134131488748,1789550134141502020,560.157705846,741.55709502,0.2168346099063597,0.2192087114746775
1789550134141861851,1789550134146670360,560.292696174,741.696687291,0.2168346099063597,0.2192087114746775
1789550134147863970,1789550134150248931,560.292696174,741.696687291,0.2168346099063597,0.2192087114746775
1789550134151270893,1789550134163582135,560.292696174,741.696687291,0.21841734428523824,0.2192087114746775
1789550134162817404,1789550134168189056,560.430754464,741.839347524,0.21841734428523824,0.2192087114746775
1789550134168658264,1789550134171138473,560.430754464,741.839347524,0.21841734428523824,0.2192087114746775
1789550134182874186,1789550134185227206,560.430754464,741.839347524,0.2168346099063597,0.2192087114746775
1789550134186937351,1789550134190764247,560.567278773,741.978939795,0.2168346099063597,0.2192087114746775
1789550134191241379,1789550134205271415,560.567278773,741.978939795,0.2168346099063597,0.2192087114746775
1789550134206232328,1789550134209340876,560.708405025,742.113930123,0.2168346099063597,0.2192087114746775
1789550134210260294,1789550134213014084,560.708405025,742.113930123,0.2168346099063597,0.2192087114746775
1789550134213738597,1789550134225147957,560.708405025,742.113930123,0.2192087114746775,0.2192087114746775
1789550134225686342,1789550134229216196,560.844929334,742.253522394,0.2192087114746775,0.2192087114746775
1789550134229886715,1789550134232543850,560.844929334,742.253522394,0.2192087114746775,0.2192087114746775
1789550134234064757,1789550134246976063,560.844929334,742.253522394,0.21762597709579895,0.21841734428523824
1789550134246253161,1789550134251427482,560.982987624,742.396182627,0.21762597709579895,0.21841734428523824
1789550134256535811,1789550134267807556,560.982987624,742.396182627,0.21841734428523824,0.2192087114746775
1789550134267847626,1789550134271475302,561.124113876,742.535774898,0.21841734428523824,0.2192087114746775
1789550134271753068,1789550134276285182,561.124113876,742.535774898,0.21841734428523824,0.2192087114746775
1789550134287248720,1789550134292004865,561.124113876,742.535774898,0.22000007866411675,0.21841734428523824
1789550134293894343,1789550134297171891,561.263706147,742.675367169,0.22000007866411675,0.21841734428523824
1789550134298621455,1789550134308249769,561.263706147,742.675367169,0.2192087114746775,0.21841734428523824
1789550134308277544,1789550134311796565,561.401764437,742.813425459,0.2192087114746775,0.21841734428523824
1789550134311836135,1789550134315014249,561.401764437,742.813425459,0.2192087114746775,0.21841734428523824
1789550134315522712,1789550134318420135,561.401764437,742.813425459,0.2192087114746775,0.21841734428523824
1789550134319110726,1789550134329175178,561.401764437,742.813425459,0.2192087114746775,0.22000007866411675
1789550134329769316,1789550134332836276,561.542890689,742.95301773,0.2192087114746775,0.22000007866411675
1789550134333554049,1789550134336395515,561.542890689,742.95301773,0.2192087114746775,0.22000007866411675
1789550134349307210,1789550134353601999,561.542890689,742.95301773,0.2192087114746775,0.21841734428523824
1789550134356926949,1789550134359973115,561.677881017,743.089542039,0.2192087114746775,0.21841734428523824
1789550134360351684,1789550134371710661,561.677881017,743.089542039,0.21762597709579895,0.2192087114746775
1789550134371697347,1789550134374363629,561.817473288,743.232202272,0.21762597709579895,0.2192087114746775
1789550134375906238,1789550134378222835,561.817473288,743.232202272,0.21762597709579895,0.2192087114746775
1789550134378566372,1789550134381102279,561.817473288,743.232202272,0.21762597709579895,0.2192087114746775
1789550134383652944,1789550134391978086,561.817473288,743.232202272,0.22000007866411675,0.22000007866411675
1789550134392038802,1789550134394884304,561.960133521,743.374862505,0.22000007866411675,0.22000007866411675
1789550134397009497,1789550134399670483,561.960133521,743.374862505,0.22000007866411675,0.22000007866411675
1789550134400921216,1789550134414346855,561.960133521,743.374862505,0.2192087114746775,0.21762597709579895
1789550134414629769,1789550134418647828,562.098191811,743.509852833,0.2192087114746775,0.21762597709579895
1789550134419113295,1789550134426082383,562.098191811,743.509852833,0.2192087114746775,0.21762597709579895
1789550134426154431,1789550134435003682,562.098191811,743.509852833,0.21762597709579895,0.21841734428523824
1789550134434453391,1789550134438719238,562.23471612,743.652513066,0.21762597709579895,0.21841734428523824
1789550134440857059,1789550134443075834,562.23471612,743.652513066,0.21762597709579895,0.21841734428523824
1789550134443672694,1789550134455792995,562.23471612,743.652513066,0.22000007866411675,0.2192087114746775
1789550134455891891,1789550134460114465,562.375842372,743.790571356,0.22000007866411675,0.2192087114746775
1789550134460774393,1789550134464391181,562.375842372,743.790571356,0.22000007866411675,0.2192087114746775
1789550134464648024,1789550134476216625,562.375842372,743.790571356,0.2192087114746775,0.21841734428523824
1789550134477080975,1789550134480946032,562.513900662,743.931697608,0.2192087114746775,0.21841734428523824
1789550134482820290,1789550134484997107,562.513900662,743.931697608,0.2192087114746775,0.21841734428523824
1789550134485577265,1789550134498286927,562.513900662,743.931697608,0.21762597709579895,0.21841734428523824
1789550134498989368,1789550134500959134,562.653492933,744.07282386,0.21762597709579895,0.21841734428523824
1789550134504104067,1789550134506757535,562.653492933,744.07282386,0.21762597709579895,0.21841734428523824
1789550134508651475,1789550134518620345,562.653492933,744.07282386,0.21841734428523824,0.21841734428523824
1789550134518131102,1789550134521836640,562.793085204,744.212416131,0.21841734428523824,0.21841734428523824
1789550134523029028,1789550134526951839,562.793085204,744.212416131,0.21841734428523824,0.21841734428523824
1789550134527483651,1789550134539831945,562.793085204,744.212416131,0.21762597709579895,0.21762597709579895
1789550134539797374,1789550134544321415,562.931143494,744.3504744210001,0.21762597709579895,0.21762597709579895
1789550134545918518,1789550134548970590,562.931143494,744.3504744210001,0.21762597709579895,0.21762597709579895
1789550134549327514,1789550134560898745,562.931143494,744.3504744210001,0.21762597709579895,0.2192087114746775
1789550134562270873,1789550134574440853,563.070735765,744.490066692,0.21762597709579895,0.2192087114746775
1789550134565218105,1789550134576053546,563.070735765,744.490066692,0.21762597709579895,0.2192087114746775
1789550134572506583,1789550134581127379,563.070735765,744.490066692,0.21841734428523824,0.2192087114746775
1789550134584298938,1789550134589408896,563.208794055,744.628124982,0.21841734428523824,0.2192087114746775
1789550134591589157,1789550134601134573,563.208794055,744.628124982,0.2168346099063597,0.21841734428523824
1789550134603881976,1789550134606055089,563.348386326,744.770785215,0.2168346099063597,0.21841734428523824
1789550134608613346,1789550134610849748,563.348386326,744.770785215,0.2168346099063597,0.21841734428523824
1789550134613603539,1789550134622392297,563.348386326,744.770785215,0.2168346099063597,0.22079144585355603
1789550134622452735,1789550134628603116,563.491046559,744.911911467,0.2168346099063597,0.22079144585355603
1789550134628482722,1789550134633702501,563.491046559,744.911911467,0.2168346099063597,0.22079144585355603
1789550134633454417,1789550134643312540,563.491046559,744.911911467,0.21762597709579895,0.22079144585355603
1789550134643515333,1789550134645907700,563.63063883,745.048435776,0.21762597709579895,0.22079144585355603
1789550134648488102,1789550134651587799,563.63063883,745.048435776,0.21762597709579895,0.22079144585355603
1789550134654022625,1789550134664205341,563.63063883,745.048435776,0.2168346099063597,0.2192087114746775
1789550134664165031,1789550134667185533,563.76869712,745.188028047,0.2168346099063597,0.2192087114746775
1789550134668473466,1789550134671148006,563.76869712,745.188028047,0.2168346099063597,0.2192087114746775
1789550134673893205,1789550134685201298,563.76869712,745.188028047,0.21841734428523824,0.22000007866411675
1789550134684985544,1789550134689298959,563.911357353,745.327620318,0.21841734428523824,0.22000007866411675
1789550134690138978,1789550134693735251,563.911357353,745.327620318,0.21841734428523824,0.22000007866411675
1789550134695809116,1789550134706071546,563.911357353,745.327620318,0.21841734428523824,0.2192087114746775
1789550134706577805,1789550134708908068,564.054017586,745.46874657,0.21841734428523824,0.2192087114746775
1789550134709489375,1789550134713519266,564.054017586,745.46874657,0.21841734428523824,0.2192087114746775
1789550134713584648,1789550134716475553,564.054017586,745.46874657,0.21841734428523824,0.2192087114746775
1789550134718612652,1789550134728442092,564.054017586,745.46874657,0.21841734428523824,0.2192087114746775
1789550134728158679,1789550134732476205,564.196677819,745.608338841,0.21841734428523824,0.2192087114746775
1789550134732564677,1789550134739035412,564.196677819,745.608338841,0.21841734428523824,0.2192087114746775
1789550134737601458,1789550134748094270,564.196677819,745.608338841,0.22079144585355603,0.2192087114746775
1789550134751029171,1789550134754196472,564.33627009,745.74486315,0.22079144585355603,0.2192087114746775
1789550134756152109,1789550134769914896,564.33627009,745.74486315,0.22000007866411675,0.2192087114746775
1789550134769707622,1789550134773835984,564.475862361,745.881387459,0.22000007866411675,0.2192087114746775
1789550134774024945,1789550134776158007,564.475862361,745.881387459,0.22000007866411675,0.2192087114746775
1789550134778558966,1789550134791192766,564.475862361,745.881387459,0.22000007866411675,0.2192087114746775
1789550134790202856,1789550134791866433,564.616988613,746.019445749,0.22000007866411675,0.2192087114746775
1789550134794848291,1789550134797632152,564.616988613,746.019445749,0.22000007866411675,0.2192087114746775
1789550134798671612,1789550134812640210,564.616988613,746.019445749,0.22079144585355603,0.2192087114746775
1789550134812361574,1789550134815396685,564.756580884,746.155970058,0.22079144585355603,0.2192087114746775
