t_ns,t_bag_ns,x,y,yaw,qz,qw,v_lin,w_ang
1789550088382366719,1789550088398884256,0.6492229963094011,-0.6185507140677217,-0.017025411128998535,0.008512602751030185,-0.9999637671407915,0.0,0.0
1789550088387748914,1789550088402222096,0.6492229963094011,-0.6185507140677217,-0.01641607284545972,0.008207944257924246,-0.9999663142581648,0.0,0.11321371365006626
1789550088398896108,1789550088402398628,0.6537783059863964,-0.6186255010813874,-0.01641607284545972,0.008207944257924246,-0.9999663142581648,0.40870586313590423,0.0
1789550088402439701,1789550088406741905,0.6537783059863964,-0.6186255010813874,-0.01641607284545972,0.008207944257924246,-0.9999663142581648,0.0,0.0
1789550088407206078,1789550088423278145,0.6537783059863964,-0.6186255010813874,-0.016142010688782474,0.008070917718945584,-0.999967429613172,0.0,0.057499051518007514
1789550088417355983,1789550088428488104,0.658333635988607,-0.6186990396542656,-0.016142010688782474,0.008070917718945584,-0.999967429613172,0.44886366377945136,0.0
1789550088423249794,1789550088439335065,0.658333635988607,-0.6186990396542656,-0.016142010688782474,0.008070917718945584,-0.999967429613172,0.0,0.0
1789550088428149779,1789550088448195410,0.658333635988607,-0.6186990396542656,-0.015868365764618655,0.007934099638105725,-0.9999685245361138,0.0,0.0558460738479441
1789550088439117015,1789550088462014906,0.6628636784439693,-0.6187709300590998,-0.015868365764618655,0.007934099638105725,-0.9999685245361138,0.4131043463413282,0.0
1789550088447907547,1789550088464933275,0.6628636784439693,-0.6187709300590998,-0.015329241752625247,0.007664545831702245,-0.9999706269372085,0.0,0.061330077860294256
1789550088462124884,1789550088466023617,0.6674190667114298,-0.6188407661773764,-0.015329241752625247,0.007664545831702245,-0.9999706269372085,0.32044844581741533,0.0
1789550088467302195,1789550088489918853,0.6674190667114298,-0.6188407661773764,-0.015117049217224855,0.0075584526374357554,-0.9999714344888696,0.0,0.040985085771434365
1789550088480011627,1789550088502916869,0.6719997774893922,-0.6189100182830203,-0.015117049217224855,0.0075584526374357554,-0.9999714344888696,0.3604593998910149,0.0
1789550088489910427,1789550088506664624,0.6719997774893922,-0.6189100182830203,-0.0147463679313667,0.007373117160097173,-0.9999728182022467,0.0,0.0374470931686825
1789550088502960146,1789550088507589971,0.6765298977542284,-0.6189768259458507,-0.0147463679313667,0.007373117160097173,-0.9999728182022467,0.3471808748488058,0.0
1789550088507559379,1789550088511021753,0.6765298977542284,-0.6189768259458507,-0.0147463679313667,0.007373117160097173,-0.9999728182022467,0.0,0.0
1789550088512226648,1789550088524557848,0.6765298977542284,-0.6189768259458507,-0.014063715934754153,0.007031800016775839,-0.9999752765886385,0.0,0.1462636922389836
1789550088522032024,1789550088525459473,0.681135987119879,-0.6190416089494182,-0.014063715934754153,0.007031800016775839,-0.9999752765886385,0.4697978861839555,0.0
1789550088527191502,1789550088531743385,0.681135987119879,-0.6190416089494182,-0.014063715934754153,0.007031800016775839,-0.9999752765886385,0.0,0.0
1789550088532170244,1789550088549809475,0.681135987119879,-0.6190416089494182,-0.013893961906433841,0.006946925075838006,-0.9999758698248626,0.0,0.034095767228009104
1789550088544001772,1789550088556760684,0.6856408544427905,-0.6191042034322398,-0.013893961906433841,0.006946925075838006,-0.9999758698248626,0.380787855346065,0.0
1789550088549846844,1789550088567334115,0.6856408544427905,-0.6191042034322398,-0.013893961906433841,0.006946925075838006,-0.9999758698248626,0.0,0.0
1789550088558950591,1789550088569463986,0.6856408544427905,-0.6191042034322398,-0.013756275177002689,0.006878083355917096,-0.9999763457049117,0.0,0.015124182320878681
1789550088564861790,1789550088573647934,0.6902975800908246,-0.6191682666727337,-0.013756275177002689,0.006878083355917096,-0.9999763457049117,0.7878547636047007,0.0
1789550088569499707,1789550088590037789,0.6902975800908246,-0.6191682666727337,-0.013756275177002689,0.006878083355917096,-0.9999763457049117,0.0,0.0
1789550088573482234,1789550088605825808,0.6902975800908246,-0.6191682666727337,-0.013218641281128665,0.006609272521379061,-0.999978158519844,0.0,0.13499817976727427
1789550088590049714,1789550088609335661,0.69485310560803,-0.6192284880379764,-0.013218641281128665,0.006609272521379061,-0.999978158519844,0.27499194478058053,0.0
1789550088605794197,1789550088614299515,0.69485310560803,-0.6192284880379764,-0.013131618499756595,0.006565762074803458,-0.9999784451518828,0.0,0.005527192056548971
1789550088608794287,1789550088628562591,0.6994592533568452,-0.6192889776899405,-0.013131618499756595,0.006565762074803458,-0.9999784451518828,1.5354689086123712,0.0
1789550088613478314,1789550088634107911,0.6994592533568452,-0.6192889776899405,-0.0131284594535835,0.0065641825857551,-0.9999784555214082,0.0,0.0006744295396025051
1789550088628681718,1789550088637329291,0.704065401296727,-0.619349452790871,-0.0131284594535835,0.0065641825857551,-0.9999784555214082,0.30299431088188467,0.0
1789550088633806030,1789550088638988341,0.704065401296727,-0.619349452790871,-0.0131284594535835,0.0065641825857551,-0.9999784555214082,0.0,0.0
1789550088637930276,1789550088655394936,0.704065401296727,-0.619349452790871,-0.012843787670136232,0.00642184969457109,-0.999979379710652,0.0,0.06902395818466349
1789550088649221022,1789550088668557856,0.7088234178579053,-0.6194105671058818,-0.012843787670136232,0.00642184969457109,-0.999979379710652,0.4214432807377277,0.0
1789550088655697743,1789550088671594519,0.7088234178579053,-0.6194105671058818,-0.01287949085235669,0.006439700916552142,-0.9999792649110807,0.0,-0.005512539789881173
1789550088668652632,1789550088672548642,0.7132271120145728,-0.6194672875808123,-0.01287949085235669,0.006439700916552142,-0.9999792649110807,0.339953466767325,0.0
1789550088672591048,1789550088690998796,0.7132271120145728,-0.6194672875808123,-0.01287949085235669,0.006439700916552142,-0.9999792649110807,0.0,0.0
1789550088677179967,1789550088696162552,0.7132271120145728,-0.6194672875808123,-0.01310193538665845,0.006550920837439301,-0.9999785424878784,0.0,-0.04847427777691386
1789550088690401922,1789550088700205836,0.7177826445289417,-0.6195269772889657,-0.01310193538665845,0.006550920837439301,-0.9999785424878784,0.34457261012553997,0.0
