t_ns,t_bag_ns,wx,wy,wz,ax,ay,az,qx,qy,qz,qw
1789550267687434537,1789550267690174576,0.053210001438856125,-0.04256799817085266,-0.02766920067369938,0.811634361743927,-0.8200140595436096,8.169015884399414,0.00318534136749804,-0.016114497557282448,0.9309672117233276,0.3647213578224182
1789550267693135066,1789550267695838258,0.053210001438856125,-0.04256799817085266,-0.02766920067369938,0.811634361743927,-0.8200140595436096,8.169015884399414,0.00318534136749804,-0.016114497557282448,0.9309672117233276,0.3647213578224182
1789550267696305787,1789550267707471450,0.0,0.06917300075292587,-0.014898800291121006,0.023942016065120697,0.8888473510742188,11.190498352050781,0.004334303550422192,-0.014477870427072048,0.9308851957321167,0.3649873435497284
1789550267707192784,1789550267709381415,0.0,0.06917300075292587,-0.014898800291121006,0.023942016065120697,0.8888473510742188,11.190498352050781,0.004334303550422192,-0.014477870427072048,0.9308851957321167,0.3649873435497284
1789550267711476652,1789550267715390532,0.0,0.06917300075292587,-0.014898800291121006,0.023942016065120697,0.8888473510742188,11.190498352050781,0.004334303550422192,-0.014477870427072048,0.9308851957321167,0.3649873435497284
1789550267716559671,1789550267728099820,-0.01383460033684969,-0.05108160153031349,-0.007449400145560503,-0.7924807667732239,-1.2120646238327026,10.49677848815918,0.0024228913243860006,-0.014341486617922783,0.9308726191520691,0.3650423586368561
1789550267728172311,1789550267729866434,-0.01383460033684969,-0.05108160153031349,-0.007449400145560503,-0.7924807667732239,-1.2120646238327026,10.49677848815918,0.0024228913243860006,-0.014341486617922783,0.9308726191520691,0.3650423586368561
1789550267732014441,1789550267734984116,-0.01383460033684969,-0.05108160153031349,-0.007449400145560503,-0.7924807667732239,-1.2120646238327026,10.49677848815918,0.0024228913243860006,-0.014341486617922783,0.9308726191520691,0.3650423586368561
1789550267736463083,1789550267749004876,0.059595201164484024,-0.014898800291121006,-0.019155599176883698,0.7978677153587341,-0.386663556098938,7.586028099060059,0.003738900413736701,-0.015982098877429962,0.9307827353477478,0.3651922941207886
1789550267749280709,1789550267750911193,0.059595201164484024,-0.014898800291121006,-0.019155599176883698,0.7978677153587341,-0.386663556098938,7.586028099060059,0.003738900413736701,-0.015982098877429962,0.9307827353477478,0.3651922941207886
1789550267753078235,1789550267756954694,0.059595201164484024,-0.014898800291121006,-0.019155599176883698,0.7978677153587341,-0.386663556098938,7.586028099060059,0.003738900413736701,-0.015982098877429962,0.9307827353477478,0.3651922941207886
1789550267769645318,1789550267772225156,-0.02766920067369938,0.04788900166749954,0.0,-0.3818751573562622,0.9929951429367065,12.33253288269043,0.004227249883115292,-0.014026160351932049,0.9307711124420166,0.36529695987701416
1789550267774466428,1789550267776293738,-0.02766920067369938,0.04788900166749954,0.0,-0.3818751573562622,0.9929951429367065,12.33253288269043,0.004227249883115292,-0.014026160351932049,0.9307711124420166,0.36529695987701416
1789550267778744982,1789550267790035536,-0.010641999542713165,-0.05746680125594139,-0.004256799817085266,-0.7858967185020447,-0.7823054194450378,10.243592262268066,0.0022059157490730286,-0.014229671098291874,0.930779218673706,0.36528658866882324
1789550267791299773,1789550267794946245,-0.010641999542713165,-0.05746680125594139,-0.004256799817085266,-0.7858967185020447,-0.7823054194450378,10.243592262268066,0.0022059157490730286,-0.014229671098291874,0.930779218673706,0.36528658866882324
1789550267797140986,1789550267800035689,-0.010641999542713165,-0.05746680125594139,-0.004256799817085266,-0.7858967185020447,-0.7823054194450378,10.243592262268066,0.0022059157490730286,-0.014229671098291874,0.930779218673706,0.36528658866882324
1789550267801655952,1789550267812112970,0.059595201164484024,0.007449400145560503,0.0,1.202487826347351,-0.5638344883918762,8.666411399841309,0.003953468520194292,-0.015411515720188618,0.9307360053062439,0.3653339147567749
1789550267811255993,1789550267816696631,0.059595201164484024,0.007449400145560503,0.0,1.202487826347351,-0.5638344883918762,8.666411399841309,0.003953468520194292,-0.015411515720188618,0.9307360053062439,0.3653339147567749
1789550267817258610,1789550267823712056,0.059595201164484024,0.007449400145560503,0.0,1.202487826347351,-0.5638344883918762,8.666411399841309,0.003953468520194292,-0.015411515720188618,0.9307360053062439,0.3653339147567749
1789550267824829776,1789550267832286364,-0.04576060175895691,0.02766920067369938,0.010641999542713165,-0.9433154463768005,0.9289502501487732,11.399991035461426,0.003425643779337406,-0.013259422034025192,0.9307911992073059,0.36528292298316956
